Organisational Unit,Payment Date,Amount,Benificiary Name
PLACE,2016-03-01,11800.00,HM REVENUE & CUSTOMS ONLY
PLACE,2016-03-01,314.04,REDACTED PERSONAL DATA
PLACE,2016-03-01,314.04,REDACTED PERSONAL DATA
CYPF,2016-03-01,37038.73,C & G ASSESSMENTS AND TRAINING LTD
CYPF,2016-03-01,19973.61,THE CONSTRUCTION SKILLS PEOPLE LTD
CYPF,2016-03-01,53706.33,FLOORTRAIN (GB) LTD
CYPF,2016-03-01,19121.00,JGW TRAINING LTD T/A SKILLS FOR CAREERS
CYPF,2016-03-01,12745.84,THE SHEFFIELD COLLEGE
CYPF,2016-03-01,16188.02,THE SOURCE AT MEADOWHALL
CYPF,2016-03-01,457.00,DR M LAXTON-KANE
RESOURCES,2016-03-01,3886.05,IRWIN MITCHELL
RESOURCES,2016-03-01,1623.00,IRWIN MITCHELL
RESOURCES,2016-03-01,647.00,DEPARTMENT FOR WORK & PENSIONS
COMMUNITIES,2016-03-01,250.00,GOLDEN DAYS AGEWELL GROUP
CYPF,2016-03-01,550.00,REBECCA BERGMANN
COMMUNITIES,2016-03-01,2109.74,REDACTED PERSONAL DATA
PLACE,2016-03-01,426.00,WESTWOOD JOINERY & CONSTRUCTION LTD
PLACE,2016-03-01,1600.00,HM REVENUE & CUSTOMS ONLY
CYPF,2016-03-01,3600.00,ROTHERHAM MBC
CYPF,2016-03-01,400.00,PETER D MORTON
PLACE,2016-03-01,595.90,REDACTED PERSONAL DATA
PLACE,2016-03-01,595.90,REDACTED PERSONAL DATA
RESOURCES,2016-03-01,59587.06,REDACTED PERSONAL DATA
PLACE,2016-03-01,486.90,REDACTED PERSONAL DATA
PLACE,2016-03-01,595.90,REDACTED PERSONAL DATA
PLACE,2016-03-01,276.89,MARTA COHEN  LTD
PLACE,2016-03-01,590.79,DR MINI C VARGHESE
PLACE,2016-03-01,450.00,REDACTED PERSONAL DATA
PLACE,2016-03-01,595.90,DR C A WILSON
PLACE,2016-03-01,595.90,REDACTED PERSONAL DATA
COMMUNITIES,2016-03-01,500.00,MADINA TOTS - TODDLER GROUP
CYPF,2016-03-01,27000.00,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST
COMMUNITIES,2016-03-01,2165.35,EXCHANGE SUPPLIES LTD
COMMUNITIES,2016-03-01,335.95,EXCHANGE SUPPLIES LTD
PLACE,2016-03-01,4635.83,SHEFFIELD WILDLIFE TRUST
COMMUNITIES,2016-03-01,1107.10,EXCHANGE SUPPLIES LTD
COMMUNITIES,2016-03-01,314.60,EXCHANGE SUPPLIES LTD
PLACE,2016-03-01,1400.00,ACCELERATE LIFESTYLE LTD
COMMUNITIES,2016-03-01,252.70,EXCHANGE SUPPLIES LTD
CA LEP,2016-03-01,10000.00,MARKETING MANCHESTER
CYPF,2016-03-01,2083.00,CLARE ROBINSON PROJECT MANAGEMENT
CYPF,2016-03-01,378.28,ARGOS SUPERSTORE
PLACE,2016-03-01,4384.00,THYSSENKRUPP ENCASA
PLACE,2016-03-01,3399.71,THYSSENKRUPP ENCASA
PLACE,2016-03-01,3399.71,THYSSENKRUPP ENCASA
PLACE,2016-03-01,4044.71,THYSSENKRUPP ENCASA
PLACE,2016-03-01,3831.33,THYSSENKRUPP ENCASA
