Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2014-11-03,1600518797,509.24,84.87,424.37,Dennis Eagle Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-11-03,1600518203,532,0,532,Cross Roads Care,Children's Services,Payts to Agencies
Salford City Council,2014-11-03,1600519490,534,89,445,Saville Audio Visual,Children's Services,Equipment Purchase
Salford City Council,2014-11-03,601127938,630,0,630,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-11-03,1600519670,746.72,124.45,622.27,Bt Global Services Solutions,Capital Expenditure,Purch of Comp Equip
Salford City Council,2014-11-03,601128006,780,0,780,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-11-03,601127983,829.92,0,829.92,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127984,833.8,0,833.8,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127980,833.8,0,833.8,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127958,833.8,0,833.8,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127985,833.8,0,833.8,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127978,833.8,0,833.8,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127974,843.68,0,843.68,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127979,843.68,0,843.68,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127948,862.16,0,862.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601128007,955.68,0,955.68,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-11-03,601127986,960.27,0,960.27,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127976,966.16,0,966.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127977,966.16,0,966.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127952,966.16,0,966.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127960,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127972,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127967,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127971,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127961,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127962,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127956,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127982,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127968,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127970,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127957,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127969,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127954,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127955,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127951,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127973,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127966,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127965,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127963,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127975,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127964,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127959,974.16,0,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601128000,977.7,0,977.7,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-11-03,601127950,982.16,0,982.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,1600518258,1026,171,855,Rehabilitation Manufacturing,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-11-03,601127947,1064,0,1064,Scott Rees & Co,Customer and Support Services,Liability Insurance
Salford City Council,2014-11-03,601127981,1222.16,0,1222.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,601127949,1222.88,0,1222.88,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,1600518251,1275,212.5,1062.5,Micromac Filtration Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2014-11-03,601127953,1547.8,0,1547.8,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-11-03,1600518273,1625.76,270.96,1354.8,Ans Group Plc,Customer and Support Services,Computer Maintenance
Salford City Council,2014-11-03,601127990,2070,0,2070,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-11-03,1600519664,2225.28,0,2225.28,Outreach Community & Res Service,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-11-03,1600518247,2546.4,424.4,2122,Cia 2000 Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2014-11-03,1600520288,2904,0,2904,Broadoak Funeral Service,"Community, Health & Social Care",Funerals
Salford City Council,2014-11-03,1600518631,3008.7,0,3008.7,The Advanced Childcare Group,Children's Services,Payts to Agencies
Salford City Council,2014-11-03,601126707,3859.72,0,3859.72,University Hospital Of South,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-11-03,1600518601,4458.67,0,4458.67,George House Trust,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-11-03,1600518600,6867,0,6867,The Interlink Foundation,Customer and Support Services,Payts to Agencies
Salford City Council,2014-11-03,601126723,8714.8,1452.47,7262.33,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2014-11-03,601128001,10000,0,10000,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2014-11-03,1600519669,10658,0,10658,Acorn Care & Education Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-11-03,1600518269,14844.71,2474.12,12370.59,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2014-11-03,1600518926,24357.14,0,24357.14,Trax Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-11-03,1600518598,50336.8,8389.47,41947.33,Salford Community Leisure Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-11-03,601127257,51789.58,213.08,51576.5,Corona Energy,Capital Expenditure,Gas
