Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2015-01-02,1600524905,522.00,0.00,522.00,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-01-02,1600524906,522.00,0.00,522.00,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-01-02,1600524858,530.12,0.00,530.12,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-01-02,1600524869,538.20,0.00,538.20,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-01-02,601132150,580.00,0.00,580.00,Penderels Trust,"Community, Health & Social Care",Oth Office Expenses
Salford City Council,2015-01-02,1600524886,587.58,97.93,489.65,Firemark Limited,Sustainable Regeneration,Fire Equipment
Salford City Council,2015-01-02,1600524861,645.15,0.00,645.15,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-01-02,601132121,664.60,110.76,553.84,Hughes Brothers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132134,701.24,116.87,584.37,Rixonway Kitchens Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,1600524867,706.80,0.00,706.80,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-01-02,601132118,729.01,121.66,607.35,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132122,736.60,122.77,613.83,Hughes Brothers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132139,900.00,0.00,900.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-01-02,601132145,930.00,0.00,930.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-01-02,1600524864,977.70,0.00,977.70,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-01-02,1600524836,1192.50,198.75,993.75,Teaching Personnel Ltd,Children's Services,Other Prof Fees
Salford City Council,2015-01-02,601132146,1360.00,0.00,1360.00,Creative Support Limited,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-01-02,601132142,1426.00,0.00,1426.00,The Hawthorn Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-01-02,601132141,1629.59,0.00,1629.59,Redacted Data,"Community, Health & Social Care",Payt to care clients
Salford City Council,2015-01-02,601132124,1936.94,322.82,1614.12,Hughes Brothers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132125,1956.04,326.00,1630.04,Hughes Brothers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132128,1956.04,326.00,1630.04,Hughes Brothers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132127,1969.42,328.23,1641.19,Hughes Brothers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132148,2111.40,351.90,1759.50,Trinity Mirror Publishing Ltd,Sustainable Regeneration,Marketing/Publicity
Salford City Council,2015-01-02,601132126,2517.08,419.51,2097.57,Hughes Brothers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132155,3217.24,0.00,3217.24,Creative Support Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-01-02,1600524903,3217.49,0.00,3217.49,Foster Care Associates Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-01-02,601132133,3608.49,601.43,3007.06,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132119,5559.21,926.54,4632.67,Hughes Brothers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132112,5769.55,961.65,4807.90,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132156,5874.96,0.00,5874.96,Creative Support Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-01-02,601132111,6609.64,1101.61,5508.03,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,1600524926,8500.00,0.00,8500.00,Aim Habonim,Children's Services,Pupil Assistance
Salford City Council,2015-01-02,1600524844,9592.97,1598.83,7994.14,Community Health Partnerships,Customer and Support Services,Cleaning Services
Salford City Council,2015-01-02,601132120,10467.58,1744.60,8722.98,Hughes Brothers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132116,12886.50,2147.68,10738.82,Bullock Construction Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132130,13629.96,2271.66,11358.30,Hughes Brothers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132149,15694.00,0.00,15694.00,Education Funding Agency,Children's Services,EFA - Post 16
Salford City Council,2015-01-02,1600524845,16880.18,2813.36,14066.82,Community Health Partnerships,Customer and Support Services,Cleaning Services
Salford City Council,2015-01-02,601132110,20180.20,3363.33,16816.87,Bullock Construction Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132117,20687.60,3448.00,17239.60,Emanuel Whittakers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-02,601132109,26093.85,4348.86,21744.99,Bullock Construction Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-05,1600523482,550.00,91.67,458.33,Compass Immigration Law Ltd,"Community, Health & Social Care",Training expenses
Salford City Council,2015-01-05,1600524602,560.95,93.49,467.46,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2015-01-05,1600524608,576.00,96.00,480.00,Alan Franklin Builders Ltd,Capital Expenditure,Demolition
Salford City Council,2015-01-05,1600525105,609.00,0.00,609.00,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2015-01-05,1600525113,768.00,0.00,768.00,Dogs 4 Us Ltd,"Community, Health & Social Care",Animal Boarding Fees
Salford City Council,2015-01-05,1600523678,786.60,0.00,786.60,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-01-05,1600523681,830.30,0.00,830.30,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-01-05,601131562,834.00,139.00,695.00,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-05,1600524600,841.43,140.24,701.19,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2015-01-05,1600524601,843.28,140.55,702.73,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2015-01-05,1600523682,845.50,0.00,845.50,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-01-05,601132176,870.00,145.00,725.00,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2015-01-05,601131563,880.12,146.69,733.43,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-05,601132159,900.00,0.00,900.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-01-05,601132231,900.00,0.00,900.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2015-01-05,1600525101,932.00,0.00,932.00,Dogs 4 Us Ltd,"Community, Health & Social Care",Animal Boarding Fees
Salford City Council,2015-01-05,1600524604,1007.04,167.85,839.19,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2015-01-05,601131557,1064.86,177.48,887.38,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-05,601131565,1066.11,177.70,888.41,Plumbing Trade Supplies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-05,1600524203,1242.00,0.00,1242.00,Monton Marketing Company (Mmc),Sustainable Regeneration,Marketing/Publicity
Salford City Council,2015-01-05,1600524597,1287.94,214.66,1073.28,Alan Franklin Builders Ltd,Capital Expenditure,Other Works
Salford City Council,2015-01-05,601131564,1338.43,223.05,1115.38,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-05,1600524584,1410.00,235.00,1175.00,Leigh Dogs And Cats Home Ltd,Environment and Community Health,Animal Boarding Fees
Salford City Council,2015-01-05,1600524920,2556.00,426.00,2130.00,Dolphin Mobility Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-05,601131556,2590.52,431.72,2158.80,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-05,601132203,2850.30,0.00,2850.30,The Advanced Childcare Group,Children's Services,Payts to Agencies
Salford City Council,2015-01-05,601132201,2892.90,0.00,2892.90,The Advanced Childcare Group,Children's Services,Payts to Agencies
Salford City Council,2015-01-05,1600521023,2914.00,0.00,2914.00,Langworthy Cornerstone Assoc.,Children's Services,Other Prof Fees
Salford City Council,2015-01-05,1600515812,2949.83,0.00,2949.83,Langworthy Cornerstone Assoc.,Children's Services,Other Prof Fees
Salford City Council,2015-01-05,1600518188,2949.83,0.00,2949.83,Langworthy Cornerstone Assoc.,Children's Services,Other Prof Fees
Salford City Council,2015-01-05,1600524791,3029.27,504.88,2524.39,Peter Ridley Waste Systems,Environment and Community Health,Vehicle Related Expenditure
Salford City Council,2015-01-05,601132202,3240.00,0.00,3240.00,Cross Roads Care,Children's Services,Payts to Agencies
Salford City Council,2015-01-05,601132158,3600.00,600.00,3000.00,Citizens Advice Bureau,Customer and Support Services,Consult/Contractors
Salford City Council,2015-01-05,601132216,3845.59,147.91,3697.68,Three Circles Fostering,Children's Services,Payts to Agencies
Salford City Council,2015-01-05,1600524008,4628.70,0.00,4628.70,Child Action North West,Children's Services,Payts to Agencies
Salford City Council,2015-01-05,601132166,8640.00,1440.00,7200.00,Rentokil Initial Pest Control,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-05,601132165,9937.61,1656.27,8281.34,Rentokil Initial Pest Control,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-05,1600525087,24041.76,4006.96,20034.80,S&W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2015-01-05,1600524629,30123.60,5020.60,25103.00,Barnardos North West,Children's Services,Payts to Agencies
Salford City Council,2015-01-06,601132255,524.83,0.00,524.83,Equita Limited,Customer and Support Services,VAT Adjustment
Salford City Council,2015-01-06,rndcomcps,527.88,3.83,524.05,Brake Bros Ltd,Environment and Community Health,Food and refreshments
Salford City Council,2015-01-06,601132246,535.00,0.00,535.00,Jacobs,Customer and Support Services,VAT Adjustment
Salford City Council,2015-01-06,vdmsecnoq,560.39,93.40,466.99,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,601132239,582.00,97.00,485.00,Granada Learning,Children's Services,Class Supplies Capit
Salford City Council,2015-01-06,601131951,594.00,99.00,495.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2015-01-06,1600525184,600.00,100.00,500.00,A&D Transport,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-01-06,uvbturmnq,671.86,111.98,559.88,Safestore Limited,Environment and Community Health,Contract Hire
Salford City Council,2015-01-06,601132306,679.20,0.00,679.20,Redacted Data,"Community, Health & Social Care",Sessional
Salford City Council,2015-01-06,601132327,679.20,0.00,679.20,Redacted Data,"Community, Health & Social Care",Sessional
Salford City Council,2015-01-06,1600524113,684.00,114.00,570.00,Five Star Fencing,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-06,601132245,695.00,0.00,695.00,Jacobs,Customer and Support Services,VAT Adjustment
Salford City Council,2015-01-06,htvxjlmwv,698.50,116.42,582.08,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,601132399,700.00,0.00,700.00,Redacted Data,Children's Services,Grants
Salford City Council,2015-01-06,601132365,714.94,119.16,595.78,Whistl Uk Ltd,Customer and Support Services,Postage
Salford City Council,2015-01-06,zgejtqfnh,732.35,122.06,610.29,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,kreyvrjqf,742.25,123.71,618.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,ixulsixfx,742.40,123.73,618.67,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,1600524117,768.00,128.00,640.00,C. Masters Decorators Ltd,Capital Expenditure,Works & Building
Salford City Council,2015-01-06,601132560,768.41,128.07,640.34,Marlow & Son Ltd,Children's Services,Building Rep & Maint
Salford City Council,2015-01-06,601132411,800.00,0.00,800.00,Funtime Playgroup,Children's Services,Grants
Salford City Council,2015-01-06,601132431,800.00,0.00,800.00,Kiddiewinkles Preschool,Children's Services,Grants
Salford City Council,2015-01-06,rvqkijbcl,858.13,143.02,715.11,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,1600520413,858.93,0.00,858.93,Federation Of Jewish Services,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-01-06,1600525021,858.93,0.00,858.93,Federation Of Jewish Services,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2015-01-06,gntfpzdul,861.05,143.51,717.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,wwdwvsrwp,868.39,144.73,723.66,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,gyclhklul,886.25,147.71,738.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,dduvfydvi,886.25,147.71,738.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,mnrqwdbow,886.25,147.71,738.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,rokzhxkxr,886.25,147.71,738.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,qxwyxqwhh,982.40,163.73,818.67,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,nsmgsenkn,982.99,163.83,819.16,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,1600524096,996.00,166.00,830.00,R H Smith Engineering Ltd,Sustainable Regeneration,Building Rep & Maint
Salford City Council,2015-01-06,601132393,1000.00,0.00,1000.00,Redacted Data,Children's Services,Grants
Salford City Council,2015-01-06,601132512,1000.00,0.00,1000.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2015-01-06,601131989,1012.80,168.80,844.00,Sign And Display Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-06,601131990,1065.60,177.60,888.00,Sign And Display Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2015-01-06,601132542,1084.30,0.00,1084.30,Blossoming Brentnall Community Grou,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2015-01-06,601132435,1100.00,0.00,1100.00,Kidz R Us The Lodge,Children's Services,Grants
Salford City Council,2015-01-06,601132477,1100.00,0.00,1100.00,Tinytots Vision Ltd,Children's Services,Grants
Salford City Council,2015-01-06,601131617,1188.00,198.00,990.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2015-01-06,1600523653,1200.00,200.00,1000.00,Gj Flooring Specialists,Capital Expenditure,Works & Building
Salford City Council,2015-01-06,kturilymx,1290.94,215.16,1075.78,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,601132381,1300.00,0.00,1300.00,Bambie Playgroup,Children's Services,Grants
Salford City Council,2015-01-06,601132505,1340.00,0.00,1340.00,Redacted Data,Capital Expenditure,Disturbance Payments
Salford City Council,2015-01-06,1600523647,1422.00,237.00,1185.00,Salford Community Leisure Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-01-06,601132527,1435.00,0.00,1435.00,Paypoint Plc,Sustainable Regeneration,Gas
Salford City Council,2015-01-06,601132416,1500.00,0.00,1500.00,Happy Feet Day Nursery,Children's Services,Grants
Salford City Council,2015-01-06,601132418,1600.00,0.00,1600.00,Holy Angels Playgroup,Children's Services,Grants
Salford City Council,2015-01-06,601132483,1600.00,0.00,1600.00,Westwood Smarties,Children's Services,Grants
Salford City Council,2015-01-06,vqazsbiwn,1658.98,276.50,1382.48,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2015-01-06,601132410,1700.00,0.00,1700.00,Fun4All Cic,Children's Services,Grants
Salford City Council,2015-01-06,601132486,1700.00,0.00,1700.00,Yogurt Pots Childcare Services,Children's Services,Grants
Salford City Council,2015-01-06,601132459,1900.00,0.00,1900.00,Playtime Playgroup,Children's Services,Grants
Salford City Council,2015-01-06,601132383,2000.00,0.00,2000.00,Big Steps Playgroup,Children's Services,Grants
Salford City Council,2015-01-06,601132445,2000.00,0.00,2000.00,Magical Moments Ltd,Children's Services,Grants
