Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2016-01-04,1600552568,552,92,460,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2016-01-04,1600552566,548.05,91.34,456.71,Lex Autolease Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2016-01-04,1600553031,519.12,86.52,432.6,Northgate Vehicle Hire (Nw) Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2016-01-04,1600552491,7675.2,1279.2,6396,John Knapton Consulting Engineers,Capital Expenditure,Ext Fees-Consult Eng
Salford City Council,2016-01-04,1600552711,2982,0,2982,Broadoak Funeral Service,"Community, Health & Social Care",Funerals
Salford City Council,2016-01-04,601156559,520.72,86.79,433.93,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2016-01-04,601156560,562.72,93.79,468.93,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2016-01-04,601156562,624.95,104.16,520.79,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2016-01-04,601156563,723.59,120.6,602.99,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2016-01-04,601157018,5189.25,0,5189.25,Aim Habonim,Children's Services,Grants
Salford City Council,2016-01-04,601157021,3936.08,0,3936.08,Auntie Stephs Playgroup,Children's Services,Grants
Salford City Council,2016-01-04,601157022,908.33,0,908.33,Bambie Playgroup,Children's Services,Grants
Salford City Council,2016-01-04,601157101,12771,0,12771,Beis Malka,Children's Services,Grants
Salford City Council,2016-01-04,601157073,1221,0,1221,Big Steps Playgroup,Children's Services,Grants
Salford City Council,2016-01-04,601157072,21978,0,21978,Bnos Yisroel Schools Manchester Ltd,Children's Services,Grants
Salford City Council,2016-01-04,601157023,4842.42,0,4842.42,Boothstown Playgroup,Children's Services,Grants
Salford City Council,2016-01-04,601157024,10989,0,10989,Branwood Preparatory School,Children's Services,Grants
Salford City Council,2016-01-04,601157074,10260,0,10260,Bridgewater School,Children's Services,Grants
Salford City Council,2016-01-04,601157096,17140.2,0,17140.2,Broughton Jewish C F Academy,Children's Services,Grants
Salford City Council,2016-01-04,601157098,2102.1,0,2102.1,Broughton Jewish Cassel Fox,Children's Services,Grants
Salford City Council,2016-01-04,601157075,4659.6,0,4659.6,Budding Wood Day Nursery,Children's Services,Grants
Salford City Council,2016-01-04,601157102,589.05,0,589.05,Budding Wood Wardley Pre School,Children's Services,Grants
Salford City Council,2016-01-04,601157106,3366,0,3366,Care Chiefs,Children's Services,Grants
Salford City Council,2016-01-04,601157025,2442,0,2442,Caterpillar Corner,Children's Services,Grants
Salford City Council,2016-01-04,601157027,4803.93,0,4803.93,Claremont Neighbourhood Nursery,Children's Services,Grants
