Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2016-10-03,tdqpvjrtz,521.1,3.2,517.9,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-10-03,woqagbyhf,527.79,2.7,525.09,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-10-03,lhdhiycuc,549.97,0,549.97,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-10-03,601176464,550,0,550,Thornley Groves Estate Agent,Children's Services,Vehicle RunningCosts
Salford City Council,2016-10-03,601175027,567.9,0,567.9,Redacted Data,Children's Services,Unclass Road Maint
Salford City Council,2016-10-03,601176446,573.43,95.57,477.86,David Phillips Group,Sustainable Regeneration,Premises Insurance
Salford City Council,2016-10-03,601176478,604,0,604,Clarendon Medical Practice,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2016-10-03,wzjrleryr,618.31,1,617.31,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-10-03,fwwxjgovd,639.34,12.67,626.67,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-10-03,1600570443,743.58,123.93,619.65,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2016-10-03,601176438,748.16,124.69,623.47,David Phillips Group,Sustainable Regeneration,Premises Insurance
Salford City Council,2016-10-03,601176442,820.7,136.78,683.92,David Phillips Group,Sustainable Regeneration,Premises Insurance
Salford City Council,2016-10-03,lofsomwkj,829.04,0,829.04,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-10-03,601176452,835.98,139.33,696.65,David Phillips Group,Sustainable Regeneration,Premises Insurance
Salford City Council,2016-10-03,601175019,888,148,740,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2016-10-03,601176523,1110,185,925,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2016-10-03,1600570475,1296,216,1080,Salford Community Leisure Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2016-10-03,1600571331,1575,0,1575,Manchester Ymca Inc,Children's Services,Pupil Assistance
Salford City Council,2016-10-03,601175199,1725.65,287.61,1438.04,Vodafone Ltd Data Solutions,Corporate Business,Telephones & Fax
Salford City Council,2016-10-03,601175386,1734,0,1734,Salix Homes Limited,Children's Services,Vehicle RunningCosts
Salford City Council,2016-10-03,601176435,2079,346.5,1732.5,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2016-10-03,601175625,2100,350,1750,Chubb Fire & Security Ltd,Children's Services,Security/Equipment
Salford City Council,2016-10-03,1600570340,2147.45,357.91,1789.54,G4S Cash Solutions Uk Ltd,"Community, Health & Social Care",Cash in Transit Serv
Salford City Council,2016-10-03,1600571341,3582,597,2985,Cetus Solutions,Corporate Business,Computer Software
Salford City Council,2016-10-03,1600570432,3674.47,612.41,3062.06,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2016-10-03,1600570445,3781.09,630.18,3150.91,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2016-10-03,1600571727,4312,0,4312,Park Retail Ltd,Corporate Business,Long Service Awards
Salford City Council,2016-10-03,1600570444,4656,776,3880,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2016-10-03,1600570392,5000,0,5000,Safe Families For Children,Children's Services,Payts to Agencies
Salford City Council,2016-10-03,601176563,5700,950,4750,North West Local Authorities,Environment and Community Safety,Other Prof Fees
Salford City Council,2016-10-03,1600570437,5961.83,993.64,4968.19,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2016-10-03,1600570441,6152.66,1025.44,5127.22,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2016-10-03,1600571527,13598.4,2266.4,11332,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2016-10-03,1600570433,18792,3132,15660,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2016-10-03,1600571637,21254.95,3542.49,17712.46,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2016-10-03,1600571636,21292.27,3548.71,17743.56,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2016-10-03,fmqtwekzc,21701.99,0,21701.99,Unitedutilities.Co,Corporate Business,Water
Salford City Council,2016-10-03,1600571309,30999.2,5166.53,25832.67,Manchester Ship Canal Company,Sustainable Regeneration,Cleaning
Salford City Council,2016-10-03,1600571576,31271.27,5211.88,26059.39,Allied Roofing And Construction Ltd,Capital Expenditure,External Fees-Other
Salford City Council,2016-10-03,hflnhitvp,78328.46,0,78328.46,Unitedutilities.Co,Corporate Business,Water
Salford City Council,2016-10-03,nfvfurcke,80600.15,0,80600.15,Unitedutilities.Co,Corporate Business,Water
Salford City Council,2016-10-03,qhbmloatk,103125.44,17187.57,85937.87,Npower,Corporate Business,Electricity
Salford City Council,2016-10-03,1600570474,408426,68071,340355,Salford Community Leisure Ltd,Children's Services,Payts to Agencies
Salford City Council,2016-10-03,2204444247,1737587.9,289597.98,1447989.92,Laing O'Rourke,Children's Services,Works & Building
Salford City Council,2016-10-04,601176449,532.42,88.74,443.68,David Phillips Group,Sustainable Regeneration,Premises Insurance
Salford City Council,2016-10-04,1600570403,540,90,450,M & A Brown (Engravers) Ltd,Sustainable Regeneration,Prog Maint & Works
Salford City Council,2016-10-04,iroukerls,570.13,4.81,565.32,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-10-04,1600571418,579.6,96.6,483,Door Repair Service  Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2016-10-04,1600570472,594,99,495,Aquila Training Services Ltd,Environment and Community Safety,Training expenses
Salford City Council,2016-10-04,601176018,602.4,100.4,502,Strand Refrigeration,Environment and Community Safety,Equipment Repair
Salford City Council,2016-10-04,601176682,606.01,0,606.01,Broughton Jewish Cassel Fox,Children's Services,Payts to Agencies
Salford City Council,2016-10-04,601176670,606.6,0,606.6,Redacted Data,Children's Services,Grants
Salford City Council,2016-10-04,1600570404,615.31,102.55,512.76,Whistl Uk Ltd,Corporate Business,Postage
Salford City Council,2016-10-04,jrycmnzqw,633.92,0,633.92,Bookerecomm,Children's Services,Housekeeping
Salford City Council,2016-10-04,601176581,659.1,109.85,549.25,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2016-10-04,601176680,665.42,0,665.42,Bnos Yisroel Schools Manchester Ltd,Children's Services,Payts to Agencies
Salford City Council,2016-10-04,wmiocqyiu,671.11,3.16,667.95,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2016-10-04,1600570439,682.28,113.71,568.57,Amenity Horticultural Services Ltd,Environment and Community Safety,Materials
Salford City Council,2016-10-04,601176664,695.1,0,695.1,Daisys Daycare,Children's Services,Grants
Salford City Council,2016-10-04,601176703,712.95,0,712.95,Holyrood Nursery - Stott Lane,Children's Services,Payts to Agencies
Salford City Council,2016-10-04,601176762,712.95,0,712.95,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2016-10-04,601176756,712.95,0,712.95,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2016-10-04,601176686,712.95,0,712.95,Redacted Data,Children's Services,Payts to Agencies
Salford City Council,2016-10-04,601176689,712.95,0,712.95,Redacted Data,Children's Services,Payts to Agencies
