Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2019-10-01,1600634588,19044,3174,15870,Bloom Procurement Services Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2019-10-01,sbuwvrrni,533.05,0,533.05,Brake Bros Ltd,Place Directorate,Staff and Welfare Catering
Salford City Council,2019-10-01,pkwqocpfg,951.91,0,951.91,Brake Bros Ltd,Place Directorate,Staff and Welfare Catering
Salford City Council,2019-10-01,1600635030,1416,236,1180,C P Davidson & Sons Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2019-10-01,1600634231,857.71,142.95,714.76,Click Fire & Security Ltd,Place Directorate,UV Light/Fire
Salford City Council,2019-10-01,1600635176,1200,200,1000,Cornthwaite Agricultural Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2019-10-01,601255327,2790,0,2790,Dallam Community Primary School,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2019-10-01,601255329,678,0,678,Department Of Work & Pensions,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-10-01,kbuvmhewr,530,0,530,Eccles Hotel,People (Adults) - CHSC,Travel
Salford City Council,2019-10-01,1600634205,11561.76,1926.96,9634.8,Exclusec Group Ltd,Place Directorate,Contractors
Salford City Council,2019-10-01,601255324,2552,0,2552,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2019-10-01,1600635203,3420,570,2850,Gov Tv Ltd (T/A Gov Radio),Service Reform (Corp Bus & Transform),Marketing/Publicity
Salford City Council,2019-10-01,1600635202,19513.71,0,19513.71,Great Places Housing Association,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-10-01,1600634555,540,90,450,Horticon Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2019-10-01,1600634557,624,104,520,Horticon Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2019-10-01,1600634554,1146.26,191.04,955.22,Horticon Limited,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2019-10-01,1600634206,5431.62,0,5431.62,Jan Robinson Early Years Ltd,People (Childrens) Service Group,Training of Staff
Salford City Council,2019-10-01,uqlvwlkmb,1887.99,0,1887.99,Lancaster University,People (Adults) - CHSC,Travel
Salford City Council,2019-10-01,1600635194,3136.22,522.7,2613.52,Landscape Engineering Ltd,Capital Expenditure,Pay to Ctrs-Landscap
Salford City Council,2019-10-01,1600634488,3068,0,3068,Langworthy Cornerstone Assoc.,People (Childrens) Service Group,Rents
Salford City Council,2019-10-01,1600634097,2172,362,1810,Lbk Packaging,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2019-10-01,1600631014,8985.77,1497.63,7488.14,Local Partnerships Llp,Place Directorate,Other Prof Fees
Salford City Council,2019-10-01,1600635206,337752.76,56292.13,281460.63,Mast Lift Project Co (No2) Ltd,Service Reform (Corp Bus & Transform),Rents
Salford City Council,2019-10-01,601255325,640,0,640,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2019-10-01,601255326,858.57,0,858.57,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2019-10-01,601255303,1136.2,189.37,946.83,Refreshment Systems Ltd,Service Reform (Corp Bus & Transform),Equipment Leasing
Salford City Council,2019-10-01,601254018,504,0,504,Salford Community Leisure Ltd,People (Childrens) Service Group,Class Supplies Capit
Salford City Council,2019-10-01,1600634844,595.2,99.2,496,Schofield & Sons,Place Directorate,UV Vandalism
Salford City Council,2019-10-01,1600634863,645.6,107.6,538,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2019-10-01,1600635213,1000,0,1000,Songsmith Records Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2019-10-01,1600634991,594,99,495,Warrington Truck Parts Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-10-01,601254441,930,0,930,White Lodge Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-10-01,gpgquybtk,540,0,540,Www.Tcpa.Org.Uk,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,2019-10-02,1600634533,590.46,98.41,492.05,Arrow County Supplies Ltd,Place Directorate,Cleaning Materials
Salford City Council,2019-10-02,1600634536,3750,0,3750,Autistic Society Gtr Manchester,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-10-02,1600634103,25000,0,25000,Bolton Council,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2019-10-02,xtqrnnpmv,517.18,0,517.18,Brake Bros Ltd,Place Directorate,Staff and Welfare Catering
Salford City Council,2019-10-02,1600635022,1156.07,192.68,963.39,C P Davidson & Sons Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-10-02,zglteemfd,810,0,810,Carl Allen Furnishings,People (Adults) - CHSC,Furniture
Salford City Council,2019-10-02,tqftjelvc,975,0,975,Carl Allen Furnishings,People (Adults) - CHSC,Furniture
Salford City Council,2019-10-02,1600635236,24832.8,4138.8,20694,Carlton Fuels,Place Directorate,Vehcle Ancillar Cost
Salford City Council,2019-10-02,1600634100,740.88,123.48,617.4,Chubb Fire & Security Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2019-10-02,1600634531,4275,712.5,3562.5,Day Architectural Ltd,Capital Expenditure,Works & Building
Salford City Council,2019-10-02,1600634209,2666.71,444.45,2222.26,Electoral Reform Services,Service Reform (Corp Bus & Transform),Print & Photocopying
Salford City Council,2019-10-02,1600635018,1034.04,172.34,861.7,Enterprise Flex E-Rent,Place Directorate,Annual Vehicle Hire
Salford City Council,2019-10-02,601255425,6000,1000,5000,Gatenby Sanderson Limited,Public Health,Chief Officer-Basic
Salford City Council,2019-10-02,1600634076,725269.92,0,725269.92,Gmw Mental Health Nhs FT,Public Health,Payts to Agencies
Salford City Council,2019-10-02,601255414,760,0,760,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-10-02,601255419,1085,0,1085,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-10-02,601255411,1330,0,1330,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-10-02,601255412,1400,0,1400,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-10-02,601255409,1800,0,1800,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-10-02,601255410,2160,0,2160,Hawthorn Hotel,People (Adults) - CHSC,Rents
Salford City Council,2019-10-02,601255085,578,0,578,Liverpool University Hospital Nhs T,Public Health,Payts to Agencies
Salford City Council,2019-10-02,601255378,1332.94,222.16,1110.78,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-10-02,601255379,1494.5,249.08,1245.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-10-02,601255377,1627.7,271.28,1356.42,Network Ventures Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-10-02,1600634945,614.06,102.34,511.72,Northgate Vehicle Hire (Nw) Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2019-10-02,1600635023,752.4,125.4,627,P D J Imports Limited,Place Directorate,Vehicle Maintenance
Salford City Council,2019-10-02,1600634102,846,141,705,Premier Paper Group Ltd,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,2019-10-02,1600634532,2640,440,2200,Proactis Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2019-10-02,1600635095,896.15,149.36,746.79,Proactive Personnel Ltd,Place Directorate,Vehicle Maintenance
Salford City Council,2019-10-02,601253766,1005,167.5,837.5,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-10-02,601253767,1005,167.5,837.5,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2019-10-02,6002891767,521.28,0,521.28,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2019-10-02,6002890621,536.8,0,536.8,Redacted Data,People (Adults) - CHSC,Res Pers Allow-Priv
Salford City Council,2019-10-02,6002890577,538.4,0,538.4,Redacted Data,People (Adults) - CHSC,Res Pers Allow-Priv
Salford City Council,2019-10-02,6002891755,541.16,0,541.16,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2019-10-02,6002891773,542.08,0,542.08,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2019-10-02,6002891752,553.52,0,553.52,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2019-10-02,6002891798,567.48,0,567.48,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2019-10-02,6002891779,567.68,0,567.68,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2019-10-02,6002890610,584.2,0,584.2,Redacted Data,People (Adults) - CHSC,Res Pers Allow-Priv
Salford City Council,2019-10-02,6002890601,585,0,585,Redacted Data,People (Adults) - CHSC,Res Pers Allow-Priv
Salford City Council,2019-10-02,6002891759,588.24,0,588.24,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2019-10-02,6002890586,589.6,0,589.6,Redacted Data,People (Adults) - CHSC,Res Pers Allow-Priv
Salford City Council,2019-10-02,6002890631,604.6,0,604.6,Redacted Data,People (Adults) - CHSC,Res Pers Allow-Priv
Salford City Council,2019-10-02,6002891754,638.64,0,638.64,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2019-10-02,6002891766,660,0,660,Redacted Data,People (Childrens) Service Group,Payt to care clients
Salford City Council,2019-10-02,6002890617,666.8,0,666.8,Redacted Data,People (Adults) - CHSC,Res Pers Allow-Priv
Salford City Council,2019-10-02,6002891799,709.08,0,709.08,Redacted Data,People (Childrens) Service Group,Payt to care clients
