Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2016-05-03,601164028,507.23,0,507.23,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2016-05-03,1600561380,534,89,445,The Training Company,Children's Services,Training expenses
Salford City Council,2016-05-03,601165124,560,0,560,Headway Uk,"Community, Health & Social Care",Day Care
Salford City Council,2016-05-03,1600561235,590.86,98.48,492.38,Dlp Services (Northern) Ltd,"Community, Health & Social Care",Adapts/Alterations
Salford City Council,2016-05-03,601165187,594,99,495,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2016-05-03,601165107,595.66,1.56,594.1,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2016-05-03,1600561458,600,0,600,Chris Dennison Consulting Ltd,Children's Services,Payts to Agencies
Salford City Council,2016-05-03,601165181,600,0,600,Lynton Estates,Sustainable Regeneration,Rents
Salford City Council,2016-05-03,601165123,620.64,0,620.64,Abbotsound Limited,"Community, Health & Social Care",Day Care
Salford City Council,2016-05-03,1600560335,633.6,105.6,528,Hydron Protective Coatings Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2016-05-03,1600560485,676.8,112.8,564,Yeshili Reflective Materials Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2016-05-03,1600561741,678,113,565,Rubax Lifts Ltd,Sustainable Regeneration,UV Lift Maint
Salford City Council,2016-05-03,1600561212,684,114,570,Security Access Systems Ltd,"Community, Health & Social Care",Equipment-special
Salford City Council,2016-05-03,1600561166,717.75,0,717.75,Cross Roads Care,Children's Services,Payts to Agencies
Salford City Council,2016-05-03,1600561179,765.6,127.6,638,Rapid Racking Ltd,Children's Services,Equipment Purchase
Salford City Council,2016-05-03,601164654,888.84,0,888.84,Redacted Data,Children's Services,Children Act-Sect 17
Salford City Council,2016-05-03,601163949,930,0,930,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2016-05-03,601163950,930,0,930,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2016-05-03,601163951,930,0,930,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2016-05-03,601163965,930,0,930,White Lodge Hotel,"Community, Health & Social Care",Rents
