Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2013-09-02,601096611,961.80,160.30,801.50,Airborne Environmental Consultants,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-09-02,1600480841,524.30,0.00,524.30,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2013-09-02,1600479979,530.00,0.00,530.00,Heaven's Scent Aromatherapy,Environment and Community Safety,Leisure Activity
Salford City Council,2013-09-02,1600480007,609.10,101.52,507.58,E And J Kane Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2013-09-02,52334744,630.00,0.00,630.00,Helping Hands,Sustainable Regeneration,Stores Purchases
Salford City Council,2013-09-02,1600479754,660.00,110.00,550.00,Kennedys Turf Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2013-09-02,601095359,664.65,110.75,553.90,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-09-02,1600479986,670.05,111.68,558.37,E And J Kane Ltd,Capital Expenditure,Works & Building
Salford City Council,2013-09-02,52334739,706.26,6.15,700.11,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2013-09-02,1600479913,784.80,130.80,654.00,Door Repair Service  Ltd,Environment and Community Safety,Dev Servs Day to Day
Salford City Council,2013-09-02,601096662,790.00,0.00,790.00,Redacted Data,"Community, Health & Social Care",Residents Savings
Salford City Council,2013-09-02,52334735,954.60,159.10,795.50,Sunlight,Environment and Community Safety,Laundry
Salford City Council,2013-09-02,1600480005,1279.85,213.31,1066.54,E And J Kane Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2013-09-02,52369060,1360.00,0.00,1360.00,Ikea Shop Online Cnp,Children's Services,Travel
Salford City Council,2013-09-02,1600481213,1482.30,0.00,1482.30,Howe Bridge Carpet Warehouse,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-09-02,1600480159,1579.00,0.00,1579.00,St Ambrose Young Families,Children's Services,Other Prof Fees
Salford City Council,2013-09-02,601096623,1820.56,0.00,1820.56,Paragon (Uk) Ltd,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2013-09-02,52334745,1911.54,0.00,1911.54,Birtwistle Butcher,Environment and Community Safety,Provisions
Salford City Council,2013-09-02,1600480521,2123.86,353.98,1769.88,Northern Municipal Spares Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2013-09-02,601096605,2452.80,408.80,2044.00,Airborne Environmental Consultants,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-09-02,601096610,2704.80,450.80,2254.00,Airborne Environmental Consultants,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2013-09-02,1600479809,2970.00,495.00,2475.00,Mangar International Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-09-02,1600479870,3034.00,0.00,3034.00,Langworthy Cornerstone Assoc.,Children's Services,Other Prof Fees
Salford City Council,2013-09-02,1600481425,3700.00,0.00,3700.00,Salford Disability Forum Ltd,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2013-09-02,1600479827,5174.40,862.40,4312.00,Sidhil  Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2013-09-02,1600479896,5440.00,0.00,5440.00,Realtech Limited,Customer and Support Services,Consult/Contractors
Salford City Council,2013-09-02,601096048,6000.00,0.00,6000.00,Langworthy Cornerstone Assoc.,Children's Services,Payts to Agencies
Salford City Council,2013-09-02,601096059,6000.00,0.00,6000.00,The Interlink Foundation,Children's Services,Grants
Salford City Council,2013-09-02,1600479876,6220.80,1036.80,5184.00,Mci Diventi Limited,Customer and Support Services,Telephones & Fax
Salford City Council,2013-09-02,1600479808,6876.82,1146.14,5730.68,Ans Group Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2013-09-02,601096658,6905.00,0.00,6905.00,The Princes Trust,Customer and Support Services,Payts to Vol Orgs
