Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2016-11-01,1600572180,11274.00,1879.00,9395.00,Asbestos Clearance And Disposal,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2016-11-01,601178600,27238.40,0,27238.40,Bnos Yisroel Schools Manchester Ltd,Children's Services,Grants
Salford City Council,2016-11-01,vxxvobhiy,539.63,7.01,532.62,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2016-11-01,pouijdonw,612.03,39.05,572.98,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2016-11-01,gehtyywpw,670.18,53.58,616.6,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2016-11-01,eochdgwmo,725.38,6.15,719.23,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2016-11-01,1600572381,2505,417.5,2087.5,Burgess Security Systems Ltd,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2016-11-01,1600572670,2304,384,1920,C P Davidson & Sons Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2016-11-01,1600572174,870.85,145.14,725.71,Calligraphy Uk Ltd,Environment and Community Safety,Gen Resaleable Items
Salford City Council,2016-11-01,1600572173,880.36,146.73,733.63,Calligraphy Uk Ltd,Environment and Community Safety,Gen Resaleable Items
Salford City Council,2016-11-01,1600572241,594.2,99.04,495.16,Commsec Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2016-11-01,601178605,1566,0,1566,Department Of Work & Pensions,Corporate Business,Liability Insurance
Salford City Council,2016-11-01,1600572760,6274.22,1045.7,5228.52,Dlp Services (Northern) Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,2016-11-01,1600572565,13580.16,2263.36,11316.8,Egbert H Taylor & Co Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2016-11-01,601178580,1227.14,55.28,1171.86,Georgemead Ltd,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2016-11-01,601177806,1458,243,1215,Ingenitech Ltd,Corporate Business,Lease line rentals
Salford City Council,2016-11-01,601177807,11640.23,1940.04,9700.19,Ingenitech Ltd,Corporate Business,Lease line rentals
Salford City Council,2016-11-01,601177805,13927.2,2321.2,11606,Ingenitech Ltd,Corporate Business,Lease line rentals
Salford City Council,2016-11-01,601177804,18205.1,3034.18,15170.92,Ingenitech Ltd,Corporate Business,Lease line rentals
Salford City Council,2016-11-01,601177548,2176.09,0,2176.09,Jacobs,Corporate Business,VAT Adjustment
Salford City Council,2016-11-01,601176950,2010,0,2010,Manchester Metropolitan University,Children's Services,Training expenses
Salford City Council,2016-11-01,1600572262,33794.63,5632.44,28162.19,Mitie Security Ltd,Environment and Community Safety,Contractors
Salford City Council,2016-11-01,1600572261,36353.66,6058.94,30294.72,Mitie Security Ltd,Environment and Community Safety,Contractors
Salford City Council,2016-11-01,1600572404,1007.52,167.92,839.6,North West Local Authorities,Corporate Business,Training of Others
Salford City Council,2016-11-01,601177217,1188,198,990,Quality Teachers,Children's Services,Agency Fees
Salford City Council,2016-11-01,beulodpob,1724.15,0,1724.15,Quayside Bakery,Environment and Community Safety,Provisions
Salford City Council,2016-11-01,601177802,621.6,103.6,518,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2016-11-01,601177214,1260,210,1050,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2016-11-01,6002139445,502.16,0,502.16,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139469,526.04,0,526.04,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139444,541.16,0,541.16,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139438,551.28,0,551.28,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139440,553.52,0,553.52,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139483,567.48,0,567.48,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139863,567.68,0,567.68,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139462,570.16,0,570.16,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139450,579.96,0,579.96,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139479,590,0,590,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,1600572199,600,0,600,Redacted Data,Capital Expenditure,Miscellaneous Exes
Salford City Council,2016-11-01,6002139443,638.64,0,638.64,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139485,674.12,0,674.12,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139442,695.24,0,695.24,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139447,709.6,0,709.6,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139477,727.36,0,727.36,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139480,814.29,0,814.29,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139437,857.2,0,857.2,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139481,1135.36,0,1135.36,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139476,1261.04,0,1261.04,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139478,1276.88,0,1276.88,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,6002139470,1423.12,0,1423.12,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,601178610,1500,0,1500,Redacted Data,Corporate Business,Liability Insurance
Salford City Council,2016-11-01,6002139461,1932.6,0,1932.6,Redacted data,Children's Services,Payt to care clients
Salford City Council,2016-11-01,601178604,4995.15,0,4995.15,Scott Rees & Co,Corporate Business,Liability Insurance
Salford City Council,2016-11-01,601178611,1000,0,1000,Sports &  Leisure Fisheries,Environment and Community Safety,Prizes
Salford City Council,2016-11-01,601178599,26594.4,0,26594.4,Talmud Torah Yetev Lev Ltd-Nursery,Children's Services,Grants
Salford City Council,2016-11-01,601178598,47620.65,0,47620.65,Tashbar Academy Ltd,Children's Services,Grants
Salford City Council,2016-11-01,601177821,1300,0,1300,The Hawthorn Hotel,Children's Services,Vehicle RunningCosts
Salford City Council,2016-11-01,1600572380,12960,2160,10800,Tiger Communications Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2016-11-01,601178602,28518,0,28518,Unicorn Nursery,Children's Services,Payts to Agencies
Salford City Council,2016-11-01,601178581,1113.76,49.66,1064.1,Vincent Smith Pharmacy,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2016-11-01,1600572285,600,100,500,Wakefield Machinery Ltd,Corporate Business,Equipment Hire
Salford City Council,2016-11-01,1600572169,1134.98,189.16,945.82,Whistl Uk Ltd,Corporate Business,Postage
Salford City Council,2016-11-01,1600572176,4557.86,759.64,3798.22,Whistl Uk Ltd,Corporate Business,Postage
