Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2014-01-02,1600491857,2873.82,478.97,2394.85,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-01-02,1600491152,1152.00,192.00,960.00,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-01-02,1600491661,844.26,140.71,703.55,Burnt Tree Group Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-01-02,1600492025,12600.00,2100.00,10500.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-01-02,1600492019,70156.80,11692.80,58464.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-01-02,601105309,1250.47,208.41,1042.06,Virgin Media Business,Customer and Support Services,Broadband services
Salford City Council,2014-01-02,1600490587,1188.00,198.00,990.00,Wainwright Stump Removal,Environment and Community Safety,Contractors
Salford City Council,2014-01-02,1600490581,1740.00,290.00,1450.00,Wainwright Stump Removal,Environment and Community Safety,Contractors
Salford City Council,2014-01-02,1600492094,559.20,93.20,466.00,National Grid,Capital Expenditure,Demolition
Salford City Council,2014-01-02,1600490991,8683.00,0.00,8683.00,Tameside Mbc,Environment and Community Safety,Horticultural/GMaint
Salford City Council,2014-01-02,1600491296,2160.00,0.00,2160.00,Sodexo Ltd,"Community, Health & Social Care",Intergrated Drug Programme
Salford City Council,2014-01-02,601105350,594.54,99.09,495.45,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-01-02,601105357,610.20,101.70,508.50,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-01-02,601105354,812.64,135.44,677.20,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-01-02,601105351,1695.00,0.00,1695.00,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2014-01-02,1600490578,510.00,85.00,425.00,Kensite Services Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-01-02,1600490585,510.00,85.00,425.00,Kensite Services Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-01-02,1600490388,7075.65,0.00,7075.65,Chaigeley Educational Foundation,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-01-02,1600490389,7383.65,0.00,7383.65,Chaigeley Educational Foundation,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-01-02,1600490777,966.00,161.00,805.00,Exclusec Security Solutions Ltd,Office of the Chief Executive,Other Prof Fees
Salford City Council,2014-01-02,1600491199,2949.83,0.00,2949.83,Langworthy Cornerstone Assoc.,Children's Services,Other Prof Fees
Salford City Council,2014-01-02,1600491083,1937.52,322.92,1614.60,Northgate Information Solutions,"Community, Health & Social Care",Other Prof Fees
Salford City Council,2014-01-02,1600491173,819.00,0.00,819.00,Pearson Education,Children's Services,Other Prof Fees
Salford City Council,2014-01-02,601105321,4248.89,0.00,4248.89,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,1600491288,1895.00,0.00,1895.00,Crystal Care Solutions Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,1600490999,3945.00,0.00,3945.00,Crystal Care Solutions Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,1600491290,3945.00,0.00,3945.00,Crystal Care Solutions Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,1600491742,508.30,0.00,508.30,Federation Of Jewish Services,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,601105323,845.50,0.00,845.50,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,1600491760,846.45,0.00,846.45,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,1600491934,846.45,0.00,846.45,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,601105326,874.00,0.00,874.00,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,601105325,851.44,0.00,851.44,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,601105327,2341.46,0.00,2341.46,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,1600491859,2892.00,0.00,2892.00,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,1600491205,3007.20,0.00,3007.20,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,1600491206,3068.70,0.00,3068.70,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,1600491001,3129.00,0.00,3129.00,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,1600491204,3129.00,0.00,3129.00,The National Fostering Agency,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,601105337,4060.00,0.00,4060.00,Youth Justice Board,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,601105341,4239.00,0.00,4239.00,Youth Justice Board,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,601105340,4710.00,0.00,4710.00,Youth Justice Board,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,601105338,4867.00,0.00,4867.00,Youth Justice Board,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,601105339,4890.00,0.00,4890.00,Youth Justice Board,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,601105342,11600.00,0.00,11600.00,Youth Justice Board,Children's Services,Payts to Agencies
Salford City Council,2014-01-02,601105334,1038.16,173.03,865.13,Morgan Hunt Uk Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-01-02,601105328,13860.00,2310.00,11550.00,Urban Vision Partnership Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-01-02,1600491151,9000.00,0.00,9000.00,Tiferes Girls School,Children's Services,Pupil Assistance
Salford City Council,2014-01-02,1600491148,1872.00,312.00,1560.00,Cornerstone Security Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2014-01-02,1600490582,1083.00,180.50,902.50,Network Technologies & Assocs,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2014-01-02,1600491264,2509.00,0.00,2509.00,Alexander Support Services,Sustainable Regeneration,Rents
Salford City Council,2014-01-02,1600490989,800.00,0.00,800.00,Redacted Data,Children's Services,Rents
Salford City Council,2014-01-02,1600492093,27150.61,4525.10,22625.51,Zurich Assurance Ltd,Sustainable Regeneration,Rents
Salford City Council,2014-01-02,1600490579,9023.52,1503.92,7519.60,Mitie Security Ltd,"Community, Health & Social Care",Security/Equipment
Salford City Council,2014-01-02,57001917,727.68,0.00,727.68,Don Ruffles Ltd,Children's Services,Stationery
Salford City Council,2014-01-02,601105308,3419.51,569.92,2849.59,Virgin Media Business,Customer and Support Services,Telephones & Fax
Salford City Council,2014-01-02,1600491283,600.00,100.00,500.00,House Of Grumpy,Children's Services,Training expenses
Salford City Council,2014-01-02,1600491145,5779.20,963.20,4816.00,Team Teach Ltd,Children's Services,Training expenses
Salford City Council,2014-01-02,1600490776,1200.00,200.00,1000.00,The Knowledge Academy Ltd,Customer and Support Services,Training expenses
Salford City Council,2014-01-02,1600490775,5400.00,900.00,4500.00,The Knowledge Academy Ltd,Customer and Support Services,Training expenses
Salford City Council,2014-01-02,1600491824,919.20,153.20,766.00,Concept Oils Ltd,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2014-01-02,1600492054,720.00,120.00,600.00,Defensive Driver Training Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-01-02,1600491922,2609.63,434.94,2174.69,Go Plant Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-01-03,57061019,28222.05,4703.68,23518.37,Hays Personnel,Customer and Support Services,Agency Fees
Salford City Council,2014-01-03,57061004,31300.09,5216.68,26083.41,Hays Personnel,Customer and Support Services,Agency Fees
Salford City Council,2014-01-03,1600491165,1140.00,190.00,950.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-01-03,1600492047,528.00,88.00,440.00,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-01-03,57061018,509.09,84.85,424.24,Bnp Paribas,Customer and Support Services,Central Supplies & Services Allocation
Salford City Council,2014-01-03,1600491944,12000.00,2000.00,10000.00,Computer Futures Solutions,Customer and Support Services,Consult/Contractors
Salford City Council,2014-01-03,1600491719,2009.83,334.97,1674.86,United Utilities Water Plc,Environment and Community Safety,Dev Servs Day to Day
Salford City Council,2014-01-03,1600490694,3960.00,660.00,3300.00,Mangar International Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-01-03,1600491233,5125.20,854.20,4271.00,Morris & Alexander Limited,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-01-03,1600490702,716.47,119.41,597.06,Rehabilitation Manufacturing,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-01-03,1600490780,1860.00,310.00,1550.00,Harvest Healthcare,"Community, Health & Social Care",Equipment-special
Salford City Council,2014-01-03,601103570,2958.91,0.00,2958.91,O2 (Uk)  Limited,Customer and Support Services,Fees & Charges
Salford City Council,2014-01-03,6001467014,883.32,0.00,883.32,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-01-03,6001466880,1541.91,0.00,1541.91,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-01-03,6001466885,1606.78,0.00,1606.78,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-01-03,6001466888,1606.78,0.00,1606.78,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-01-03,6001466918,6020.57,0.00,6020.57,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-01-03,6001466933,12662.28,0.00,12662.28,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-01-03,6001466930,13397.70,0.00,13397.70,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-01-03,6001466906,14806.32,0.00,14806.32,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-01-03,6001466899,16754.52,0.00,16754.52,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-01-03,1600491606,504.79,84.13,420.66,Manchester City Council,Customer and Support Services,Legal Fees
Salford City Council,2014-01-03,601101050,36000.00,6000.00,30000.00,O2 (Uk)  Limited,Customer and Support Services,Mobile Phones
Salford City Council,2014-01-03,601101397,555.00,92.50,462.50,O2 (Uk)  Limited,Capital Expenditure,Mobile Phones
Salford City Council,2014-01-03,601104242,12497.06,2080.35,10416.71,O2 (Uk)  Limited,Capital Expenditure,Mobile Phones
Salford City Council,2014-01-03,601103479,16745.69,2786.04,13959.65,O2 (Uk)  Limited,Capital Expenditure,Mobile Phones
