Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,20001911,43686.53
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,20001916,80552.92
CAB,CABINET OFFICE,2021-06-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO APPLICATIONS & CLOUD STORAGE,AMAZON WEB SERVICES EMEA SARL,20001917,376784.05
CAB,CABINET OFFICE,2021-06-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO APPLICATIONS & CLOUD STORAGE,AMAZON WEB SERVICES EMEA SARL,20001917,75356.41
CAB,CABINET OFFICE,2021-06-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GDS - SINGLE SIGN-ON,DIGIDENTITY BV,20001919,39207.40
CAB,CABINET OFFICE,2021-06-08,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,20001922,39884.45
CAB,CABINET OFFICE,2021-06-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GDS - SINGLE SIGN-ON,DIGIDENTITY,20001927,25170.60
CAB,CABINET OFFICE,2021-06-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO APPLICATIONS & CLOUD STORAGE,AMAZON WEB SERVICES EMEA SARL,20001942,322584.20
CAB,CABINET OFFICE,2021-06-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO APPLICATIONS & CLOUD STORAGE,AMAZON WEB SERVICES EMEA SARL,20001942,64516.59
CAB,CABINET OFFICE,2021-06-01,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - RECRUITMENT ADVERTISING,GRS SERVICE DELIVERY,ODGERS BERNDTSON,1037114770,26274.00
CAB,CABINET OFFICE,2021-06-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037114791,370197.86
CAB,CABINET OFFICE,2021-06-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037114791,99883.50
CAB,CABINET OFFICE,2021-06-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,TRANSITION TASKFORCE (PROGRAMME),MANNING GOTTLIEB OMD,1037114791,63434.24
CAB,CABINET OFFICE,2021-06-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037114791,124468.57
CAB,CABINET OFFICE,2021-06-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037114791,188553.32
CAB,CABINET OFFICE,2021-06-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037114791,119485.93
CAB,CABINET OFFICE,2021-06-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037114791,29150.63
CAB,CABINET OFFICE,2021-06-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MULLEN LOWE LONDON LTD,1037114810,56416.18
CAB,CABINET OFFICE,2021-06-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,23RED LTD,1037114811,272774.24
CAB,CABINET OFFICE,2021-06-01,EXP - PURCHASE OF GOODS/SERVICES - RECORDS AND DATA STORAGE AND ARCHIVING,COVID (PROG),SAMEDAY PLC GUARDIAN SERVICE,1037114815,60241.81
CAB,CABINET OFFICE,2021-06-01,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELECOM RENTALS,PMO ICTS,BRITISH TELECOMMUNICATIONS PLC,1037114859,50386.42
CAB,CABINET OFFICE,2021-06-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MULLEN LOWE LONDON LTD,1037114883,115645.00
CAB,CABINET OFFICE,2021-06-02,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY,COMMERCIAL CONTINUOUS IMPROVEMENT TEAM,PREDERI LTD,1037114886,33000.00
CAB,CABINET OFFICE,2021-06-02,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY,COMMERCIAL CONTINUOUS IMPROVEMENT TEAM,PREDERI LTD,1037114886,41150.00
CAB,CABINET OFFICE,2021-06-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037114903,94324.93
CAB,CABINET OFFICE,2021-06-03,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,1037114962,449995.13
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY,RESHAPING GCS,MOORHOUSE CONSULTING LTD,1037114974,209907.50
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,COVID 19 NR COMMS HUB,YOUGOV PLC,1037114993,42000.00
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,COVID 19 NR COMMS HUB,YOUGOV PLC,1037114993,51800.00
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,IPA PFI CONTRACT REVIEW,LOCAL PARTNERSHIPS LLP,1037115001,105082.00
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY,ECONOMIC AND DOMESTIC,THE BEHAVIOURAL INSIGHTS TEAM,1037115002,79105.25
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,COVID 19 NR COMMS HUB,BRITAIN THINKS,1037115007,25500.00
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,COVID 19 NR COMMS HUB,BRITAIN THINKS,1037115007,27200.00
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,COVID 19 NR COMMS HUB,BRITAIN THINKS,1037115007,35200.00
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037115018,46326.23
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,FACILITIES MANAGEMENT,MITIE FM LTD,1037115028,66799.66
CAB,CABINET OFFICE,2021-06-04,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - NON PRIME UTILITIES,FACILITIES MANAGEMENT,MITIE FM LTD,1037115028,31935.71
CAB,CABINET OFFICE,2021-06-07,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY,BOUNDARY COMMISSION OF ENGLAND,INFORMED SOLUTIONS,1037115092,38550.00
CAB,CABINET OFFICE,2021-06-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GDS - SINGLE SIGN-ON,POST OFFICE LTD,1037115095,541619.60
CAB,CABINET OFFICE,2021-06-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,DIGITAL & TECHNOLOGY APPLICATIONS TEAM,XMA LTD,1037115096,906687.29
CAB,CABINET OFFICE,2021-06-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,DIGITAL & TECHNOLOGY APPLICATIONS TEAM,XMA LTD,1037115096,181337.46
CAB,CABINET OFFICE,2021-06-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPABILITIES AND DEFENCE,DEMOS LTD,1037115107,67905.00
CAB,CABINET OFFICE,2021-06-07,EXP - PURCHASE OF GOODS/SERVICES - GEOSPATIAL DATA SERVICES - CAPITAL,GEOSPATIAL COMMISSION,BLUESKY INTERNATIONAL LTD,1037115124,101755.24
CAB,CABINET OFFICE,2021-06-07,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,FACULTY AND SERVICE DELIVERY,TOPHAM GUERIN LIMITED,1037115140,48587.50
CAB,CABINET OFFICE,2021-06-08,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037115161,44297.00
CAB,CABINET OFFICE,2021-06-08,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,COVID 19 NR COMMS HUB,KANTAR UK LTD,1037115169,184290.00
CAB,CABINET OFFICE,2021-06-08,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MULLEN LOWE LONDON LTD,1037115171,187030.02
CAB,CABINET OFFICE,2021-06-08,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY,COMMERCIAL CONTINUOUS IMPROVEMENT TEAM,PREDERI LTD,1037115172,44050.00
CAB,CABINET OFFICE,2021-06-08,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037115179,93845.97
CAB,CABINET OFFICE,2021-06-08,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037115179,129591.91
CAB,CABINET OFFICE,2021-06-08,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037115179,209852.43
CAB,CABINET OFFICE,2021-06-08,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037115179,393080.31
CAB,CABINET OFFICE,2021-06-08,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037115179,210541.72
CAB,CABINET OFFICE,2021-06-08,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,GDS VULNERABLE PEOPLE SERVICE,METHODS BUSINESS AND DIGITAL TECHNOLOGY LTD,1037115195,45833.33
CAB,CABINET OFFICE,2021-06-08,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - RECRUITMENT ADVERTISING,GRS SERVICE DELIVERY,RUSSELL REYNOLDS ASSOCIATES LTD,1037115197,26250.00
CAB,CABINET OFFICE,2021-06-08,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,CDIO APPLICATIONS & CLOUD STORAGE,TRUSTMARQUE SOLUTIONS LTD,1037115205,148938.00
CAB,CABINET OFFICE,2021-06-08,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,GDS VULNERABLE PEOPLE SERVICE,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1037115208,39292.84
CAB,CABINET OFFICE,2021-06-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,DIGITAL & TECHNOLOGY APPLICATIONS TEAM,CLOUD TECHNOLOGY SOLUTIONS,1037115212,25355.00
CAB,CABINET OFFICE,2021-06-09,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,FAST STREAM LEARNING & DEVELOPMENT,KPMG,1037115213,78260.00
CAB,CABINET OFFICE,2021-06-09,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,FAST STREAM LEARNING & DEVELOPMENT,KPMG,1037115213,78260.00
CAB,CABINET OFFICE,2021-06-09,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,FAST STREAM LEARNING & DEVELOPMENT,KPMG,1037115213,78260.00
CAB,CABINET OFFICE,2021-06-09,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,FACULTY AND SERVICE DELIVERY,KPMG,1037115213,78260.00
