Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
CAB,CABINET OFFICE,2021-03-19,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,GCS INTERNATIONAL,3SG OMD,20001812,46614.02
CAB,CABINET OFFICE,2021-03-25,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,GCS INTERNATIONAL,3SG OMD,20001822,65325.83
CAB,CABINET OFFICE,2021-03-08,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELECOM RENTALS,PMO ICTS,4 NET,1037109564,34071.49
CAB,CABINET OFFICE,2021-03-31,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELECOM RENTALS,PMO ICTS,4 NET,1037111407,81907.36
CAB,CABINET OFFICE,2021-03-08,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,23RED LTD,1037109533,119999.98
CAB,CABINET OFFICE,2021-03-08,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,23RED LTD,1037109533,117930.49
CAB,CABINET OFFICE,2021-03-08,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,23RED LTD,1037109533,100232.40
CAB,CABINET OFFICE,2021-03-08,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,23RED LTD,1037109533,87047.14
CAB,CABINET OFFICE,2021-03-19,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID 19 NR COMMS HUB,23RED LTD,1037110512,106050.00
CAB,CABINET OFFICE,2021-03-31,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,TRANSITION TASKFORCE (PROGRAMME),23RED LTD,1037111482,57592.73
CAB,CABINET OFFICE,2021-03-01,Exp - Purchase Of Goods/Services - Consultancy,FEDG EU EXIT,ACCENTURE UK LTD,1037109025,115375
CAB,CABINET OFFICE,2021-03-11,Exp - Purchase Of Goods/Services - Consultancy,FEDG COVID-19,ACCENTURE UK LTD,1037109833,88126.00
CAB,CABINET OFFICE,2021-03-11,Exp - Purchase Of Goods/Services - Consultancy,FEDG EU EXIT,ACCENTURE UK LTD,1037109833,121287.5
CAB,CABINET OFFICE,2021-03-23,Exp - Purchase Of Goods/Services - Consultancy,FEDG COVID-19,ACCENTURE UK LTD,1037110786,76440.00
CAB,CABINET OFFICE,2021-03-31,Exp - Purchase Of Goods/Services - Consultancy,FEDG COVID-19,ACCENTURE UK LTD,1037111478,254583.33
CAB,CABINET OFFICE,2021-03-09,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - CHILD CARE,CO HR PAY & REWARD TEAM,ACCOR TA EDENRED,10004885,29468.47
