Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
CAB,CABINET OFFICE,2022-01-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GAAP,AIVEN LTD,20002124,32606.94
CAB,CABINET OFFICE,2022-01-21,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GAAP,AIVEN LTD,20002139,30428.89
CAB,CABINET OFFICE,2022-01-21,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DI - VERIFY,DIGIDENTITY BV,20002140,32105.1
CAB,CABINET OFFICE,2022-01-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DI - VERIFY,DIGIDENTITY BV,20002142,184453.9
CAB,CABINET OFFICE,2022-01-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,OGP - DATA & ANALYSIS,CORPORATE DOCUMENT SERVICES LTD,1037128942,29029.67
CAB,CABINET OFFICE,2022-01-04,EXP - PURCHASE OF GOODS/SERVICES - TRAVEL BOOKING,Project GBNI,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1037128951,1179377.83
CAB,CABINET OFFICE,2022-01-04,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - GSCU: NATIONAL LEADERSHIP CENTRE (PROG),KORN FERRY UK LIMITED,1037128959,61655
CAB,CABINET OFFICE,2022-01-04,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,IPA STRATEGY PERFORMANCE AND ASSURANCE,ERNST & YOUNG LLP,1037128960,25000
CAB,CABINET OFFICE,2022-01-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,NR COMMS HUB,YOUGOV PLC,1037128974,35300
CAB,CABINET OFFICE,2022-01-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,DISABILITY UNIT (PROG),BRITAIN THINKS,1037128999,32196
CAB,CABINET OFFICE,2022-01-06,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,OGP - CHIEF OPERATING OFFICER,DELOITTE LLP,1037129007,29250
CAB,CABINET OFFICE,2022-01-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,TECHNOLOGY AND OPERATIONS,ZENDESK,1037129008,33575
CAB,CABINET OFFICE,2022-01-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,TECHNOLOGY AND OPERATIONS,ZENDESK,1037129008,33575
CAB,CABINET OFFICE,2022-01-06,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,DELIVERY PARTNERS,GLASGOW CITY COUNCIL,1037129010,371194.66
CAB,CABINET OFFICE,2022-01-06,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037129045,309087.5
CAB,CABINET OFFICE,2022-01-06,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,10 SOUTH COLONNADE,GOVERNMENT PROPERTY AGENCY-2WM,1037129045,711668.22
CAB,CABINET OFFICE,2022-01-06,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,10 SOUTH COLONNADE,GOVERNMENT PROPERTY AGENCY-2WM,1037129045,28270.2
CAB,CABINET OFFICE,2022-01-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,NR COMMS HUB,SOLUTIONS RESEARCH LTD,1037129050,28150
CAB,CABINET OFFICE,2022-01-06,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,VERIFILE LTD,1037129057,44078
CAB,CABINET OFFICE,2022-01-06,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,GRS THIRD PARTY PROVISION,VERIFILE LTD,1037129057,46187
CAB,CABINET OFFICE,2022-01-06,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MULLEN LOWE LONDON LTD,1037129064,36440.8
CAB,CABINET OFFICE,2022-01-06,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - RECRUITMENT ADVERTISING,GBS - DIGITAL RECRUITMENT PLATFORMS,DISCLOSURE & BARRING SERVICE,1037129068,40342
CAB,CABINET OFFICE,2022-01-07,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT - MANAGEMENT CONFERENCES,GCS INTERNATIONAL,CALDER WORLD OF TRAVEL,1037129097,31384.35
CAB,CABINET OFFICE,2022-01-07,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT - MANAGEMENT CONFERENCES,GSG SECURITY FUNCTION,CALDER WORLD OF TRAVEL,1037129097,41742
