Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
CAB,CABINET OFFICE,2020-07-02,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,COVID (PROG),OLYMPUS KEYMED,10004656,476244.43
CAB,CABINET OFFICE,2020-07-02,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,COVID (PROG),OLYMPUS KEYMED,10004656,2381222.16
CAB,CABINET OFFICE,2020-07-16,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - CHILD CARE,CO HR PAY & REWARD TEAM,ACCOR TA EDENRED,10004667,34176.77
CAB,CABINET OFFICE,2020-07-16,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,COVID (PROG),SWAGELOK,10004668,677381.38
CAB,CABINET OFFICE,2020-07-16,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,COVID (PROG),SWAGELOK,10004668,135476.28
CAB,CABINET OFFICE,2020-07-23,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,COVID (PROG),OLYMPUS KEYMED,10004669,441625.26
CAB,CABINET OFFICE,2020-07-23,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,COVID (PROG),OLYMPUS KEYMED,10004669,2208126.32
CAB,CABINET OFFICE,2020-07-31,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,BRITISH IRISH COUNCIL (PROG),BRITISH-IRISH COUNCIL,10004683,30000.00
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,DIGITAL & TECHNOLOGY DELIVERY TEAM,APPRILIS,1037093653,69583.50
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093672,41197.51
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093672,158802.49
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093672,57071.63
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,TRANSITION TASKFORCE (PROGRAMME),MANNING GOTTLIEB OMD,1037093672,479023.89
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093672,107458.09
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093672,89491.84
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093672,1981667.78
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093672,343007.47
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093672,268236.33
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093672,526820.60
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093672,36537.76
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093672,46013.83
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,PROSPERITY FUND,WYG,1037093688,529024.54
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELECOM RENTALS,PMO ICTS,BRITISH TELECOMMUNICATIONS PLC,1037093712,58488.41
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,COVID-19,YOUGOV PLC,1037093736,80400.00
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - CLINICAL & MEDICAL,COVID (PROG),TEXTILE ENTERPRISES LTD,1037093737,28119.20
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - MONITORING SERVICES,CSG PEOPLE SURVEY,QUALTRICS LLC,1037093739,101910.19
CAB,CABINET OFFICE,2020-07-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MULLEN LOWE LONDON LTD,1037093746,262221.77
CAB,CABINET OFFICE,2020-07-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ERTP IER LIVE SERVICE,KAINOS SOFTWARE LTD,1037093760,25666.08
CAB,CABINET OFFICE,2020-07-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,GDS Digital Identity Unit,MICRO LOGIC,1037093766,31500.00
CAB,CABINET OFFICE,2020-07-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,GOV COMMS EU EXIT PROG,JIGSAW RESEARCH LTD,1037093775,31500.00
CAB,CABINET OFFICE,2020-07-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093793,1066468.00
CAB,CABINET OFFICE,2020-07-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MANNING GOTTLIEB OMD,1037093793,96697.33
CAB,CABINET OFFICE,2020-07-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DIGITAL & TECHNOLOGY APPLICATIONS TEAM,XANSIUM CONSULTING LTD,1037093798,316825.00
CAB,CABINET OFFICE,2020-07-02,Exp - Purchase Of Goods/Services - Consultancy,GSS STRATEGY,COVOXA LTD,1037093799,160203.13
CAB,CABINET OFFICE,2020-07-02,Exp - Purchase Of Goods/Services - Consultancy,GSS STRATEGY,COVOXA LTD,1037093799,32040.63
CAB,CABINET OFFICE,2020-07-02,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - IT,FAST STREAM RECRUITMENT,VALTECH LTD,1037093814,35550.00
CAB,CABINET OFFICE,2020-07-02,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,GLOBAL DIGITAL MARKETPLACE,PA CONSULTING GROUP,1037093825,28710.00
CAB,CABINET OFFICE,2020-07-03,IA - INFORMATION TECHNOLOGY - COST - ADDITIONS - SOFTWARE ADDITIONS,MARKET AND SUPPLIERS,CONTINGENT & FUTURE TECHNOLOGIES LTD,1037093860,100000.00
CAB,CABINET OFFICE,2020-07-03,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19,MULLEN LOWE LONDON LTD,1037093861,136242.94
