Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
CAB,CABINET OFFICE,2021-02-10,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - CHILD CARE,CO HR PAY & REWARD TEAM,EDENRED,10004860,29847.33
CAB,CABINET OFFICE,2021-02-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GAAP,STRIPE PAYMENTS UK LIMITED,10004865,45878.59
CAB,CABINET OFFICE,2021-02-24,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,GCF - Functional Activities,IN ANY EVENT UK SOLUTIONS LTD,10004866,38888.50
CAB,CABINET OFFICE,2021-02-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,GCS INTERNATIONAL,3SG OMD,20001747,85294.30
CAB,CABINET OFFICE,2021-02-10,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,COP26 CENTRAL COSTS,ROCKEFELLER PHILANTHROPY ADVISORS,20001758,400000.00
CAB,CABINET OFFICE,2021-02-15,CL - AMOUNTS DUE TO THE CONSOLIDATED FUND - RECEIVABLE,CENTRAL OVERHEADS,H M TREASURY,30000403,4000000.00
CAB,CABINET OFFICE,2021-02-15,CL - AMOUNTS DUE TO THE CONSOLIDATED FUND - RECEIVABLE,PROGRAMME CFER,H M TREASURY,30000403,25000000.00
CAB,CABINET OFFICE,2021-02-01,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - IT,VOLUME RECRUITMENT,SQUIZ UK LTD,1037107200,82433.25
CAB,CABINET OFFICE,2021-02-01,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,FEDG Central Team,MINISTRY OF JUSTICE,1037107212,58600.00
CAB,CABINET OFFICE,2021-02-01,PPE - POA & AUC (OWNED) - COST - ADDITIONS - BUILDINGS,DOWNING STREET/ 70 WHITEHALL ESTATE MODERNISATION PROGRAMME,MITIE FM LTD,1037107217,455115.74
CAB,CABINET OFFICE,2021-02-01,PPE - POA & AUC (OWNED) - COST - ADDITIONS - BUILDINGS,DOWNING STREET/ 70 WHITEHALL ESTATE MODERNISATION PROGRAMME,MITIE FM LTD,1037107217,91023.15
CAB,CABINET OFFICE,2021-02-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,GEOSPATIAL COMMISSION,ECONOMICS FOR THE ENVIRONMENT CONSULTANCY LTD,1037107255,36059.00
CAB,CABINET OFFICE,2021-02-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,RESILIENCE DIRECT,CORPORATE DOCUMENT SERVICES LTD,1037107256,33685.79
CAB,CABINET OFFICE,2021-02-01,EXP - PURCHASE OF GOODS/SERVICES - TRAVEL BOOKING,EUROPE TEAM,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,1037107257,79475.19
CAB,CABINET OFFICE,2021-02-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INSIGNIA OVERHEAD COSTS,MEDALS & INSIGNIA (PROG),CENTRAL CHANCERY OF THE ORDERS OF KNIGHTHOOD,1037107268,81076.00
CAB,CABINET OFFICE,2021-02-02,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED,HR CAPABILITY & TALENT,CAPITA BUSINESS SERVICES LTD,1037107279,26145.80
CAB,CABINET OFFICE,2021-02-02,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,FACILITIES MANAGEMENT,MITIE FM LTD,1037107285,60817.16
CAB,CABINET OFFICE,2021-02-02,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - NON PRIME UTILITIES,FACILITIES MANAGEMENT,MITIE FM LTD,1037107285,29890.88
CAB,CABINET OFFICE,2021-02-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,1037107309,54964.01
CAB,CABINET OFFICE,2021-02-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO DIGITAL DELIVERY TEAM,APPRILIS,1037107320,132575.00
CAB,CABINET OFFICE,2021-02-02,Exp - Purchase Of Goods/Services - Consultancy,Capability - Enabling,BARINGA PARTNERS LLP,1037107321,25970.00
CAB,CABINET OFFICE,2021-02-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,WAVEMAKER LTD,1037107338,44324.54
CAB,CABINET OFFICE,2021-02-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,WAVEMAKER LTD,1037107338,49721.13
