Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
CAB,CABINET OFFICE,2021-12-16,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DI - VERIFY,DIGIDENTITY BV,20002101,41602.8
CAB,CABINET OFFICE,2021-12-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DI - VERIFY,DIGIDENTITY BV,20002104,234145.4
CAB,CABINET OFFICE,2021-12-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GAAP,AVIEN LTD,20002108,27140.85
CAB,CABINET OFFICE,2021-12-31,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,CDDO SECURING GOVERNMENT SERVICES,WHOISXML API INC,20002114,69303.49
CAB,CABINET OFFICE,2021-12-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,ELECTIONS DIVISION PROGRAMME,SOFTWIRE TECHNOLOGY LTD,1037126639,32725
CAB,CABINET OFFICE,2021-12-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037126697,25434.08
CAB,CABINET OFFICE,2021-12-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037126697,38493.72
CAB,CABINET OFFICE,2021-12-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037126697,38650.19
CAB,CABINET OFFICE,2021-12-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037126697,56264.8
CAB,CABINET OFFICE,2021-12-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - MONITORING SERVICES,AID PEOPLE SURVEY,QUALTRICS LLC,1037126710,25679.62
CAB,CABINET OFFICE,2021-12-01,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - SENIOR LEADERS SCHEME,CAPITA BUSINESS SERVICES LTD TA KNOWLEDGEPOOL,1037126718,84154.68
CAB,CABINET OFFICE,2021-12-01,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,CSHR - ODDC,CAPITA BUSINESS SERVICES LTD TA KNOWLEDGEPOOL,1037126718,44965.17
CAB,CABINET OFFICE,2021-12-01,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,CENTRAL LEGAL COSTS,GOVERNMENT LEGAL DEPARTMENT,1037126719,233500
CAB,CABINET OFFICE,2021-12-01,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,CENTRAL LEGAL COSTS,GOVERNMENT LEGAL DEPARTMENT,1037126719,949500
CAB,CABINET OFFICE,2021-12-02,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,CABINET OFFICE REGIONAL OFFICES,GOVERNMENT PROPERTY AGENCY-2WM,1037126749,115964.94
CAB,CABINET OFFICE,2021-12-02,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037126749,51461.16
CAB,CABINET OFFICE,2021-12-02,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037126749,36572.56
CAB,CABINET OFFICE,2021-12-02,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037126749,76505.87
CAB,CABINET OFFICE,2021-12-02,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037126749,213123.64
CAB,CABINET OFFICE,2021-12-02,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,70 WHITEHALL,GOVERNMENT PROPERTY AGENCY-2WM,1037126749,369084.83
CAB,CABINET OFFICE,2021-12-02,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,70 WHITEHALL,GOVERNMENT PROPERTY AGENCY-2WM,1037126749,370077
CAB,CABINET OFFICE,2021-12-02,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,ESTATES MANAGEMENT COSTS,GOVERNMENT PROPERTY AGENCY-2WM,1037126749,218573.43
