Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
CAB,CABINET OFFICE,2021-08-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GAAP,AIVEN CLOUD DATABASE SERVICES,20001971,25779.79
CAB,CABINET OFFICE,2021-08-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GDS - SINGLE SIGN-ON,DIGIDENTITY BV,20001972,225965.60
CAB,CABINET OFFICE,2021-08-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GAAP,AIVEN LTD,20001976,27090.38
CAB,CABINET OFFICE,2021-08-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO APPLICATIONS & CLOUD STORAGE,AMAZON WEB SERVICES EMEA SARL,20001978,66036.79
CAB,CABINET OFFICE,2021-08-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO APPLICATIONS & CLOUD STORAGE,AMAZON WEB SERVICES EMEA SARL,20001978,330183.87
CAB,CABINET OFFICE,2021-08-23,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GDS - SINGLE SIGN-ON,DIGIDENTITY BV,20001987,243410.70
CAB,CABINET OFFICE,2021-08-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,CDIO DATA,"TABLEAU INTERNATIONAL, U.C.",20001989,158839.21
CAB,CABINET OFFICE,2021-08-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GDS - SINGLE SIGN-ON,DIGIDENTITY BV,20001990,47659.90
CAB,CABINET OFFICE,2021-08-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO APPLICATIONS & CLOUD STORAGE,AMAZON WEB SERVICES EMEA SARL,20001991,28581.62
CAB,CABINET OFFICE,2021-08-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO APPLICATIONS & CLOUD STORAGE,AMAZON WEB SERVICES EMEA SARL,20001992,559522.29
