Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
CAB,CABINET OFFICE,2021-11-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,COP26 CENTRAL COSTS,MCI UK LTD,10004943,455903.5
CAB,CABINET OFFICE,2021-11-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,COP26 CENTRAL COSTS,MCI UK LTD,10004943,3647227.99
CAB,CABINET OFFICE,2021-11-18,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - CHILD CARE,CO HR PAY & REWARD TEAM,ACCOR TA EDENRED,10004944,26241.45
CAB,CABINET OFFICE,2021-11-26,CL - OTHER PAYABLES - MOGS CREDITOR,BPDG - FUTURE BORDERS,HMRC,10004945,11342526.54
CAB,CABINET OFFICE,2021-11-02,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,NEGOTIATIONS AND AMBITION,WOMEN'S ENVIRONMENT & DEVELOPMENT ORGANIZATION,20002068,70000
CAB,CABINET OFFICE,2021-11-10,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GAAP,AIVEN LTD,20002075,28642.2
CAB,CABINET OFFICE,2021-11-11,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,JIO ADMIN,FLYOVERWORKS INC. DBA CULTIVATE LABS,20002077,75783.27
CAB,CABINET OFFICE,2021-11-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DI - VERIFY,DIGIDENTITY,20002087,215889.5
CAB,CABINET OFFICE,2021-11-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DI - VERIFY,DIGIDENTITY,20002088,51636.6
CAB,CABINET OFFICE,2021-11-25,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,GSG - UKSV ASSURANCE,FILETRAIL,20002090,38157
CAB,CABINET OFFICE,2021-11-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INSIGNIA OVERHEAD COSTS,MEDALS & INSIGNIA (PROG),CENTRAL CHANCERY OF THE ORDERS OF KNIGHTHOOD,1037124107,81076
CAB,CABINET OFFICE,2021-11-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES - LEGAL ADVICE FROM GOVT LEGAL DEPT,CSHR - PAY AND REWARDS,GOVERNMENT LEGAL DEPARTMENT,1037124123,46500
CAB,CABINET OFFICE,2021-11-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GDS - GOV UK CORE,LOGIT,1037124151,268600.41
CAB,CABINET OFFICE,2021-11-01,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - WELFARE SERVICES,COHR GENERAL TEAM EXPENDITURE,MINISTRY OF JUSTICE,1037124162,52711
CAB,CABINET OFFICE,2021-11-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DI - VERIFY,POST OFFICE LTD,1037124164,426955.8
CAB,CABINET OFFICE,2021-11-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DI - VERIFY,POST OFFICE LTD,1037124164,452409
CAB,CABINET OFFICE,2021-11-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,DI - SINGLE SIGN-ON,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1037124173,108243.5
CAB,CABINET OFFICE,2021-11-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,DI - SINGLE SIGN-ON,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1037124173,151422
CAB,CABINET OFFICE,2021-11-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,DI - SINGLE SIGN-ON,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1037124173,164556
CAB,CABINET OFFICE,2021-11-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,DI - SINGLE SIGN-ON,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1037124173,30284.4
CAB,CABINET OFFICE,2021-11-01,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,DI - SINGLE SIGN-ON,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,1037124173,32911.2
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,FACILITIES MANAGEMENT,MITIE FM LTD,1037124216,68604.42
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - NON PRIME UTILITIES,FACILITIES MANAGEMENT,MITIE FM LTD,1037124216,29890.88
CAB,CABINET OFFICE,2021-11-02,PPE - POA & AUC (OWNED) - COST - ADDITIONS - BUILDINGS,DOWNING STREET MODERNISATION PROGRAMME,MITIE FM LTD,1037124216,63263.21
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037124225,136200.86
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037124225,60683.09
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037124225,61124.63
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037124225,75000
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037124225,60000
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037124225,40169.27
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037124225,124998.04
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037124225,66295.32
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037124225,40000
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037124225,65000
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037124225,75000
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037124225,100000
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELECOM RENTALS,PMO ICTS,BRITISH TELECOMMUNICATIONS PLC,1037124244,37271.2
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - PCSPS PENSIONS (ADMIN),GOVERNMENT LEGAL DEPARTMENT,1037124251,42750
CAB,CABINET OFFICE,2021-11-02,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELECOM RENTALS,PMO ICTS,4 NET,1037124271,34071.49
