Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
CAB,CABINET OFFICE,2021-09-03,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,20002012,45051.65
CAB,CABINET OFFICE,2021-09-10,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,20002017,83767.95
CAB,CABINET OFFICE,2021-09-10,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,MANNING GOTTLIEB OMD,20002018,30562.39
CAB,CABINET OFFICE,2021-09-16,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GAAP,AVIEN LTD,20002027,27432
CAB,CABINET OFFICE,2021-09-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DI - VERIFY,DIGIDENTITY BV,20002034,46513.8
CAB,CABINET OFFICE,2021-09-27,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO APPLICATIONS & CLOUD STORAGE,AMAZON WEB SERVICES EMEA SARL,20002039,527721.56
CAB,CABINET OFFICE,2021-09-01,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,FACILITIES MANAGEMENT,MITIE FM LTD,1037120022,66732.27
CAB,CABINET OFFICE,2021-09-01,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - NON PRIME UTILITIES,FACILITIES MANAGEMENT,MITIE FM LTD,1037120022,29890.88
CAB,CABINET OFFICE,2021-09-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INSIGNIA OVERHEAD COSTS,MEDALS & INSIGNIA (PROG),CENTRAL CHANCERY OF THE ORDERS OF KNIGHTHOOD,1037120028,81076
CAB,CABINET OFFICE,2021-09-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,BUILD BACK GREENER (PROG),M&C SAATCHI UK LTD,1037120033,44117.61
CAB,CABINET OFFICE,2021-09-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CDIO DIGITAL DELIVERY TEAM,XANSIUM CONSULTING LTD,1037120038,96632.5
CAB,CABINET OFFICE,2021-09-01,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,Capability - Learning & Development,KORN FERRY UK LIMITED,1037120047,139631.18
CAB,CABINET OFFICE,2021-09-01,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,TRANSITION TASKFORCE (PROGRAMME),KORN FERRY UK LIMITED,1037120047,27926.24
