Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
CAB,CABINET OFFICE,2022-02-09,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - SPECIAL PAYMENTS TO STAFF/CONTRACTORS,CENTRAL LEGAL COSTS,GOVERNMENT LEGAL DEPARTMENT,10004949,60000
CAB,CABINET OFFICE,2022-02-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DI - VERIFY,DIGIDENTITY BV,20002145,302655.7
CAB,CABINET OFFICE,2022-02-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GAAP,AIVEN LTD,20002146,33651.78
CAB,CABINET OFFICE,2022-02-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DI - VERIFY,DIGIDENTITY BV,20002147,55091.1
CAB,CABINET OFFICE,2022-02-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037130599,74737.62
CAB,CABINET OFFICE,2022-02-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037130599,49361.07
CAB,CABINET OFFICE,2022-02-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037130599,146694.83
CAB,CABINET OFFICE,2022-02-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037130599,150000
CAB,CABINET OFFICE,2022-02-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037130599,595960.72
CAB,CABINET OFFICE,2022-02-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037130599,28063.86
CAB,CABINET OFFICE,2022-02-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037130599,35000
CAB,CABINET OFFICE,2022-02-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037130599,40000
CAB,CABINET OFFICE,2022-02-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037130599,26472.89
CAB,CABINET OFFICE,2022-02-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037130599,408886.87
CAB,CABINET OFFICE,2022-02-01,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - PENSIONS PAYROLL CONTRACTOR (FIXED FEE),GBS - RM PENSIONS (ADMIN),CAPITA PENSION SOLUTIONS LTD,1037130636,345723.43
CAB,CABINET OFFICE,2022-02-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER,CSHR: EXPERT SERVICE CORE SUBSCRIPTION,HMRC,1037130647,2566119
