Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
CAB,CABINET OFFICE,2022-03-30,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - MONITORING SERVICES,G7 2021 SECURITY,HOME OFFICE,1037135309,18749129.00
CAB,CABINET OFFICE,2022-03-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS - MEETING ROOM HIRE,COP26 CENTRAL COSTS,MCI UK LTD,1037134356,7262973.44
CAB,CABINET OFFICE,2022-03-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ROSA SERVICE,COMPUTACENTER UK LTD,1037133475,4879997.00
CAB,CABINET OFFICE,2022-03-15,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - DATA COMMUNICATIONS,GAAP NOTIFY,FIRETEXT COMMUNICATIONS LTD,1037133621,2492925.41
CAB,CABINET OFFICE,2022-03-18,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - DATA COMMUNICATIONS,GAAP NOTIFY,MMG MOBILE MARKETING GROUP,1037134065,2192842.87
CAB,CABINET OFFICE,2022-03-01,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,NR COMMS HUB,MANNING GOTTLIEB OMD,1037132466,2104140.17
CAB,CABINET OFFICE,2022-03-24,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ROSA SERVICE,AMIOSEC LTD,1037134633,2070500.00
CAB,CABINET OFFICE,2022-03-10,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GSG S&P PROG ALLOCATION,LOCAL GOVERNMENT ASSOCIATION,1037133240,1870000.00
CAB,CABINET OFFICE,2022-03-28,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,CCS READINESS & RESPONSE - PROG,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,2037000651,1436088.30
CAB,CABINET OFFICE,2022-03-28,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,BEYOND BOUNDARIES,KPMG,1037134903,1371222.00
CAB,CABINET OFFICE,2022-03-29,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GSG S&P PROG ALLOCATION,LOCAL GOVERNMENT ASSOCIATION,1037135132,1000000.00
CAB,CABINET OFFICE,2022-03-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ROSA SERVICE,GARRISON TECHNOLOGY LTD,1037133986,915100.00
CAB,CABINET OFFICE,2022-03-28,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,BPDG - CONTINGENCY,PALANTIR TECHNOLOGIES UK LTD,1037134893,781250.00
