Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number,Amount
CAB,CABINET OFFICE,2021-01-11,EXP - PURCHASE OF GOODS/SERVICES - PERSONNEL RELATED - CHILD CARE,CO HR PAY & REWARD TEAM,ACCOR TA EDENRED,10004831,29992.73
CAB,CABINET OFFICE,2021-01-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,GAAP,AIVEN LTD,20001730,25084.49
CAB,CABINET OFFICE,2021-01-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - INSIGNIA OVERHEAD COSTS,MEDALS & INSIGNIA (PROG),CENTRAL CHANCERY OF THE ORDERS OF KNIGHTHOOD,1037105446,81076.00
CAB,CABINET OFFICE,2021-01-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,COVID-19 NR COMMS HUB,DEPARTMENT OF HEALTH & SOCIAL CARE,1037105449,60000.00
CAB,CABINET OFFICE,2021-01-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - RESEARCH AND DEVELOPMENT,COVID-19 NR COMMS HUB,DEPARTMENT OF HEALTH & SOCIAL CARE,1037105449,28500.00
CAB,CABINET OFFICE,2021-01-04,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19 NR COMMS HUB,M&C SAATCHI UK LTD,1037105478,30000.00
CAB,CABINET OFFICE,2021-01-04,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,GOV COMMS EU EXIT PROG,WAVEMAKER LTD,1037105487,41849.00
CAB,CABINET OFFICE,2021-01-04,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037105490,57505.66
CAB,CABINET OFFICE,2021-01-04,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037105490,46793.64
CAB,CABINET OFFICE,2021-01-04,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - ADVERTISING,COVID-19 NR COMMS HUB,MANNING GOTTLIEB OMD,1037105490,49710.08
