Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOV,Rates - Central Listed,1005\1900202628,2018-04-04,39440000.00,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901658292,2018-04-12,34991881.70,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,Bus Contract Payments,1006\1900040572,2018-04-13,15332828.83,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900040560,2018-04-13,14415719.37,
RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,Franchise/Concession Fixed Fee,1020\5109306841,2018-04-25,12525364.74,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV LTD,Bus Contract Payments,1006\1900040568,2018-04-13,10604726.01,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5109298764,2018-04-25,9753378.46,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900040567,2018-04-13,9519417.23,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900040570,2018-04-13,9369237.85,
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,Franchise/Concession Fixed Fee,1020\5109304275,2018-04-25,8391592.80,
LONDON UNDERGROUND LTD,FERROVIAL LAING O ROURKE JV,Civil Engineering Construction Works,1005\5109298641,2018-04-25,8003420.99,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900040565,2018-04-13,7982243.08,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900040574,2018-04-13,6462340.89,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,Bus Contract Payments,1006\1900040561,2018-04-13,6398429.38,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900040558,2018-04-13,6145114.88,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Franchise/Concession Fixed Fee,1012\5109302389,2018-04-23,5895189.06,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900040576,2018-04-13,5490195.34,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901658293,2018-04-12,5238037.43,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5109298210,2018-04-25,5169228.91,
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,Bus Contract Payments,1006\1900040573,2018-04-13,5120168.19,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109285333,2018-04-11,5050401.25,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,Bus Contract Payments,1006\1900040639,2018-04-27,4971701.76,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900040627,2018-04-27,4674091.79,
DOCKLANDS LIGHT RAILWAY,CGL RAIL,Franchise/Concession Fixed Fee,1012\5109301974,2018-04-18,4105580.00,
LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOV,Rates - Central Listed,1005\1900202629,2018-04-23,3944000.00,
TRANSPORT TRADING LTD,EARLS COURT PARTNERSHIP LIMITED,Purchase of Associates Loan Notes (Activity),1004\1901654349,2018-04-03,3935690.00,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5109298767,2018-04-27,3879712.62,
LONDON UNDERGROUND LTD,BANHAM SECURITY HOLDINGS LIMITED,Purchase of Land & Buildings,1005\1900202640,2018-04-05,3679466.00,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109285342,2018-04-18,3630769.00,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV LTD,Bus Contract Payments,1006\1900040635,2018-04-27,3484685.80,
LUL NOMINEE SSL LIMITED,BALFOUR BEATTY RAIL LTD,Civil Engineering Construction Works,1031\5109306792,2018-04-25,3282859.33,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900040634,2018-04-27,3271089.13,
TUBE LINES LTD,ALSTOM NL SERVICE PROVISION LTD,Northern Line P.F.I. Service Delivery (Maintenance),788300,2018-04-27,3128831.95,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900040571,2018-04-13,3104973.43,
TUBE LINES LTD,AMEY LUL 2 LIMITED,Ops Incent Mgt/Abate Fee,789284,2018-04-17,3100000.00,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900040637,2018-04-27,3041195.96,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900040562,2018-04-13,3036147.86,
LONDON UNDERGROUND LTD,EVERSHEDS,Purchase of Land & Buildings,1005\1900202641,2018-04-05,2995193.77,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5109297688,2018-04-11,2944181.20,
LONDON BUS SERVICES LTD,TRAVEL LONDON (WEST) LTD,Bus Contract Payments,1006\1900040559,2018-04-13,2702274.65,
LUL NOMINEE SSL LIMITED,BALFOUR BEATTY RAIL LTD,Civil Engineering Construction Works,1031\5109287329,2018-04-03,2625336.43,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900040632,2018-04-27,2621064.37,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109285337,2018-04-11,2528846.57,
TFL CORPORATE,FUJITSU SERVICES LTD,Computer Hardware,1001\5109273117,2018-04-03,2454827.10,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900040569,2018-04-13,2051595.43,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900040641,2018-04-27,2016459.86,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HARINGEY,Borough Services,1002\1900054615,2018-04-03,1999235.00,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,Bus Contract Payments,1006\1900040628,2018-04-27,1977668.60,
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,Civil Engineering Construction Works,1005\5109277959,2018-04-11,1946469.90,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900040625,2018-04-27,1935240.36,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109289438,2018-04-25,1836900.56,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900040643,2018-04-27,1804905.47,
TUBE LINES LTD,ABM FACILITY SERVICES UK LTD,Misc Materials,787344,2018-04-13,1777885.55,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,A13 PFI Service Costs,1002\5109285719,2018-04-11,1772962.69,
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,IT Consultancy,1005\5109294413,2018-04-25,1767518.05,
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,IT Consultancy,1005\5109298730,2018-04-25,1746753.70,
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,Contracted Services - Roads,1002\5109287722,2018-04-03,1692499.76,
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,Bus Contract Payments,1006\1900040640,2018-04-27,1688124.27,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5109297692,2018-04-11,1597023.69,
LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,Equipment Repairs & Maintenance,1031\5109296854,2018-04-11,1531110.86,
TRANSPORT TRADING LTD,EXTERION MEDIA (UK) LTD,Purchase of Associates Loan Notes (Activity),1004\5109280107,2018-04-11,1413299.51,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900040563,2018-04-13,1407285.28,
SURFACE TRANSPORT CORP,CVU JOINT VENTURE,Road Maintenance,1002\5109287340,2018-04-03,1403244.09,
LUL NOMINEE SSL LIMITED,ABM FACILITY SERVICES UK LTD,Office Cleaning,1031\5109304938,2018-04-25,1403124.39,
