Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2019-08-02,49481387.47,TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,,
2019-08-02,16299607.16,LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,,
2019-08-02,14446792.58,LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,,
2019-07-29,14109796.86,DOCKLANDS LIGHT RAILWAY,BOMBARDIER TRANSPORT UK,,
2019-08-14,14007658.71,RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,,
2019-08-14,13911169.03,RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,,
2019-08-14,12581292.49,LONDON UNDERGROUND LTD,FERROVIAL LAING O ROURKE JV,,
2019-08-02,10513415.90,LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,,
2019-08-14,10343962.91,LUL NOMINEE SSL LIMITED,THALES RAIL SIGNALLING SOLUTIONS,,
2019-08-02,9978046.55,LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,,
2019-08-02,9653912.93,LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,,
2019-08-02,7677194.72,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-07-22,7529179.00,LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,,
2019-08-12,6886269.64,DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,,
2019-08-14,6820742.05,SURFACE TRANSPORT CORP,METROPOLITAN POLICE,,
2019-08-14,6721201.94,SURFACE TRANSPORT CORP,METROPOLITAN POLICE,,
2019-08-02,6456030.27,LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,,
2019-07-29,5851580.64,DOCKLANDS LIGHT RAILWAY,BOMBARDIER TRANSPORT UK,,
2019-08-14,5785874.27,LONDON UNDERGROUND LTD,DRAGADOS S.A.,,
2019-08-02,5752511.37,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-08-12,5730528.73,LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,,
2019-08-02,5710042.50,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-08-02,5512751.02,LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,,
2019-07-31,5332567.38,TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,,
2019-08-16,5249687.90,LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,,
2019-08-16,4602644.24,LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,,
2019-08-14,4493228.62,TFL CORPORATE,NETWORK RAIL,,
2019-08-02,4431632.27,LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,,
2019-07-22,4290443.22,LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,,
2019-08-07,4281069.35,LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,,
2019-08-02,3851142.25,LONDON BUS SERVICES LTD,METROBUS LIMITED,,
2019-07-24,3803424.26,LUL NOMINEE SSL LIMITED,BALFOUR BEATTY RAIL LTD,,
2019-08-14,3780000.00,LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOVER,,
2019-07-24,3660226.00,LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,,
2019-08-07,3653908.00,DOCKLANDS LIGHT RAILWAY,CGL RAIL,,
2019-07-29,3462027.64,LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,,
2019-08-16,3402692.05,LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,,
2019-08-02,3322162.87,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-08-16,3265660.09,LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,,
2019-08-02,3226378.70,TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,,
2019-08-16,3201591.85,LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,,
2019-08-14,3038051.00,LONDON BUS SERVICES LTD,WRIGHTBUS LTD,,
2019-08-02,2852906.30,LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,,
2019-08-16,2794897.52,LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,,
2019-08-09,2778300.00,TRANSPORT TRADING LTD,CONNECTED LIVING LONDON (BTR) LTD,,
2019-08-14,2639438.38,LONDON UNDERGROUND LTD,GBM SERVICES LTD,,
2019-08-05,2590664.00,TFL CORPORATE,COMPUTACENTER,,
2019-08-16,2538083.77,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-08-02,2530030.13,LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,,
2019-07-29,2336417.45,LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,,
2019-08-16,2112566.23,LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,,
2019-08-14,1947783.56,LUL NOMINEE SSL LIMITED,BALFOUR BEATTY RAIL LTD,,
2019-08-16,1927923.74,LONDON BUS SERVICES LTD,STAGECOACH,,
2019-08-14,1885349.90,LONDON UNDERGROUND LTD,GBM SERVICES LTD,,
2019-08-16,1881944.70,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-08-02,1837908.56,LONDON BUS SERVICES LTD,CT PLUS LIMITED,,
2019-08-14,1835579.00,SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,,
2019-08-16,1800741.76,LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,,
2019-07-24,1768038.84,RAIL FOR LONDON LIMITED,VINCI CONSTRUCTION UK LTD,,
2019-07-31,1747542.90,TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,,
2019-07-31,1714058.38,SURFACE TRANSPORT CORP,ROYAL BOROUGH OF KINGSTON UPON THAMES,,
2019-07-31,1557371.40,SURFACE TRANSPORT CORP,LONDON BOROUGH OF HACKNEY,,
2019-07-29,1553000.00,DOCKLANDS LIGHT RAILWAY,TRUSTEES OF THE DOCKLANDS LIGHT,,
2019-08-05,1512740.87,SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,,
2019-08-16,1462394.68,LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,,
2019-08-12,1432632.18,LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,,
2019-07-31,1425884.00,SURFACE TRANSPORT CORP,LONDON BOROUGH OF WANDSWORTH - BSP,,
2019-08-05,1406291.94,LUL NOMINEE SSL LIMITED,CLANCY DOCWRA LTD,,
2019-07-22,1382780.23,RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,,
2019-07-31,1374168.66,SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,,
2019-07-31,1347288.55,SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,,
2019-08-07,1324107.15,LUL NOMINEE SSL LIMITED,BOMBARDIER TRANSPORT UK,,
2019-07-24,1287834.11,RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,,
2019-07-24,1280870.52,RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,,
2019-07-24,1273890.33,RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,,
2019-07-24,1273890.33,RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,,
2019-07-29,1271450.09,DOCKLANDS LIGHT RAILWAY,CONST. Y AUX. DE FERROCARRILES S.A,,
2019-07-24,1262535.40,RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,,
2019-07-29,1251150.00,TFL CORPORATE,HERBERT SMITH LLP,,
2019-08-14,1227500.00,SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,,
2019-08-16,1198877.17,LONDON BUS SERVICES LTD,METROBUS LIMITED,,
2019-08-14,1151837.41,LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,,
2019-08-16,1084127.00,LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,,
2019-08-02,1065618.04,LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,,
2019-08-07,1058165.28,LONDON UNDERGROUND LTD,LANES GROUP PLC,,
2019-07-24,1040481.24,LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,,
2019-07-31,1037589.36,SURFACE TRANSPORT CORP,CONWAY AECOM LTD,,
2019-08-02,1035586.89,LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,,
2019-07-22,1034590.91,LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,,
2019-07-30,986347.60,LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,,
2019-07-29,975478.59,RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,,
2019-07-29,972677.77,LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,,
2019-08-02,950596.00,LONDON BUS SERVICES LTD,NEL HYDROGEN A/S,,
2019-08-14,937762.94,LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,,
2019-07-31,937550.60,TRANSPORT TRADING LTD,CBS OUTDOOR LIMITED,,
2019-08-16,908157.32,LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,,
2019-07-22,875408.00,LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,,
2019-07-31,838524.01,SURFACE TRANSPORT CORP,CONWAY AECOM LTD,,
2019-08-16,822860.71,LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,,
2019-08-14,816996.09,RAIL FOR LONDON LIMITED,J MURPHY & SONS LTD,,
2019-07-24,801888.67,CYCLE HIRE SCHEME,SERCO LTD,,
2019-07-29,800000.00,DOCKLANDS LIGHT RAILWAY,TRUSTEES OF THE DOCKLANDS LIGHT,,
2019-08-12,784887.71,SURFACE TRANSPORT CORP,ROYAL BOROUGH OF KINGSTON UPON THAMES,,
2019-07-22,778426.74,LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,,
2019-07-31,772338.12,TFL CORPORATE,SENTRUM IV LIMITED,,
2019-07-31,750812.80,LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,,
2019-07-29,748226.00,TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,,
2019-08-14,730665.34,LUL NOMINEE SSL LIMITED,CLESHAR CONTRACT SERVICES LTD,,
2019-07-22,721845.97,LONDON UNDERGROUND LTD,INTERSERVE,,
2019-07-29,721106.06,LONDON UNDERGROUND LTD,INTERSERVE,,
2019-08-05,712146.67,LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,,
2019-07-24,709618.86,LONDON UNDERGROUND LTD,SKANSKA CONTRUCTIONS UK LTD,,
2019-07-31,675453.29,LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,,
2019-07-31,675453.29,LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,,
2019-07-31,675453.29,LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,,
2019-07-24,663492.15,LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,,
2019-08-05,660085.10,LONDON UNDERGROUND LTD,INTERSERVE,,
2019-07-31,612106.24,LUL NOMINEE BCV LIMITED,BOMBARDIER TRANSPORT UK,,
2019-08-16,595649.55,LONDON BUS SERVICES LTD,CT PLUS LIMITED,,
2019-07-30,592644.00,TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,,
2019-07-24,588344.48,SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,,
2019-08-14,585982.13,RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,,
2019-07-29,567935.29,DOCKLANDS LIGHT RAILWAY,EDF ENERGY,,
2019-07-31,567634.59,TRANSPORT TRADING LTD,HEATHROW EXPRESS,,
2019-08-14,561099.76,RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,,
2019-08-07,551575.23,LONDON UNDERGROUND LTD,EDF ENERGY,,
2019-07-29,550404.00,TRANSPORT TRADING LTD,COLLINS RIVER ENTERPRISES LTD,,
2019-07-22,535634.76,SURFACE TRANSPORT CORP,AA DRIVETECH,,
2019-08-02,531401.02,LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,,
2019-07-31,530067.90,SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LIMITED,,
2019-08-14,501710.93,SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,,
2019-08-14,501148.29,SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,,
2019-08-14,483924.26,RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,,
2019-07-31,477337.77,LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,,
2019-08-12,476789.41,TRANSPORT TRADING LTD,INTERSERVE,,
2019-07-24,471425.33,SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,,
2019-08-14,466462.00,LONDON RIVER SERVICES LTD,BRIGGS MARINE CONTRACTORS LIMITED,,
2019-07-24,465017.15,SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,,
2019-07-31,464089.56,SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,,
2019-08-12,463997.94,LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,,
2019-07-31,463432.13,TFL CORPORATE,NETWORK RAIL,,
2019-07-24,463074.25,SURFACE TRANSPORT CORP,BRITISH TRANSPORT POLICE,,
2019-07-22,441408.00,LONDON UNDERGROUND LTD,THALES TRANSPORT & SECURITY LIMITED,,
2019-07-22,440180.31,TFL CORPORATE,COMPUTACENTER,,
2019-08-09,436710.97,LUL NOMINEE SSL LIMITED,KIROW ARDELT GMBH,,
2019-08-12,425274.00,SURFACE TRANSPORT CORP,LONDON BOROUGH OF RICHMOND UPON THAMES,,
2019-07-22,423169.95,LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,,
2019-08-07,423169.95,LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,,
2019-07-24,398227.17,TFL CORPORATE,COMPUTACENTER,,
2019-08-14,394179.38,RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,,
2019-08-12,388256.31,LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,,
2019-08-07,385375.00,TFL CORPORATE,DELOITTE,,
2019-07-24,383102.11,PUBLIC CARRIAGE OFFICE,NSL LIMITED,,
2019-08-14,382099.78,SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,,
2019-08-12,373941.11,TFL CORPORATE,COMPUTACENTER,,
2019-08-14,369100.99,TRANSPORT TRADING LTD,GBM SERVICES LTD,,
2019-08-14,358997.00,TFL CORPORATE,INSIGHT DIRECT UK LIMITED,,
2019-07-22,347641.86,TRANSPORT TRADING LTD,VINCI CONSTRUCTION UK LTD,,
2019-07-29,345902.00,LONDON UNDERGROUND LTD,APPROVED INSPECTOR SERVICES LTD,,
2019-08-16,345608.47,LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,,
2019-07-22,344348.00,LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,,
2019-08-16,343928.28,LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,,
2019-07-31,342163.63,SURFACE TRANSPORT CORP,EDF ENERGY,,
2019-07-31,340605.90,LONDON UNDERGROUND LTD,SERVICES SUPPORT (BTP) LTD,,
2019-08-16,336638.49,LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,,
2019-08-14,333441.54,SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,,
2019-07-29,331736.26,LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES LTD,,
2019-07-24,331146.86,LONDON UNDERGROUND LTD,KONE PLC,,
2019-07-31,328471.71,DOCKLANDS LIGHT RAILWAY,AECOM INFRASTRUCTURE & ENVIR UK LTD,,
2019-07-30,327500.00,TRANSPORT TRADING LTD,LONDON BOROUGH OF NEWHAM,,
2019-07-24,320195.00,TUBE LINES LTD,RAIL SAFETY & STANDARDS BOARD,,
2019-07-22,312747.80,TFL CORPORATE,BYTES SOFTWARE SERVICES,,
2019-08-14,312500.00,TFL CORPORATE,KELTBRAY LIMITED,,
2019-08-14,311395.34,SURFACE TRANSPORT CORP,METROPOLITAN POLICE,,
2019-07-24,305840.00,LONDON UNDERGROUND LTD,TURNER & TOWNSEND LLP,,
2019-07-22,297729.00,LUL NOMINEE SSL LIMITED,CITYLINK TELECOMMUNICATIONS LTD,,
2019-07-24,296940.00,TRANSPORT TRADING LTD,KIDBROOKE PARTNERSHIP LLP,,
2019-08-14,292747.84,TFL CORPORATE,OVE ARUP & PARTNERS LTD,,
2019-08-14,292747.84,TFL CORPORATE,OVE ARUP & PARTNERS LTD,,
2019-07-31,283399.33,SURFACE TRANSPORT CORP,ATKINS LIMITED,,
2019-08-14,272497.65,DOCKLANDS LIGHT RAILWAY,UK POWER NETWORKS LTD,,
2019-08-05,269655.61,SURFACE TRANSPORT CORP,SIEMENS,,
2019-08-05,269655.61,SURFACE TRANSPORT CORP,SIEMENS,,
2019-08-12,269049.28,LUL NOMINEE SSL LIMITED,GIFFEN GROUP LTD,,
2019-07-22,268265.00,LONDON UNDERGROUND LTD,THALES TRANSPORT & SECURITY LIMITED,,
2019-08-14,268028.88,SURFACE TRANSPORT CORP,METROPOLITAN POLICE,,
2019-08-14,260604.82,SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,,
2019-08-16,254409.00,LONDON BUS SERVICES LTD,TRAPEZE GROUP (UK),,
2019-08-05,250000.00,LONDON UNDERGROUND LTD,HOCHTIEF UK CONSTRUCTION LTD,,
2019-08-07,248891.26,LONDON UNDERGROUND LTD,SCHINDLER LTD,,
2019-08-14,244907.00,TRANSPORT TRADING LTD,SODEXO LTD,,
2019-08-07,244796.10,LONDON UNDERGROUND LTD,GEOFFREY OSBORNE LIMITED,,
