Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901422720,2017-04-13,24740147.18,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,Bus Contract Payments,1006\1900038760,2017-04-13,14965600.87,
RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,Franchise/Concession Fixed Fee,1020\5109054585,2017-04-26,14691844.24,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900038748,2017-04-13,14632286.73,
LONDON UNDERGROUND LTD,FERROVIAL LAING O ROURKE JV,Civil Engineering Construction Works,1005\5109053273,2017-04-26,13868909.91,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV LTD,Bus Contract Payments,1006\1900038756,2017-04-13,12016090.34,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900038753,2017-04-13,9345835.45,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900038758,2017-04-13,9194119.67,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5109050195,2017-04-26,9055613.44,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900038755,2017-04-13,8363574.45,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5109039973,2017-04-05,7828527.92,
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,PFI Service Costs - Power,1005\5109032825,2017-04-03,7375269.73,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF CAMDEN,Borough Services - Claim Against Pr Yr Accrual,1002\1900052196,2017-04-24,6554238.29,
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,Franchise/Concession Fixed Fee,1020\5109054794,2017-04-26,6527499.67,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Franchise/Concession Fixed Fee,1012\5109053550,2017-04-24,6465361.96,
LUL NOMINEE SSL LIMITED,BALFOUR BEATTY RAIL LTD,Civil Engineering Construction Works,1031\5109057579,2017-04-26,6437264.96,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900038746,2017-04-13,6374509.37,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,Bus Contract Payments,1006\1900038749,2017-04-13,6363457.70,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900038764,2017-04-13,6165055.87,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900038762,2017-04-13,5876870.98,
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,Bus Contract Payments,1006\1900038761,2017-04-13,5876102.44,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5109050400,2017-04-26,5765175.36,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,Bus Contract Payments,1006\1900038844,2017-04-28,5120917.61,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109043946,2017-04-10,4871307.27,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900038832,2017-04-28,4668310.56,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV LTD,Bus Contract Payments,1006\1900038840,2017-04-28,4056243.35,
LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOV,Rates - Central Listed,1005\1900197196,2017-04-19,3832000.00,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900038759,2017-04-13,3696586.21,
DOCKLANDS LIGHT RAILWAY,CGL RAIL,DLR Concession Liability CGLR,1012\1900004465,2017-04-12,3488292.00,
DOCKLANDS LIGHT RAILWAY,CGL RAIL,DLR Concession Liability CGLR,1012\1900004466,2017-04-19,3488292.00,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901422721,2017-04-13,3434666.59,
LONDON UNDERGROUND LTD,HEATHROW AIRPORT LTD,Terminal 5 PFI Service Costs,1005\5109023359,2017-04-10,3258003.00,
LONDON UNDERGROUND LTD,HEATHROW AIRPORT LTD,Terminal 5 PFI Service Costs,1005\5109023360,2017-04-10,3258003.00,
LONDON UNDERGROUND LTD,HEATHROW AIRPORT LTD,Terminal 5 PFI Service Costs,1005\5109023361,2017-04-10,3258003.00,
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,Civil Engineering Construction Works,1005\5109028585,2017-04-11,3145696.50,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900038842,2017-04-28,3023060.94,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900038837,2017-04-28,2949663.30,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5109047017,2017-04-12,2904052.15,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109032688,2017-04-03,2900000.00,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109043947,2017-04-10,2890454.40,
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,Rolling Stock,756604,2017-04-28,2834231.54,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900038839,2017-04-28,2714256.43,
LONDON UNDERGROUND LTD,FUJITSU SERVICES LTD,IT Consultancy,1005\5109044857,2017-04-19,2486179.31,
TUBELINES LTD,ALSTOM NL SERVICE PROVISION LTD,Maintenance,756574,2017-04-28,2447770.32,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900038747,2017-04-13,2185208.96,
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,Bus Contract Payments,1006\1900038845,2017-04-28,2052244.90,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900038830,2017-04-28,2051447.12,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,Bus Contract Payments,1006\1900038833,2017-04-28,2002719.91,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900038846,2017-04-28,1997757.49,
TFL CORPORATE,FUJITSU SERVICES LTD,Maintenance of Telecommunications Equipment,1001\5109028746,2017-04-11,1956050.92,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900038848,2017-04-28,1877546.18,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900038750,2017-04-13,1784201.30,
RAIL FOR LONDON LIMITED,NETWORK RAIL,Professional Engineering Services,1020\5109034726,2017-04-19,1750000.00,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900038757,2017-04-13,1704776.57,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BARNET,Borough Services - Claim Against Pr Yr Accrual,1002\1900052183,2017-04-10,1696543.81,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF LEWISHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900052173,2017-04-10,1675240.49,
LUL NOMINEE BCV LIMITED,INTERSERVE FS (UK) LTD,Building Maintenance & Repairs,1033\5109041998,2017-04-24,1579002.41,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5109047015,2017-04-12,1575054.21,
RAIL FOR LONDON LIMITED,NETWORK RAIL,Management & Support Consultancy,1020\5109044736,2017-04-26,1566172.31,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900038751,2017-04-13,1519140.54,
CYCLE HIRE SCHEME,SERCO LTD,Contracted Services - Roads,1016\5109026093,2017-04-05,1455262.01,
LUL NOMINEE SSL LIMITED,INTERSERVE FS (UK) LTD,Building Maintenance & Repairs,1031\5109037571,2017-04-24,1405360.19,
TFL CORPORATE,SENTRUM IV LIMITED,Maintenance of Telecommunications Equipment,1001\5109045292,2017-04-18,1333800.28,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HACKNEY,Borough Services - Claim Against Pr Yr Accrual,1002\1900052180,2017-04-10,1300078.98,
RAIL FOR LONDON LIMITED,NETWORK RAIL,Professional Engineering Services,1020\5109034728,2017-04-19,1250000.00,
RAIL FOR LONDON LIMITED,NETWORK RAIL,Building Maintenance & Repairs,1020\5109023667,2017-04-03,1246499.71,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900038843,2017-04-28,1240448.89,
LONDON UNDERGROUND LTD,LONDON PENSIONS FUND AUTHORITY,Payroll Suspense,1005\1900197173,2017-04-03,1230289.00,
LUL NOMINEE BCV LIMITED,SIEMENS,Signalling Systems,1033\5109047249,2017-04-26,1185314.16,
