Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901666675,2019-06-07,47293189.26,
RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,Franchise/Concession Fixed Fee,1020\5109544263,2019-05-29,16522780.18,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,Bus Contract Payments,1006\1900042577,2019-06-07,16044170.95,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900042566,2019-06-07,14284100.18,
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,Franchise/Concession Fixed Fee,1020\5109554885,2019-06-19,13973798.43,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,Bus Contract Payments,1006\1900042573,2019-06-07,10342338.99,
LONDON UNDERGROUND LTD,FERROVIAL LAING O ROURKE JV,Civil Engineering Construction Works,1005\5109547059,2019-06-19,10126866.89,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900042572,2019-06-07,10010029.56,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900042575,2019-06-07,9687140.09,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900042571,2019-06-07,7753560.96,
LUL NOMINEE SSL LIMITED,THALES RAIL SIGNALLING SOLUTIONS,Civil Engineering Construction Works,1031\5109548585,2019-06-19,7659896.68,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Civil Engineering Construction Works,1012\5109554826,2019-06-17,6683763.64,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,Bus Contract Payments,1006\1900042567,2019-06-07,6406813.71,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109556389,2019-06-17,5965908.52,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900042580,2019-06-07,5953089.36,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900042564,2019-06-07,5759681.02,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900042582,2019-06-07,5512490.36,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LIMITED,Bus Contract Payments,1006\1900042648,2019-06-21,5238550.13,
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1020\5109550405,2019-06-19,5166552.76,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5109549378,2019-06-17,4790401.08,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900042637,2019-06-21,4652636.98,
TFL CORPORATE,NETWORK RAIL,National Rail Fixed Track Access Charges,1001\5109544178,2019-06-12,4493228.62,
TFL CORPORATE,NETWORK RAIL,National Rail Fixed Track Access Charges,1001\5109545401,2019-06-19,4493228.62,
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,Bus Contract Payments,1006\1900042578,2019-06-07,4468890.36,
LONDON UNDERGROUND LTD,CITYLINK TELECOMMUNICATIONS LTD,PFI Service Costs - Power,1005\5109550250,2019-06-12,4250062.98,
LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOVER,Rates - Central Listed,1005\1900208515,2019-06-17,3780000.00,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901666676,2019-06-07,3671562.69,
DOCKLANDS LIGHT RAILWAY,CGL RAIL,Civil Engineering Construction Works,1012\5109552511,2019-06-12,3635561.00,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900042576,2019-06-07,3511600.40,
LONDON UNDERGROUND LTD,THALES TRANSPORT & SECURITY LIMITED,Radio Systems Equipment & Maintenance,1005\5109544249,2019-06-17,3458025.00,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,Bus Contract Payments,1006\1900042644,2019-06-21,3430582.82,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900042643,2019-06-21,3276582.70,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900042565,2019-06-07,3267323.96,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900042646,2019-06-21,3234869.27,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF HILLINGDON,Borough Services - Claim Against Pr Yr Accrual,1002\1900059068,2019-06-05,3090110.49,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900042568,2019-06-07,2833407.57,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109543030,2019-05-29,2643827.46,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109554169,2019-06-19,2635049.30,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900042642,2019-06-21,2597160.17,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900042574,2019-06-07,2530030.13,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5109549242,2019-06-21,2359605.48,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,Bus Contract Payments,1006\1900042638,2019-06-21,2109766.21,
DOCKLANDS LIGHT RAILWAY,TRUSTEES OF THE DOCKLANDS LIGHT,Franchise/Concession Variable Fee,1012\1900004941,2019-06-19,2030000.00,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900042651,2019-06-21,1975065.48,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,Bus Contract Payments,1006\1900042555,2019-06-07,1972574.09,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900042635,2019-06-21,1938589.91,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,A13 PFI Service Costs,1002\5109550957,2019-06-19,1894458.55,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109543027,2019-05-29,1885349.90,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109554170,2019-06-19,1885349.90,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900042653,2019-06-21,1806558.26,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900042569,2019-06-07,1805032.83,
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,Bus Contract Payments,1006\1900042559,2019-06-07,1654408.82,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900042548,2019-06-07,1586915.56,
RAIL FOR LONDON LIMITED,VINCI CONSTRUCTION UK LTD,Civil Engineering Construction Works,1020\5109537795,2019-05-29,1560872.52,
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,Bus Contract Payments,1006\1900042649,2019-06-21,1457792.30,
TFL CORPORATE,TOWN LEGAL LLP,Purchase of Land & Buildings,1001\1900066172,2019-06-17,1346198.98,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Maintenance of Plant & Equipment,1002\5109544095,2019-05-29,1300252.86,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5109544005,2019-06-03,1284877.01,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5109544570,2019-05-29,1277870.49,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900042554,2019-06-07,1273165.46,
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,Franchise/Concession Fixed Fee,1020\5109537440,2019-05-29,1262535.40,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,Bus Contract Payments,1006\1900042549,2019-06-07,1237816.69,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES A13 PLC,A13 PFI Service Costs,1002\5109550953,2019-06-19,1227500.00,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,Maintenance of Plant & Equipment,1020\5109554780,2019-06-19,1206520.37,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,Maintenance of Plant & Equipment,1020\5109541845,2019-05-29,1168773.39,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900042647,2019-06-21,1145700.84,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5109544374,2019-06-12,1122941.22,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900042547,2019-06-07,1071142.55,
SURFACE TRANSPORT CORP,CONWAY AECOM LTD,Contracted Services - Roads,1002\5109544143,2019-05-29,1069843.81,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LTD,Bus Contract Payments,1006\1900042570,2019-06-07,1065618.04,
LUL NOMINEE SSL LIMITED,BALFOUR BEATTY RAIL LTD,Track General Maintenance,1031\5109552172,2019-06-17,1037352.44,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900042579,2019-06-07,1033035.08,
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5109544681,2019-06-03,1029380.38,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900042636,2019-06-21,1017489.69,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5109531293,2019-05-29,1010174.85,
LONDON UNDERGROUND LTD,LANES GROUP PLC,Building Maintenance & Repairs,1005\5109532359,2019-06-03,994691.80,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Maintenance of Plant & Equipment,1002\5109542828,2019-05-29,993145.54,
SURFACE TRANSPORT CORP,O2 UK LTD,Software Maintenance,1002\5109541795,2019-06-12,925250.61,
