Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2014-10-01,27.50,Communities & Service Support-Sport & Leisure Management DSO,A ONE TOOL & FIXING LT,,
2014-10-29,70.10,Economy and Environment-Housing Services,A ONE TOOL & FIXING LT,,
2014-11-19,139.90,Economy and Environment-Housing Services,A ONE TOOL & FIXING LT,,
2014-11-25,150.00,Economy and Environment-Housing Services,A ONE TOOL & FIXING LT,,
2014-11-11,2.59,Communities & Service Support-Libraries Info & Tourism,ABEBOOKS.COM,,
2014-11-25,30.92,"Adults, Health and Social Care-Adult Health & Social Care",ALDI,,
2014-10-30,10.95,Communities & Service Support-Customer Services and Communications,ANCESTRY.COUK,,
2014-10-29,254.17,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2014-10-28,57.52,Economy and Environment-Environmental Services,ARCO LTD,,
2014-10-29,231.07,Economy and Environment-Regeneration,ARCO LTD,,
2014-11-20,52.00,Economy and Environment-Environmental Services,ARCO LTD,,
2014-09-26,24.08,Economy and Environment-Environmental Services,ARCO LTD,,
2014-10-01,149.90,Economy and Environment-Environmental Services,ARCO LTD,,
2014-10-09,22.80,Economy and Environment-Environmental Services,ARCO LTD,,
2014-10-23,41.93,Economy and Environment-Environmental Services,ARCO LTD,,
2014-10-24,253.32,Children and Young People-Childrens Care Services,ARGOS LTD,,
2014-09-01,18.82,Children and Young People-Childrens Care Services,ARGOS LTD,,
2014-09-09,3.95,Children and Young People-Childrens Care Services,ARGOS LTD,,
2014-09-09,62.48,Children and Young People-Childrens Care Services,ARGOS LTD,,
2014-10-02,300.00,Children and Young People-Childrens Services Unit,ARGOS LTD,,
2014-10-15,45.91,Children and Young People-Childrens Services Unit,ARGOS LTD,,
2014-10-17,40.06,Children and Young People-Childrens Services Unit,ARGOS LTD,,
2014-11-17,16.66,Economy and Environment-Corporate Asset and Facilities Management,ARGOS LTD,,
2014-09-29,27.70,Communities & Service Support-Sport & Leisure Management DSO,ARGOS LTD,,
2014-11-12,113.98,Children and Young People-Schools and Children's Services - Non-School,ARGOS LTD,,
2014-11-27,23.74,Children and Young People-Schools and Children's Services - Non-School,ARGOS LTD,,
2014-10-29,33.32,"Adults, Health and Social Care-Adult Health & Social Care",ARGOS LTD,,
2014-10-16,22.56,Communities & Service Support-Sport & Leisure Management DSO,ARGOS LTD,,
2014-09-16,198.92,Children and Young People-Childrens Care Services,ARGOS RETAIL GROUP,,
2014-11-13,257.45,"Adults, Health and Social Care-Adult Health & Social Care",ARGOS RETAIL GROUP,,
2014-11-24,172.45,Children and Young People-Childrens Care Services,ARGOS RETAIL GROUP,,
2014-11-18,8.33,Communities & Service Support-Customer Services and Communications,ASDA  DIRECT WEB 4387,,
2014-11-01,16.67,Children and Young People-Childrens Care Services,ASDA  STORES 5869,,
2014-11-01,11.66,Children and Young People-Childrens Care Services,ASDA  STORES 5869,,
2014-11-01,5.54,Children and Young People-Childrens Care Services,ASDA  STORES 5869,,
2014-11-29,74.23,Children and Young People-Childrens Services Unit,ASDA HOME SHOPPING,,
2014-11-06,200.82,Children and Young People-Childrens Care Services,ASDA HOME SHOPPING CAR,,
2014-10-28,25.42,"Adults, Health and Social Care-Adult Health & Social Care",ASDA STORE,,
2014-10-28,35.53,"Adults, Health and Social Care-Adult Health & Social Care",ASDA STORE,,
2014-11-13,90.94,"Adults, Health and Social Care-Adult Health & Social Care",ASDA STORE,,
2014-09-30,70.25,Children and Young People-Childrens Care Services,ASDA STORE,,
2014-10-26,27.59,Children and Young People-Childrens Care Services,ASDA STORE,,
2014-09-09,18.75,Children and Young People-Childrens Care Services,ASDA STORE,,
2014-09-12,15.83,Children and Young People-Childrens Care Services,ASDA STORE,,
2014-08-17,25.38,Children and Young People-Childrens Care Services,ASDA STORE,,
2014-08-19,15.00,Children and Young People-Childrens Care Services,ASDA STORE,,
2014-10-17,200.00,Children and Young People-Childrens Services Unit,ASDA STORE,,
2014-09-01,22.50,Children and Young People-Childrens Services Unit,ASDA STORE,,
2014-09-04,15.50,Children and Young People-Childrens Services Unit,ASDA STORE,,
2014-08-14,76.50,Children and Young People-Childrens Services Unit,ASDA STORE,,
2014-11-22,26.99,Children and Young People-Childrens Care Services,ASDA STORE,,
2014-11-24,34.80,Children and Young People-Children and Young People's Serv - Central Depts.,ASDA STORE,,
2014-11-14,50.92,"Adults, Health and Social Care-Adult Health & Social Care",ASDA STORE,,
2014-10-28,32.93,"Adults, Health and Social Care-Adult Health & Social Care",ASDA STORE,,
2014-11-22,12.86,Children and Young People-Childrens Care Services,ASDA STORE,,
2014-12-04,101.77,"Adults, Health and Social Care-Adult Health & Social Care",ASDA STORE,,
2014-12-08,37.92,Children and Young People-Childrens Care Services,ASDA STORE,,
2014-12-10,9.17,Children and Young People-Childrens Care Services,ASDA STORE,,
2014-11-26,69.51,Deputy Chief Executive-ICT Services,AVANGATE*ADVANCEDINSTA,,
2014-11-18,7.49,"Adults, Health and Social Care-Adult Health & Social Care",Amazon *Mktplce EU-UK,,
2014-11-10,5.79,Deputy Chief Executive-ICT Services,Amazon *Mktplce EU-UK,,
2014-11-26,8.96,Deputy Chief Executive-Human Resources,Amazon *Mktplce EU-UK,,
2014-11-27,21.14,Communities & Service Support-Customer Services and Communications,Amazon *Mktplce EU-UK,,
2014-11-27,25.38,Communities & Service Support-Customer Services and Communications,Amazon *Mktplce EU-UK,,
2014-10-09,5.62,Communities & Service Support-Sport & Leisure Management DSO,Amazon *Mktplce EU-UK,,
2014-10-29,12.25,Deputy Chief Executive-ICT Services,Amazon *Mktplce EU-UK,,
2014-10-28,12.97,Children and Young People-Schools and Children's Services - Non-School,Amazon *Mktplce EU-UK,,
2014-11-22,13.43,Children and Young People-Childrens Services Unit,Amazon *Mktplce EU-UK,,
2014-11-13,7.99,Communities & Service Support-Museums & Arts,Amazon *Mktplce EU-UK,,
2014-11-26,192.99,Communities & Service Support-Museums & Arts,Amazon *Mktplce EU-UK,,
2014-11-06,10.82,Economy and Environment-Transport Services,Amazon *Mktplce EU-UK,,
2014-11-19,35.57,Communities & Service Support-Sport & Countryside,Amazon *Mktplce EU-UK,,
