Payment Date,Amount,Benificiary Name,Organisational Unit
2011-05-23,32327.64,2011:03D  Dementia,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,1660.80,2011:03DSLDual Sensory Loss,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,185800.26,2011:03FTIFrailty And/Or Temporary Illness,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,55170.84,2011:03LD Learning Disabilities,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-27,1122.29,2011:03LD Learning Disabilities,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,5060.80,2011:03MH Mental Health (Except Dementia),"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,537.60,2011:03OV Other Vulnerable People,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,211508.59,2011:03PD Physically Disabled,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,9492.00,2011:03VI Visual Impairment,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,28750.00,2e2,Deputy Chief Executive-ICT Services
2011-05-03,590.46,@first parts solutions - Brunel Ford,Economy and Environment-Transport Vehicle Maintenance Workshop
2011-05-23,1077.66,@first parts solutions - Brunel Ford,Economy and Environment-Transport Vehicle Maintenance Workshop
2011-05-23,533.05,@first parts solutions - Brunel Ford,Economy and Environment-Transport Vehicle Maintenance Workshop
2011-05-23,8.00,@first parts solutions - Brunel Ford,Economy and Environment-Transport Vehicle Maintenance Workshop
2011-05-09,1961.36,A & M,Deputy Chief Executive-School & Welfare Catering DSO - South
2011-05-09,1761.47,A & M,Deputy Chief Executive-School & Welfare Catering DSO - South
2011-05-09,1726.47,A & M,Deputy Chief Executive-School & Welfare Catering DSO - South
2011-05-26,1784.98,A & M,Deputy Chief Executive-School & Welfare Catering DSO - South
2011-05-19,2000.00,A & R Training Services Ltd,Economy and Environment-Regeneration
2011-05-19,2000.00,A & R Training Services Ltd,Economy and Environment-Regeneration
2011-05-03,716.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Housing Services
2011-05-09,2000.00,A Ashworth & Son Landscapes Ltd,Children and Young People-Schools and Children's Services - Non-School
2011-05-09,3250.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Highways & Engineering Services - Capital
2011-05-12,776.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Housing Services - Capital
2011-05-19,808.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Housing Services - Capital
2011-05-19,608.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Housing Services - Capital
2011-05-23,1521.02,A Ashworth & Son Landscapes Ltd,Children and Young People-Schools and Children's Services - Non-School
2011-05-26,1036.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Housing Services - Capital
2011-05-26,448.00,A Ashworth & Son Landscapes Ltd,Economy and Environment-Environmental Services
2011-05-27,527.00,A Ashworth & Son Landscapes Ltd,Safer and Stronger-Libraries Info & Tourism
2011-05-27,1308.00,A Ashworth & Son Landscapes Ltd,Safer and Stronger-Libraries Info & Tourism
2011-05-16,12.50,A C Entertainment Technologies Ltd,Safer and Stronger-Museums & Arts
2011-05-16,1158.84,A C Entertainment Technologies Ltd,Safer and Stronger-Museums & Arts
2011-05-16,772.56,A C Entertainment Technologies Ltd,Safer and Stronger-Museums & Arts
2011-05-26,419.75,A C Entertainment Technologies Ltd,Safer and Stronger-Museums & Arts
2011-05-26,1275.24,A C Entertainment Technologies Ltd,Safer and Stronger-Museums & Arts
2011-05-26,4285.42,A C Entertainment Technologies Ltd,Safer and Stronger-Museums & Arts
2011-05-26,210.00,A K Joinery,Economy and Environment-Transport Services
2011-05-26,260.00,A K Joinery,Economy and Environment-Transport Services
2011-05-16,8000.00,A. Lowrie Care Service Ltd t/a Cornerstone,Children and Young People-Childrens Care Services
2011-05-09,7401.24,ABC Day Nursery,Children and Young People-Childrens Services Unit
2011-05-23,675.00,ABC Fire Protection (Halifax) Ltd,Chief Executive's Office-Law & Administration Service
2011-05-05,695.01,ADT Fire&Security,Chief Executive's Office-Law & Administration Service
2011-05-23,141.48,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,146.24,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,62.88,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,365.60,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,329.04,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,251.52,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,31.44,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,365.60,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,188.64,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,235.80,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,455.88,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,188.64,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-26,699.60,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-26,2878.20,ALS Support,"Adults, Health and Social Care-Adult Health & Social Care"
2011-05-23,2244.00,APA Concrete Repairs,Economy and Environment-Highways and Engineering Services
2011-05-12,2202.54,ARVAL Uk Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-12,812.71,ARVAL Uk Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-12,1409.25,ARVAL Uk Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-12,2467.55,ARVAL Uk Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-12,473.62,ARVAL Uk Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-12,1021.65,ARVAL Uk Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-19,440.96,ARVAL Uk Ltd,Economy and Environment-Transport Services
2011-05-23,1013.98,ARVAL Uk Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-23,490.13,ARVAL Uk Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-23,2843.68,ARVAL Uk Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-23,3388.64,ARVAL Uk Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-23,762.91,ARVAL Uk Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-23,1968.51,ARVAL Uk Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-23,145.03,ATS Euromaster Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-23,203.26,ATS Euromaster Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-23,285.15,ATS Euromaster Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-23,654.17,ATS Euromaster Ltd,Safer and Stronger-Safer Cleaner Greener
2011-05-23,353.96,ATS Euromaster Ltd,Safer and Stronger-Safer Cleaner Greener
