Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2017-02-06,640.00,Economy and Environment-Housing Services - Capital,1st Ability Ltd,,
2017-02-21,48825.25,"Adults, Health and Social Care-Adult Health & Social Care",2016:12D  Dementia,,
2017-02-21,256805.42,"Adults, Health and Social Care-Adult Health & Social Care",2016:12FTIFrailty And/Or Temporary Illness,,
2017-02-21,225832.92,"Adults, Health and Social Care-Adult Health & Social Care",2016:12LD Learning Disabilities,,
2017-02-21,8518.44,"Adults, Health and Social Care-Adult Health & Social Care",2016:12MH Mental Health (Except Dementia),,
2017-02-21,37326.15,"Adults, Health and Social Care-Adult Health & Social Care",2016:12OV Other Vulnerable People,,
2017-02-21,92084.65,"Adults, Health and Social Care-Adult Health & Social Care",2016:12PD Physically Disabled,,
2017-02-21,874.96,"Adults, Health and Social Care-Adult Health & Social Care",2016:12SM Substance Misuse,,
2017-02-21,3554.32,"Adults, Health and Social Care-Adult Health & Social Care",2016:12VI Visual Impairment,,
2017-02-21,27479.96,"Adults, Health and Social Care-Adult Health & Social Care",2016:13D  Dementia,,
2017-02-21,4395.80,"Adults, Health and Social Care-Adult Health & Social Care",2016:13DSLDual Sensory Loss,,
2017-02-21,124357.71,"Adults, Health and Social Care-Adult Health & Social Care",2016:13FTIFrailty And/Or Temporary Illness,,
2017-02-21,2080.32,"Adults, Health and Social Care-Adult Health & Social Care",2016:13HI Hearing Impairment,,
2017-02-21,214007.53,"Adults, Health and Social Care-Adult Health & Social Care",2016:13LD Learning Disabilities,,
2017-02-21,19708.24,"Adults, Health and Social Care-Adult Health & Social Care",2016:13MH Mental Health (Except Dementia),,
2017-02-21,24213.98,"Adults, Health and Social Care-Adult Health & Social Care",2016:13OV Other Vulnerable People,,
2017-02-21,323520.44,"Adults, Health and Social Care-Adult Health & Social Care",2016:13PD Physically Disabled,,
2017-02-21,15316.96,"Adults, Health and Social Care-Adult Health & Social Care",2016:13VI Visual Impairment,,
2017-02-09,500.00,Communities & Service Support-Community Safety & Support,8th/26th Calder Valley Scout Group,,
2017-02-13,55.83,Economy and Environment-Transport Services,@first parts solutions - Brunel Ford,,
2017-02-13,389.82,Economy and Environment-Transport Services,@first parts solutions - Brunel Ford,,
2017-02-03,640.00,Economy and Environment-Corporate Asset and Facilities Management,A Ashworth & Son Landscapes Ltd,,
2017-02-06,584.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2017-02-08,1540.00,Economy and Environment-Housing Services - Capital,A Ashworth & Son Landscapes Ltd,,
2017-02-10,491.37,Communities & Service Support-Safer Cleaner Greener,A Ashworth & Son Landscapes Ltd,,
2017-02-27,496.00,Communities & Service Support-Libraries Info & Tourism,A Ashworth & Son Landscapes Ltd,,
2017-02-28,988.00,Economy and Environment-Regeneration,A Ashworth & Son Landscapes Ltd,,
2017-02-28,5233.00,Economy and Environment-Regeneration - Capital,A Ashworth & Son Landscapes Ltd,,
2017-02-03,120.00,Communities & Service Support-Museums & Arts,A C Entertainment Technologies Ltd,,
2017-02-03,749.25,Communities & Service Support-Museums & Arts,A C Entertainment Technologies Ltd,,
2017-02-03,18.00,Communities & Service Support-Museums & Arts,A C Entertainment Technologies Ltd,,
2017-02-07,4700.00,Chief Executive's Office-Other Services,REDACTED PERSONAL DATA,,
2017-02-10,1358.00,Chief Executive's Office-Other Services,REDACTED PERSONAL DATA,,
2017-02-06,4802.00,Chief Executive's Office-Other Services,REDACTED PERSONAL DATA,,
2017-02-28,950.00,"Adults, Health and Social Care-Adult Health & Social Care",A1 Risk Solutions Ltd,,
2017-02-07,490.80,"Adults, Health and Social Care-Adult Health & Social Care",AAA Medics Ltd Re Leylands,,
2017-02-07,1843.80,"Adults, Health and Social Care-Adult Health & Social Care",AAA Medics Ltd Re Leylands,,
2017-02-09,1500.00,Deputy Chief Executive-ICT Services,AB Open Ltd,,
2017-02-06,1603.31,Deputy Chief Executive-ICT Services,ACE Environmental Engineering Limited,,
2017-02-09,454.48,"Adults, Health and Social Care-Adult Health & Social Care",ACE Environmental Engineering Limited,,
2017-02-09,325.77,Deputy Chief Executive-ICT Services,ACE Environmental Engineering Limited,,
2017-02-09,325.77,Deputy Chief Executive-ICT Services,ACE Environmental Engineering Limited,,
2017-02-16,676.09,Communities & Service Support-Sport & Countryside,ACE Environmental Engineering Limited,,
2017-02-16,16284.29,Economy and Environment-Highways & Engineering Services - Capital,AECOM,,
2017-02-16,7515.87,Economy and Environment-Highways & Engineering Services - Capital,AECOM,,
2017-02-16,7515.84,Economy and Environment-Highways & Engineering Services - Capital,AECOM,,
