Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2015-03-14,6.98,Communities & Service Support-Libraries Info & Tourism,123-REG.CO.UK,,
2015-03-17,28.96,Communities & Service Support-Museums & Arts,123-REG.CO.UK,,
2015-01-06,19.56,Children and Young People-Childrens Care Services,4 OURHOUSE CDSL BIRMINGHA,,
2015-03-23,53.94,Children and Young People-Children and Young People's Serv - Central Depts.,A B COPYRIGHT LTD,,
2015-03-23,120.00,Economy and Environment-Housing Services,A ONE TOOL & FIXING LT,,
2015-03-24,112.50,Economy and Environment-Housing Services,A ONE TOOL & FIXING LT,,
2015-03-24,64.02,Economy and Environment-Housing Services,A ONE TOOL & FIXING LT,,
2015-02-23,300.00,Economy and Environment-Housing Services,A ONE TOOL & FIXING LT,,
2015-03-25,49.71,Communities & Service Support-Safer Cleaner Greener,ABRAM PULMAN & SONS LTD,,
2015-03-06,86.50,Children and Young People-Children and Young People's Serv - Central Depts.,ABRSM,,
2015-03-16,5.00,Communities & Service Support-Recreation & Support,ACE MOTOR FACTORS,,
2015-02-23,5.50,Children and Young People-Childrens Care Services,ALDI 773 60,,
2015-03-12,39.95,Children and Young People-Children and Young People's Serv - Central Depts.,AMAZON MKTPLACE PMTS,,
2015-03-02,10.95,Communities & Service Support-Customer Services and Communications,ANCESTRY.CO.UK,,
2015-03-06,5.41,Communities & Service Support-Safer Cleaner Greener,ANDREW PAGE,,
2015-03-12,190.83,Economy and Environment-Housing Services,AO RETAIL LIMITED,,
2015-03-10,286.67,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-03-11,183.33,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-03-18,120.00,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-03-18,203.33,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-03-24,150.00,Communities & Service Support-Customer Services and Communications,APPLIANCE WORLD,,
2015-03-04,125.00,Economy and Environment-Housing Services,APPLIANCE WORLD,,
2015-03-13,125.00,Economy and Environment-Housing Services,APPLIANCE WORLD,,
2015-03-19,58.68,Economy and Environment-Planning & Building Control,ARCO LTD,,
