Body,Organisation Name,Date,Internal Ref Number,Invoice Number,Net Amount,Irrecoverable VAT,Supplier(Beneficiary) Name,Supplier Registered Company Number,Supplier Registered Charity Number,Supplier ID,VAT Registration Number,Expense Area,Procurement Classification: Council's Procurement Category Name,Expense Code,BVACOP,Proclass,Extended Description,Source,Subsource,Definition,Purpose of Spend (Summary)
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-22,28104515,155768,420.00,N/A,Nicholas Frith,,,S244176,,Children and Young People (obsolete)-Childrens Care Services,Services,72024408,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-25,28123243,157387,420.00,N/A,Nicholas Frith,,,S244176,,Children and Young People (obsolete)-Childrens Care Services,Services,72024408,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-16,28077963,1389,4375.00,N/A,1st Ability Ltd,6853960,,S276031,,Economy and Environment (obsolete)-Housing Services - Capital,Other Fees,53037190,,,,IV,AP,Accounts Payable Invoices,Payment of accounts payable invoices
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-15,28076213,2018:02D  Demen,54895.60,N/A,2018:02D  Dementia,,,Personal Budgets,,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",Transfer Payments Individual Service Funds,884A6501,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-15,28076214,2018:02FTIFrail,301123.79,N/A,2018:02FTIFrailty And/Or Temporary Illness,,,Personal Budgets,,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",Transfer Payments Individual Service Funds,884A6501,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-15,28076215,2018:02HI Heari,2311.78,N/A,2018:02HI Hearing Impairment,,,Personal Budgets,,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",Transfer Payments Individual Service Funds,884A6502,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-15,28076216,2018:02LD Learn,372299.14,N/A,2018:02LD Learning Disabilities,,,Personal Budgets,,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",Transfer Payments Individual Service Funds,884B6503,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-15,28076217,2018:02MH Menta,6741.08,N/A,2018:02MH Mental Health (Except Dementia),,,Personal Budgets,,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",Transfer Payments Individual Service Funds,884C6504,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-15,28076218,2018:02OV Other,63820.17,N/A,2018:02OV Other Vulnerable People,,,Personal Budgets,,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",Transfer Payments Individual Service Funds,884A6505,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
http://statistics.data.gov.uk/doc/local-authority-district/00CY,The Borough of Calderdale,2018-05-15,28076219,2018:02PD Physi,134646.14,N/A,2018:02PD Physically Disabled,,,Personal Budgets,,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care",Transfer Payments Individual Service Funds,884A6502,,,,CQ,PB,Personal Budgets,Direct payments to service users assessed as needing service provision
