Supplier Name,Category Family,Invoice GL Date,Spend
1Spatial Group Ltd,Information Technology,2019-03-02,245917.20
1st Inrail Ltd,Track,2019-03-31,28753.44
1st Inrail Ltd,Track,2019-03-31,25191.62
1st Inrail Ltd,Track,2019-03-02,28953.63
1st Inrail Ltd,Track,2019-03-31,42317.61
1st Inrail Ltd,Track,2019-03-02,30116.80
1st Inrail Ltd,Track,2019-03-31,28416.60
1st Inrail Ltd,Track,2019-03-02,32240.84
23red Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-03-02,25532.43
A D Modular Ltd,Plant and Tools,2019-03-31,32500.00
A R Cook & Son (Plant Hire) Ltd,Buildings,2019-03-31,28650.00
ABB Ltd,Electrification and Fixed Plant,2019-03-07,599026.26
ABB Ltd,Telecoms,2019-03-31,37500.00
ABB Ltd,HR and Training,2019-03-31,49360.00
ABB Ltd,Professional Services Direct,2019-03-02,35960.00
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,83934.96
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,69373.37
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,82384.35
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,33035.37
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-18,49632.08
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-18,72358.47
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,31768.41
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,45436.35
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,54257.01
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,25563.84
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-31,57375.62
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-31,39954.86
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-31,30878.68
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,137134.14
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-25,36805.05
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-31,27903.42
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,33916.37
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-31,26949.43
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,62418.97
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,114838.23
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-31,27381.34
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-22,186802.38
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-22,30190.00
AECOM Infrastructure & Environment UK Ltd,General Civils,2019-03-02,94930.57
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-02,49485.00
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-03-31,106977.32
AECOM Infrastructure & Environment UK Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-03-31,26716.73
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-23,93296.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-22,243742.43
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-22,86008.28
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-22,100632.56
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-22,53176.18
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-25,107740.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-23,52693.00
AECOM Infrastructure & Environment UK Ltd,General Civils,2019-03-31,107305.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-22,62172.70
AECOM Infrastructure & Environment UK Ltd,Track,2019-03-26,56185.00
AECOM Ltd,Professional Services Direct,2019-03-02,53280.87
AECOM Ltd,Professional Services Direct,2019-03-02,423988.49
AECOM Ltd,Professional Services Direct,2019-03-31,515000.00
AECOM Ltd,Professional Services Direct,2019-03-18,44535.08
AECOM Ltd,Professional Services Direct,2019-03-31,37803.88
AECOM Ltd,Professional Services Direct,2019-03-31,36842.86
AECOM Ltd,Professional Services Direct,2019-03-31,30840.06
AECOM Ltd,General Civils,2019-03-31,133379.52
AECOM Ltd,General Civils,2019-03-02,420428.04
AECOM Ltd,General Civils,2019-03-31,504875.50
AECOM Ltd,General Civils,2019-03-31,25969.58
AECOM Ltd,Professional Services Direct,2019-03-02,37880.00
AECOM Ltd,General Civils,2019-03-02,85640.82
AECOM Ltd,General Civils,2019-03-02,101625.38
AECOM Ltd,General Civils,2019-03-31,42668.58
AEG Power Solutions Ltd,Electrification and Fixed Plant,2019-03-02,77176.48
