Supplier Name,Category Family,Invoice GL Date,Spend
1st Inrail Ltd,Track,2019-01-05,37143.20
ABB Ltd,Electrification and Fixed Plant,2019-01-07,889442.88
ABB Ltd,Electrification and Fixed Plant,2019-01-05,303545.52
ABB Ltd,Electrification and Fixed Plant,2019-01-05,822344.90
ABC Electrification Ltd,Electrification and Fixed Plant,2019-01-23,386637.37
ABC Electrification Ltd,Electrification and Fixed Plant,2019-01-22,1839095.42
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,26787.13
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,72004.93
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,25146.12
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,26582.89
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,67748.16
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,29208.79
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,49699.92
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,32055.96
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,36048.77
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,28397.28
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,27746.36
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,29276.33
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,36814.98
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-25,96923.00
AECOM Infrastructure & Environment UK Ltd,General Civils,2019-01-05,83930.09
AECOM Infrastructure & Environment UK Ltd,General Civils,2019-01-05,84911.97
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,58564.18
AECOM Infrastructure & Environment UK Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-01-05,45965.09
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-24,93846.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-25,69745.57
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-24,35000.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-24,25591.72
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-24,40554.80
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-24,30554.80
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-24,34001.40
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,29035.08
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-05,29035.08
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-01-02,57904.27
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-24,60411.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-24,37122.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-24,56185.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-24,150574.58
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-24,224864.01
AECOM Infrastructure & Environment UK Ltd,Track,2019-01-28,70345.59
AECOM Ltd,Professional Services Direct,2019-01-05,563473.18
AECOM Ltd,Professional Services Direct,2019-01-05,748632.25
AECOM Ltd,General Civils,2019-01-05,134668.64
AECOM Ltd,General Civils,2019-01-05,376343.57
AECOM Ltd,Professional Services Direct,2019-01-05,70210.00
AECOM Ltd,Professional Services Direct,2019-01-23,126216.18
AM1 Projects Ltd,Electrification and Fixed Plant,2019-01-05,49530.08
AM1 Projects Ltd,Electrification and Fixed Plant,2019-01-05,46216.26
AM1 Projects Ltd,Electrification and Fixed Plant,2019-01-05,108733.01
AM1 Projects Ltd,Electrification and Fixed Plant,2019-01-05,34945.72
AM1 Projects Ltd,Electrification and Fixed Plant,2019-01-05,133388.89
AM1 Projects Ltd,Electrification and Fixed Plant,2019-01-05,179918.85
AMT Sybex,Information Technology,2019-01-05,156636.00
AMT Sybex,Information Technology,2019-01-05,91600.00
APB Construction (UK) Ltd,General Civils,2019-01-05,43669.29
APCOA Parking (UK) Ltd,Facilities - Soft Services,2019-01-05,35735.00
APCOA Parking (UK) Ltd,Facilities - Soft Services,2019-01-05,204870.60
APCOA Parking (UK) Ltd,Facilities - Soft Services,2019-01-05,29992.64
APCOA Parking (UK) Ltd,Facilities - Soft Services,2019-01-05,197393.40
ASRA Construction Services Ltd (ACSL),Regulatory Charges,2019-01-05,30588.29
ATG Access Ltd,Professional Services Direct,2019-01-05,41435.54
AXA PPP Healthcare Admin Services Ltd T/A PPP Healthcare,HR and Training,2019-01-05,257381.73
Abellio East Anglia Ltd t/a Greater Anglia,Regulatory Charges,2019-01-05,74000.00
Abellio East Anglia Ltd t/a Greater Anglia,Regulatory Charges,2019-01-05,290000.00
Abellio East Anglia Ltd t/a Greater Anglia,Supplies and Services,2019-01-05,140500.00
Abellio East Anglia Ltd t/a Greater Anglia,Supplies and Services,2019-01-05,39530.75
Abellio ScotRail Ltd,Regulatory Charges,2019-01-05,61322.56
Abellio ScotRail Ltd,Regulatory Charges,2019-01-05,387903.75
Abellio ScotRail Ltd,Telecoms,2019-01-05,163326.95
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-01-05,264348.22
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-01-05,373473.01
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-01-05,730065.36
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-01-05,353162.73
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-01-05,160560.61
Active Risk Ltd,Information Technology,2019-01-05,200000.00
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2019-01-11,150000.00
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2019-01-05,162927.50
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2019-01-05,46024.60
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2019-01-05,36015.00
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2019-01-16,40824.00
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2019-01-05,36811.60
Adviserplus Business Solutions Ltd,HR and Training,2019-01-05,106000.00
Adviserplus Business Solutions Ltd,HR and Training,2019-01-05,106000.00
Aero Healthcare Ltd,Supplies and Services,2019-01-05,50964.60
Afiniti Ltd,Land & Property Acquisitions (incl. Business Consultancy),2019-01-05,109406.32
Airquick (Newark) Ltd,Buildings,2019-01-05,132562.50
Airquick (Newark) Ltd,Electrification and Fixed Plant,2019-01-05,380616.70
Alan Dick Communications Ltd,Telecoms,2019-01-28,54537.36
Allstar Business Solutions Ltd,Road Fleet,2019-01-05,430836.52
Allstar Business Solutions Ltd,Road Fleet,2019-01-05,411158.59
Alstom Transport UK Ltd,Signalling,2019-01-16,233458.02
Alstom Transport UK Ltd,Professional Services Direct,2019-01-05,253148.23
Alstom Transport UK Ltd,Professional Services Direct,2019-01-05,184250.70
Alstom Transport UK Ltd,Signalling,2019-01-21,702340.80
Alstom Transport UK Ltd,Signalling,2019-01-18,732905.19
Alstom Transport UK Ltd,Professional Services Direct,2019-01-05,25384.73
Alstom Transport UK Ltd,Signalling,2019-01-05,49720.00
Alstom Transport UK Ltd,Signalling,2019-01-05,26170.00
Alstom Transport UK Ltd,Signalling,2019-01-28,164885.40
Alstom Transport UK Ltd,Signalling,2019-01-05,111240.00
Alstom Transport UK Ltd,Signalling,2019-01-05,59712.00
Alstom Transport UK Ltd,Signalling,2019-01-16,80873.92
Alstom Transport UK Ltd,Signalling,2019-01-28,195047.78
Alstom Transport UK Ltd,Signalling,2019-01-23,50291.15
Alstom Transport UK Ltd,Professional Services Direct,2019-01-05,81986.31
Alstom Transport UK Ltd,Professional Services Direct,2019-01-05,72153.11
Alstom Transport UK Ltd,Signalling,2019-01-24,54702.59
Altran UK Ltd,Professional Services Direct,2019-01-05,46555.18
Altran UK Ltd,Professional Services Direct,2019-01-05,42896.67
Alun Griffiths (Contractors) Ltd,General Civils,2019-01-05,100000.00
Alun Griffiths (Contractors) Ltd,General Civils,2019-01-15,37115.62
Alun Griffiths (Contractors) Ltd,General Civils,2019-01-14,294436.77
Alun Griffiths (Contractors) Ltd,General Civils,2019-01-15,383972.34
Alun Griffiths (Contractors) Ltd,Buildings,2019-01-09,32678.09
Alun Griffiths (Contractors) Ltd,General Civils,2019-01-14,48970.09
Alun Griffiths (Contractors) Ltd,General Civils,2019-01-05,45413.88
Alun Griffiths (Contractors) Ltd,General Civils,2019-01-24,27903.00
Alun Griffiths (Contractors) Ltd,Buildings,2019-01-16,502862.20
Alun Griffiths (Contractors) Ltd,Buildings,2019-01-16,117113.19
Alun Griffiths (Contractors) Ltd,Buildings,2019-01-16,48324.11
Alun Griffiths (Contractors) Ltd,General Civils,2019-01-10,288727.53
Amalgamated Construction Ltd,General Civils,2019-01-07,72202.38
Amalgamated Construction Ltd,General Civils,2019-01-14,178121.49
Amalgamated Construction Ltd,Buildings,2019-01-30,1717244.89
Amalgamated Construction Ltd,General Civils,2019-01-21,28636.39
Amalgamated Construction Ltd,Buildings,2019-01-10,267078.47
Amalgamated Construction Ltd,General Civils,2019-01-22,44203.40
Amalgamated Construction Ltd,Buildings,2019-01-30,29512.61
Amalgamated Construction Ltd,General Civils,2019-01-30,79809.42
Amalgamated Construction Ltd,General Civils,2019-01-03,219817.96
Amalgamated Construction Ltd,General Civils,2019-01-31,300597.73
Amalgamated Construction Ltd,General Civils,2019-01-22,40527.69
