Supplier Name,Category Family,Invoice GL Date,Spend
ABB Ltd,Electrification and Fixed Plant,2019-08-06,1009190.13
AECOM Infrastructure & Environment UK Ltd,General Civils,2019-08-17,111494.24
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-08-17,27095.64
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-08-17,32649.06
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-08-17,31906.80
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-08-02,35001.39
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-08-02,62445.83
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-08-02,40540.12
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-08-17,28660.80
AECOM Infrastructure & Environment UK Ltd,General Civils,2019-08-17,55179.94
AECOM Infrastructure & Environment UK Ltd,General Civils,2019-08-17,45000.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-08-05,43912.14
AECOM Infrastructure & Environment UK Ltd,Track,2019-08-05,28001.17
AECOM Infrastructure & Environment UK Ltd,Track,2019-08-05,34906.14
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-08-17,30791.10
AECOM Infrastructure & Environment UK Ltd,Track,2019-08-06,149228.68
AECOM Infrastructure & Environment UK Ltd,Track,2019-08-06,135349.00
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2019-08-17,29876.00
AECOM Infrastructure & Environment UK Ltd,Track,2019-08-06,96871.14
AECOM Ltd,Professional Services Direct,2019-08-17,385644.79
AECOM Ltd,General Civils,2019-08-17,345586.03
AECOM Ltd,General Civils,2019-08-17,43706.06
AECOM Ltd,Professional Services Direct,2019-08-17,147239.77
AECOM Ltd,Professional Services Direct,2019-08-17,27246.96
AECOM Ltd,Professional Services Direct,2019-08-17,39000.00
AECOM Ltd,General Civils,2019-08-17,32433.13
AMT-Sybex Ltd,Information Technology,2019-08-17,50884.00
APCOA Parking (UK) Ltd,Facilities - Soft Services,2019-08-17,202217.04
APCOA Parking (UK) Ltd,Facilities - Soft Services,2019-08-17,202217.64
APCOA Parking (UK) Ltd,Facilities - Soft Services,2019-08-17,30576.44
Abellio ScotRail Ltd,Regulatory Charges,2019-08-17,97287.19
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-08-17,290351.73
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-08-17,297982.87
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-08-17,356228.74
Abellio Transport Holdings Ltd t/a Abellio Corporate Travel,HR and Training,2019-08-17,356983.93
Acorn Rail Ltd,Contingent Labour,2019-08-29,37624.90
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2019-08-07,38000.00
Addleshaw Goddard LLP,Land & Property Acquisitions (incl. Business Consultancy),2019-08-17,28177.00
Advance Consultancy Ltd,Professional Services Direct,2019-08-17,79885.30
Adviserplus Business Solutions Ltd,HR and Training,2019-08-17,106000.00
Aggregate Industries UK Ltd,Ballast,2019-08-17,31756.37
Airquick (Newark) Ltd,Electrification and Fixed Plant,2019-08-17,50532.65
Airquick (Newark) Ltd,Electrification and Fixed Plant,2019-08-17,103786.01
Alan Dick Communications Ltd,Telecoms,2019-08-17,31514.80
Alan Dick Communications Ltd,Telecoms,2019-08-05,26093.13
Allstar Business Solutions Ltd,Road Fleet,2019-08-17,274488.13
Allstar Business Solutions Ltd,Road Fleet,2019-08-17,380010.50
Allstar Business Solutions Ltd,Road Fleet,2019-08-17,378958.66
Allstar Business Solutions Ltd,Road Fleet,2019-08-17,373372.66
Allstar Business Solutions Ltd,Road Fleet,2019-08-17,391182.06
Alpha Electronics (Southern) Ltd,Signalling,2019-08-17,49816.00
Alstom Transport UK Ltd,Signalling,2019-08-17,150539.74
Alstom Transport UK Ltd,Signalling,2019-08-01,57668.51
Alstom Transport UK Ltd,Signalling,2019-08-29,91740.12
Alstom Transport UK Ltd,Signalling,2019-08-06,32219.41
Alstom Transport UK Ltd,Signalling,2019-08-02,636622.98
Alstom Transport UK Ltd,Signalling,2019-08-28,68000.00
Alstom Transport UK Ltd,Signalling,2019-08-17,26158.00
Alstom Transport UK Ltd,Signalling,2019-08-17,36555.00
Alstom Transport UK Ltd,Professional Services Direct,2019-08-17,454795.46
Alstom Transport UK Ltd,Signalling,2019-08-17,53100.00
Alstom Transport UK Ltd,Signalling,2019-08-17,32440.00
Alstom Transport UK Ltd,Signalling,2019-08-17,40800.00
Alstom Transport UK Ltd,Signalling,2019-08-12,1009083.14
Alstom Transport UK Ltd,Signalling,2019-08-05,96466.95
Alstom Transport UK Ltd,Signalling,2019-08-07,458043.25
Alstom Transport UK Ltd,Professional Services Direct,2019-08-17,25782.00
Alstom Transport UK Ltd,Professional Services Direct,2019-08-17,118018.68
Alstom Transport UK Ltd,Professional Services Direct,2019-08-17,83917.91
Alstom Transport UK Ltd,Signalling,2019-08-02,223044.55
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-05,137725.74
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-28,221878.65
Alun Griffiths (Contractors) Ltd,Buildings,2019-08-01,1068739.54
Alun Griffiths (Contractors) Ltd,Buildings,2019-08-03,429377.34
Alun Griffiths (Contractors) Ltd,Buildings,2019-08-30,386066.85
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-01,155540.81
Alun Griffiths (Contractors) Ltd,Buildings,2019-08-28,253633.77
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-05,67652.27
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-19,90891.01
Alun Griffiths (Contractors) Ltd,Buildings,2019-08-12,70085.14
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-12,26845.00
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-23,230060.59
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-29,397225.07
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-06,73041.07
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-12,44368.45
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-17,37905.42
Alun Griffiths (Contractors) Ltd,Buildings,2019-08-03,463070.73
Alun Griffiths (Contractors) Ltd,Buildings,2019-08-27,62415.51
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-05,190691.08
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-30,197247.36
Alun Griffiths (Contractors) Ltd,General Civils,2019-08-20,40000.00
Alun Griffiths (Contractors) Ltd,Signalling,2019-08-30,47705.14
