Supplier Name,Category Family,Invoice GL Date,Spend
ABB Ltd,Electrification and Fixed Plant,2018-12-05,1125890.42
ABB Ltd,Electrification and Fixed Plant,2018-12-18,1923318.40
ABC Electrification Ltd,Electrification and Fixed Plant,2018-12-19,220085.47
ABC Electrification Ltd,Electrification and Fixed Plant,2018-12-18,1828059.54
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-06,60410.40
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-24,83201.48
AECOM Infrastructure & Environment UK Ltd,Professional Services Direct,2018-12-20,62476.51
AECOM Infrastructure & Environment UK Ltd,Land & Property Acquisitions (incl. Business Consultancy),2018-12-05,57940.41
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-19,93846.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-19,328155.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-19,78551.06
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-19,35000.31
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-19,25591.24
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-19,157865.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-19,66470.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-19,166956.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-20,232950.64
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-19,324241.00
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-19,56975.04
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-19,71175.71
AECOM Infrastructure & Environment UK Ltd,Track,2018-12-19,39599.45
AECOM Ltd,Professional Services Direct,2018-12-24,36420.98
AECOM Ltd,Professional Services Direct,2018-12-20,167425.83
AECOM Ltd,Professional Services Direct,2018-12-20,62078.03
AM1 Projects Ltd,Electrification and Fixed Plant,2018-12-03,30673.05
AM1 Projects Ltd,Electrification and Fixed Plant,2018-12-05,46216.26
AM1 Projects Ltd,Electrification and Fixed Plant,2018-12-05,108733.01
Addleshaw Goddard,Land & Property Acquisitions (incl. Business Consultancy),2018-12-12,12317801.16
