Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Desc.,Contract
Wakefield MDC,E08000036,2018-09-30,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,ACCESS HIRE NATIONWIDE LTD,Redacted,06327334,N/A,Not yet available,2018-08-09,23619619,1,1222.00,Nil,Accident Repairs - Charge User,Revenue,Transport,CAT10,Vehicle and Plant Hire,SUBCAT1010,Plant & Machinery Hire,59020,Not yet available
Wakefield MDC,E08000036,2018-09-30,ADULTS,P,Public Health,LEGRAND ELECTRIC LIMITED T/A LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,00115834,N/A,Not yet available,2018-10-01,23652359,1,723.50,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-09-30,ADULTS,P,Public Health,LIVE-LINK (CALL SYSTEMS) LTD,Redacted,SC119718,N/A,Not yet available,2018-10-01,23653753,1,740.00,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,Security,SUBCAT0156,Intercom Systems,45560,Not yet available
Wakefield MDC,E08000036,2018-09-30,ADULTS,P,Public Health,TUNSTALL HEALTHCARE (UK) LTD,Redacted,1332249,N/A,Not yet available,2018-08-09,23616773,1,816.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-09-30,ADULTS,P,Public Health,TUNSTALL HEALTHCARE (UK) LTD,Redacted,1332249,N/A,Not yet available,2018-07-12,23598042,1,845.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-09-30,ADULTS,P,Public Health,CAIR (UK) LTD,Redacted,08652937,N/A,Not yet available,2018-07-03,23596434,1,1075.00,Nil,Adaptations,Revenue,Property & Regeneration,CAT01,PFM - Non Contract - Miscellaneous,SUBCAT0154,Electronic Component Mnfrs & Distributors,30710,Not yet available
Wakefield MDC,E08000036,2018-09-30,ADULTS,P,Public Health,TUNSTALL HEALTHCARE (UK) LTD,Redacted,1332249,N/A,Not yet available,2018-07-03,23592896,1,1500.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-09-30,ADULTS,P,Public Health,TUNSTALL HEALTHCARE (UK) LTD,Redacted,1332249,N/A,Not yet available,2018-09-06,23635099,1,1750.00,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-09-30,ADULTS,P,Public Health,LEGRAND ELECTRIC LIMITED T/A LEGRAND ASSISTED LIVING & HEALTHCARE,Redacted,00115834,N/A,Not yet available,2018-09-06,23635020,1,2052.36,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2018-09-30,ADULTS,P,Public Health,TUNSTALL HEALTHCARE (UK) LTD,Redacted,1332249,N/A,Not yet available,2018-08-01,23616535,1,2525.65,Nil,Adaptations,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
