Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
People,Adult Social Care,Revenue Expenditure,2019-04-30,18 SEA VIEW VILLAS,7770653,revenue,1MK34,Shared Lives - Adult LD,1570.80
People,Adult Social Care,Revenue Expenditure,2019-04-03,18 SEA VIEW VILLAS,7751813,revenue,1MK34,Shared Lives - Adult LD,1570.80
Operations & Reg Services,Community Hubs,Revenue Expenditure,2019-04-01,220 SOFT LIMITED,7732242,revenue,1EJ13,Stock Services,500.00
HRA Expenditure,General Management,Revenue Expenditure,2019-04-12,3E CONSULTING ENGINEERS LTD,7742516,revenue,1HRA3,Misc Feasibility Study/Survey,795.00
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-15,A&J KEITH LTD,7759940,revenue,1KBRM,Sub Contractors R & M,121835.42
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-15,A&J KEITH LTD,7759939,revenue,1KBRM,Sub Contractors R & M,97717.42
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-15,A&J KEITH LTD,7759921,revenue,1KVWC,Minor Works Contracts,131365.84
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-23,A&J KEITH LTD,7750308,revenue,1KVEE,Electrical Stand Alone Works,310.00
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-23,A&J KEITH LTD,7750322,revenue,1KVEE,Electrical Stand Alone Works,600.00
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-23,A&J KEITH LTD,7750321,revenue,1KVEE,Electrical Stand Alone Works,280.00
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-23,A&J KEITH LTD,7750323,revenue,1KVEE,Electrical Stand Alone Works,275.00
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-23,A&J KEITH LTD,7750312,revenue,1KVEE,Electrical Stand Alone Works,310.00
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-23,A&J KEITH LTD,7750293,revenue,1KVEE,Electrical Stand Alone Works,850.00
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-23,A&J KEITH LTD,7750291,revenue,1KVEE,Electrical Stand Alone Works,1100.00
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-23,A&J KEITH LTD,7750311,revenue,1KVEE,Electrical Stand Alone Works,440.00
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-16,A&J KEITH LTD,7760916,revenue,1KBRM,Sub Contractors R & M,244347.37
Operations & Reg Services,Community Hubs,Revenue Expenditure,2019-04-04,A&S LOCKSMITHS,7744144,revenue,1KL6F,General Expenditure - East,701.20
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-04-26,A&S LOCKSMITHS,7768305,revenue,1KVWC,Minor Works Contracts,382.28
Place,Commercial Dev & Property,Revenue Expenditure,2019-04-08,A&S LOCKSMITHS,7754559,revenue,1DT15,Chillingham Rd Ind Est,629.33
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,2019-04-18,AA GLOBAL LANGUAGES SERVICES LTD,7762964,revenue,1FT08,Translation Unit,145.00
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,2019-04-26,AA GLOBAL LANGUAGES SERVICES LTD,7763341,revenue,1FT08,Translation Unit,95.00
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,2019-04-10,AA GLOBAL LANGUAGES SERVICES LTD,7748961,revenue,1FT08,Translation Unit,127.00
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,2019-04-25,AA GLOBAL LANGUAGES SERVICES LTD,7763338,revenue,1FT08,Translation Unit,75.00
People,Children's Social Care,Revenue Expenditure,2019-04-18,AA GLOBAL LANGUAGES SERVICES LTD,7762964,revenue,1MD62,Support to LAC,245.00
People,Children's Social Care,Revenue Expenditure,2019-04-18,AA GLOBAL LANGUAGES SERVICES LTD,7762964,revenue,1MD68,Legal Fees Care,25.00
People,Children's Social Care,Revenue Expenditure,2019-04-26,AA GLOBAL LANGUAGES SERVICES LTD,7763341,revenue,1MD68,Legal Fees Care,2391.00
People,Children's Social Care,Revenue Expenditure,2019-04-10,AA GLOBAL LANGUAGES SERVICES LTD,7748961,revenue,1MD62,Support to LAC,198.00
People,Children's Social Care,Revenue Expenditure,2019-04-10,AA GLOBAL LANGUAGES SERVICES LTD,7748961,revenue,1MD67,S17 Children in Need,69.00
People,Children's Social Care,Revenue Expenditure,2019-04-10,AA GLOBAL LANGUAGES SERVICES LTD,7748961,revenue,1MD68,Legal Fees Care,1688.00
People,Children's Social Care,Revenue Expenditure,2019-04-25,AA GLOBAL LANGUAGES SERVICES LTD,7763338,revenue,1MD68,Legal Fees Care,4778.00
People,Education,Revenue Expenditure,2019-04-26,AA GLOBAL LANGUAGES SERVICES LTD,7763341,revenue,1E296,16-19 Bursary Scheme,35.00
Resources,Financial Services,Revenue Expenditure,2019-04-18,AA GLOBAL LANGUAGES SERVICES LTD,7762964,revenue,1CR01,Revs and Bens Supp&Svs,609.00
Operations & Regulatory Services,Operations,Revenue Expenditure,2019-04-04,AAA CHEMICALS LTD,7753034,revenue,3KES1,Fleetmaster Stores Account,968.00
People,Education,Revenue Expenditure,2019-04-25,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,7761635,revenue,1EA15,Newcastle City Learning Main,405.00
People,Education,Revenue Expenditure,2019-04-25,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,7767454,revenue,1EA15,Newcastle City Learning Main,690.00
People,Adult Social Care,Revenue Expenditure,2019-04-16,ABBEYFIELD CASTLE FARM,7760781,revenue,1MG20,Residential Care OP,7311.30
People,Adult Social Care,Revenue Expenditure,2019-04-16,ABBEYFIELD THE GROVE,7760772,revenue,1MG20,Residential Care OP,7411.41
People,Adult Social Care,Revenue Expenditure,2019-04-16,ABBEYMOOR LIFEWAYS,7760832,revenue,1MH10,Nursing Care PD,3502.84
People,Adult Social Care,Revenue Expenditure,2019-04-16,ABBEYMOOR LIFEWAYS,7760832,revenue,1MM10,Nursing Care MH,7054.84
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763866,revenue,1KJ94,Security Services Delegated,455.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763885,revenue,1KJ94,Security Services Delegated,592.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763870,revenue,1KJ94,Security Services Delegated,503.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763887,revenue,1KJ94,Security Services Delegated,503.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763888,revenue,1KJ94,Security Services Delegated,587.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763864,revenue,1KJ94,Security Services Delegated,278.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763863,revenue,1KJ94,Security Services Delegated,324.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763872,revenue,1KJ94,Security Services Delegated,424.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763875,revenue,1KJ94,Security Services Delegated,490.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763891,revenue,1KJ94,Security Services Delegated,272.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763879,revenue,1KJ94,Security Services Delegated,455.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763886,revenue,1KJ94,Security Services Delegated,467.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2019-04-03,ABEL ALARM COMPANY LTD,7751635,revenue,1KE27,Bereavement Services Overhead,987.00
People,Inclusion Comm & Procurement,Revenue Expenditure,2019-04-18,ABEL ALARM COMPANY LTD,7763903,revenue,1EEK1,Community Family Hub - Central,448.00
People,Adult Social Care,Revenue Expenditure,2019-04-09,ABSOLUTE QUALITY CARE,7755276,revenue,1MG51,Home Care-Personal OP,20833.20
People,Adult Social Care,Revenue Expenditure,2019-04-09,ABSOLUTE QUALITY CARE,7755276,revenue,1MH50,Home Care PD,6938.65
People,Adult Social Care,Revenue Expenditure,2019-04-09,ABSOLUTE QUALITY CARE,7755276,revenue,1MK51,Home Care LD,1357.80
People,Adult Social Care,Revenue Expenditure,2019-04-09,ABSOLUTE QUALITY CARE,7755276,revenue,1MM50,Home Care MH,299.30
