Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-10-27,18 SEA VIEW VILLAS,8444573,revenue,1MK34,Shared Lives - Adult LD,1696
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-10-13,A WILDERNESS WAY,8435596,revenue,1MC02,Ind Sector Placements,29800.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-10-13,A WILDERNESS WAY,8435597,revenue,1MC02,Ind Sector Placements,27200.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-10-14,A&J KEITH LTD,8436214,revenue,1KVWC,Minor Works Contracts,67966.78
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-10-14,A&J KEITH LTD,8436213,revenue,1KVWC,Minor Works Contracts,36922.47
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-10-12,A&J KEITH LTD,8434656,revenue,1KBRM,Sub Contractors R & M,3977.38
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-10-12,A&J KEITH LTD,8434119,revenue,1KBRM,Sub Contractors R & M,48267.87
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-10-12,A&J KEITH LTD,8434117,revenue,1KR20,M&E Electrical,27072.61
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-10-12,A&J KEITH LTD,8434118,revenue,1KR20,M&E Electrical,240269.81
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-10-13,A1 FOSTER CARE,8435573,revenue,1MC22,IND Sector Foster Carer Costs,4560
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-10-12,ABBEYFIELD CASTLE FARM,8434743,revenue,1MG20,Residential Care OP,8172.84
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-10-12,ABBEYFIELD THE GROVE,8434734,revenue,1MG20,Residential Care OP,10897.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-10-12,ABBEYMOOR,8434744,revenue,1MH10,Nursing Care PD,6078.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-10-12,ABBEYMOOR LIFEWAYS,8434781,revenue,1MH10,Nursing Care PD,6078.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-10-12,ABBEYMOOR LIFEWAYS,8434781,revenue,1MM20,Residential Care MH,6248.72
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-10-04,ABSOLUTE QUALITY CARE,8428541,revenue,1MG50,Home Care-Spot Purchased OP,18944.98
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-10-04,ABSOLUTE QUALITY CARE,8428541,revenue,1MH50,Home Care PD,3512.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-10-04,ABSOLUTE QUALITY CARE,8428541,revenue,1MK51,Home Care LD,2044.76
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-10-04,ABSOLUTE QUALITY CARE,8428541,revenue,1MM50,Home Care MH,461.72
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-10-04,ABSOLUTE QUALITY CARE,8428474,revenue,1MK50,Supported Living LD,9431.08
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-10-18,ABSOLUTE QUALITY CARE,8437527,revenue,1MD66,CWD Care Packages,1950.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-10-29,ABSOLUTE QUALITY CARE,8445505,revenue,1MD66,CWD Care Packages,1590
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2021-10-07,ACADEMIA LTD,8422710,revenue,1MX01,Welford Resource Centre LD,251.5
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-10-15,ACCESS UK LTD,8423105,revenue,1KB00,Head of Citybuild,450
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-10-13,ACCESS UK LTD,8423102,revenue,1KB00,Head of Citybuild,1050
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-10-26,ACCOUNTABILITY,8443376,revenue,1MG40,Direct Payments OP,2837.64
Operations & Reg Services,Operations,Revenue Expenditure,2021-10-08,ACP,8422185,revenue,1KENB,Fleet Workshops OH,408.25
Operations & Reg Services,Operations,Revenue Expenditure,2021-10-08,ACP,8422186,revenue,1KENB,Fleet Workshops OH,423
Operations & Reg Services,Operations,Revenue Expenditure,2021-10-08,ACP,8422184,revenue,1KESW,Fleet & Maintce Internal SLA,3909.15
Operations & Reg Services,Operations,Revenue Expenditure,2021-10-22,ACP,8436860,revenue,1KENB,Fleet Workshops OH,724.77
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-10-25,ACP,8438930,revenue,1KR01,Responsive Maintenance,2694.5
