Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
People,Adult Social Care,Revenue Expenditure,2019-06-27,18 SEA VIEW VILLAS,7811328,revenue,1MK34,Shared Lives - Adult LD,1570.8
Operations & Reg Services,Environment&Public Protection,Revenue Expenditure,2019-06-05,4-5 GRAYS INN SQUARE LTD,7781964,revenue,1D540,District Function,1500
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-06-09,A&J KEITH LTD,7798382,revenue,1KBRM,Sub Contractors R & M,278249.48
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-06-09,A&J KEITH LTD,7798376,revenue,1KBRM,Sub Contractors R & M,35787.91
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2019-06-23,A&J KEITH LTD,7809835,revenue,1KVWC,Minor Works Contracts,91913.36
Operations & Reg Services,Parking,Revenue Expenditure,2019-06-13,A&S LOCKSMITHS,7800098,revenue,1V204,Car Parking Infrastructure,354.56
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,2019-06-26,AA GLOBAL LANGUAGES SERVICES LTD,7802979,revenue,1FT08,Translation Unit,120
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,2019-06-12,AA GLOBAL LANGUAGES SERVICES LTD,7798987,revenue,1FT08,Translation Unit,172
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,2019-06-12,AA GLOBAL LANGUAGES SERVICES LTD,7798989,revenue,1FT08,Translation Unit,122
People,Adult Social Care,Revenue Expenditure,2019-06-26,AA GLOBAL LANGUAGES SERVICES LTD,7802979,revenue,1MG02,Community Health & Social Care,259
People,Children's Social Care,Revenue Expenditure,2019-06-26,AA GLOBAL LANGUAGES SERVICES LTD,7802979,revenue,1MD62,Support to LAC,233
