Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2021-02-16,18 SEA VIEW VILLAS,8254817,revenue,1MK34,Shared Lives - Adult LD,1696
Resources,ICT,Revenue Expenditure,2021-02-12,4NET TECHNOLOGIES LTD,8251913,revenue,1CC24,Telecoms,21742
Place,Fairer Housing Unit,Capital Expenditure,2021-02-04,A & G JOINERY AND BUILDING,8244295,Capital,2N101,Capital Grants,6186.58
Place,Fairer Housing Unit,Capital Expenditure,2021-02-04,A & G JOINERY AND BUILDING,8244292,Capital,2N101,Capital Grants,5011.41
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-02-01,A WILDERNESS WAY,8241431,revenue,1MC02,Ind Sector Placements,48957.14
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-02-19,A&J KEITH LTD,8258144,revenue,1KBRM,Sub Contractors R & M,31994.41
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-02-19,A&J KEITH LTD,8258147,revenue,1KR20,M&E Electrical,40685.72
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-02-18,A&J KEITH LTD,8257126,revenue,1KVWC,Minor Works Contracts,2371.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-02-04,A&J KEITH LTD,8244569,revenue,1KBRM,Sub Contractors R & M,37891.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-02-10,A&J KEITH LTD,8250234,revenue,1KR20,M&E Electrical,227157.51
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-02-10,A&J KEITH LTD,8250283,revenue,1KR20,M&E Electrical,111155.37
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-02-11,A&J KEITH LTD,8251087,revenue,1KVWC,Minor Works Contracts,93553.76
Place,Commercial Dev & Property,Revenue Expenditure,2021-02-05,A&S LOCKSMITHS,8245174,revenue,1DT10,Riversdales Court Ind Est,669.74
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-02-01,A1 FOSTER CARE,8241404,revenue,1MC22,IND Sector Foster Carer Costs,7920
"Children, Education and Skills",Education,Revenue Expenditure,2021-02-18,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8236941,revenue,1EA15,Newcastle City Learning Main,1261
"Children, Education and Skills",Education,Revenue Expenditure,2021-02-26,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8257854,revenue,1EA15,Newcastle City Learning Main,700
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-02-02,ABBEYFIELD CASTLE FARM,8243036,revenue,1MG20,Residential Care OP,10683.52
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-02-02,ABBEYFIELD THE GROVE,8243027,revenue,1MG20,Residential Care OP,13163.62
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-02-02,ABBEYMOOR,8243037,revenue,1MH10,Nursing Care PD,6078.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-02-02,ABBEYMOOR LIFEWAYS,8243074,revenue,1MH10,Nursing Care PD,6078.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-02-02,ABBEYMOOR LIFEWAYS,8243074,revenue,1MM10,Nursing Care MH,4554.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-02-12,ABBOTT TOXICOLOGY LTD,8251769,revenue,1MD68,Legal Fees Care,716
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-02-19,ABILITY SMART,8257917,revenue,1MB20,ASC Training,2211
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-02-22,ABSOLUTE QUALITY CARE,8259021,revenue,1MG50,Home Care-Spot Purchased OP,22967.13
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-02-22,ABSOLUTE QUALITY CARE,8259021,revenue,1MH50,Home Care PD,2134.72
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-02-22,ABSOLUTE QUALITY CARE,8259021,revenue,1MK51,Home Care LD,1552.32
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-02-22,ABSOLUTE QUALITY CARE,8259021,revenue,1MM50,Home Care MH,452.76
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-02-22,ABSOLUTE QUALITY CARE,8258984,revenue,1MK50,Supported Living LD,9246.16
Resources,Financial Services,Revenue Expenditure,2021-02-15,ACCESS INDEPENDENT,8251765,revenue,1CS00,Revs and Bens Staffing,646
Resources,Financial Services,Revenue Expenditure,2021-02-15,ACCESS INDEPENDENT,8251764,revenue,1CS00,Revs and Bens Staffing,1020
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-02-16,ACCOUNTABILITY,8254351,revenue,1MH40,Direct Payments PD,2782
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-02-23,ACORN DAIRY,8242991,revenue,1KFX2,School Meals Overhead,4592.25
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-02-02,ACORN DAIRY,8242993,revenue,1KFX2,School Meals Overhead,10030.5
Operations & Reg Services,Operations,Revenue Expenditure,2021-02-15,ACP,8233545,revenue,1KENB,Fleet Workshops OH,619.98
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-02-01,ACTION FOR CHILDREN,8241417,revenue,1MC13,Post 18 Staying Put,1360
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-02-01,ACTION FOR CHILDREN,8241417,revenue,1MC22,IND Sector Foster Carer Costs,3280
