Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2021-04-13,18 SEA VIEW VILLAS,8306006,revenue,1MK34,Shared Lives - Adult LD,1696
Resources,ICT,Revenue Expenditure,2021-04-09,1SPATIAL GROUP LTD,8296313,revenue,1CX50,Technical Refresh,282.2
Resources,ICT,Revenue Expenditure,2021-04-26,4NET TECHNOLOGIES LTD,8314221,revenue,1CC24,Telecoms,3737.51
Resources,ICT,Revenue Expenditure,2021-04-26,4NET TECHNOLOGIES LTD,8314222,revenue,1CC24,Telecoms,3752.03
Resources,ICT,Revenue Expenditure,2021-04-30,4NET TECHNOLOGIES LTD,8314223,revenue,1CC24,Telecoms,3766.32
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-04-26,A WILDERNESS WAY,8314846,revenue,1MC02,Ind Sector Placements,29800
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-04-26,A WILDERNESS WAY,8314847,revenue,1MC02,Ind Sector Placements,67028.57
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-04-01,A&J KEITH LTD,8300162,revenue,1KVWC,Minor Works Contracts,215383.28
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-04-15,A&J KEITH LTD,8308231,revenue,1KBRM,Sub Contractors R & M,38935.34
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-04-15,A&J KEITH LTD,8308232,revenue,1KR20,M&E Electrical,489764.70
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-04-15,A&J KEITH LTD,8308235,revenue,1KR20,M&E Electrical,110403
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-04-23,A&J KEITH LTD,8307301,revenue,1KR21,M&E Gas Servicing,298
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-04-26,A1 FOSTER CARE,8314772,revenue,1MC22,IND Sector Foster Carer Costs,5400
"Children, Education and Skills",Education,Revenue Expenditure,2021-04-23,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8307535,revenue,1EA15,Newcastle City Learning Main,456.00
"Children, Education and Skills",Education,Revenue Expenditure,2021-04-14,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8307595,revenue,1EA15,Newcastle City Learning Main,783.00
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-04-27,ABBEYFIELD CASTLE FARM,8317914,revenue,1MG20,Residential Care OP,10683.52
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-04-27,ABBEYFIELD THE GROVE,8317905,revenue,1MG20,Residential Care OP,10683.52
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-04-27,ABBEYMOOR,8317915,revenue,1MH10,Nursing Care PD,6078.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-04-27,ABBEYMOOR LIFEWAYS,8317954,revenue,1MH10,Nursing Care PD,12327.4
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-04-27,ABBEYMOOR LIFEWAYS,8317954,revenue,1MM10,Nursing Care MH,24362
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-04-20,ABEL ALARM COMPANY LTD,8312211,revenue,1KJ94,Security Services Delegated,503.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-04-20,ABEL ALARM COMPANY LTD,8312225,revenue,1KJ94,Security Services Delegated,587
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-04-20,ABEL ALARM COMPANY LTD,8312222,revenue,1KJ94,Security Services Delegated,278.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-04-20,ABEL ALARM COMPANY LTD,8312221,revenue,1KJ94,Security Services Delegated,424.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-04-20,ABEL ALARM COMPANY LTD,8312213,revenue,1KJ94,Security Services Delegated,490
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-04-20,ABEL ALARM COMPANY LTD,8312228,revenue,1KJ94,Security Services Delegated,455.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-04-20,ABEL ALARM COMPANY LTD,8310985,revenue,1KJ94,Security Services Delegated,467.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-04-28,ABEL ALARM COMPANY LTD,8320473,revenue,1KJ94,Security Services Delegated,455
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-04-28,ABEL ALARM COMPANY LTD,8320474,revenue,1KJ94,Security Services Delegated,592.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-04-28,ABEL ALARM COMPANY LTD,8320475,revenue,1KJ94,Security Services Delegated,503
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-04-28,ABEL ALARM COMPANY LTD,8312218,revenue,1KJ94,Security Services Delegated,272
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-04-19,ABSOLUTE QUALITY CARE,8310799,revenue,1MG50,Home Care-Spot Purchased OP,17663.01
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-04-19,ABSOLUTE QUALITY CARE,8310799,revenue,1MH50,Home Care PD,2134.72
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-04-19,ABSOLUTE QUALITY CARE,8310799,revenue,1MK51,Home Care LD,1552.32
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-04-19,ABSOLUTE QUALITY CARE,8310799,revenue,1MM50,Home Care MH,452.76
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-04-19,ABSOLUTE QUALITY CARE,8310823,revenue,1MK50,Supported Living LD,9246.16
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-04-13,ACCOUNTABILITY,8306360,revenue,1MH40,Direct Payments PD,2782.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-04-30,ACORN DAIRY,8307672,revenue,1KFX2,School Meals Overhead,13083.5
Operations & Reg Services,Operations,Revenue Expenditure,2021-04-16,ACP,8309345,revenue,1KESW,Fleet & Maintce Internal SLA,3770.1
Resources,Business Management,Revenue Expenditure,2021-04-30,ACP,8322120,revenue,1KSCD,External Vehicle Tracking,1752.9
Resources,Business Management,Revenue Expenditure,2021-04-16,ACP,8309345,revenue,1KSCD,External Vehicle Tracking,1436.4
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-04-30,ACROL AIR CONDITIONING CO LTD,8322268,revenue,1KVEM,Mechanical Stand Alone Works,2122.02
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-04-01,ACROL AIR CONDITIONING CO LTD,8300005,revenue,1KVEM,Mechanical Stand Alone Works,10532.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-04-01,ACROL AIR CONDITIONING CO LTD,8299945,revenue,1KVEM,Mechanical Stand Alone Works,473.50
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-04-26,ACTION FOR CHILDREN,8314785,revenue,1MC13,Post 18 Staying Put,2752.4
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-04-23,ACTION FOR CHILDREN,8299188,revenue,1MB04,Childrens Standards Unit,3716.68
"Children, Education and Skills",Early Help and Family Support,Revenue Expenditure,2021-04-08,ACTION FOR CHILDREN,8303200,revenue,1EEG3,CFH - Commission,200732.81
"Children, Education and Skills",Early Help and Family Support,Revenue Expenditure,2021-04-14,ACTION FOR CHILDREN,8297768,revenue,1EEK1,Community Family Hub - Central,1440.00
