Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
People,Adult Social Care,Revenue Expenditure,2019-11-15,18 SEA VIEW VILLAS,7913666,revenue,1MK34,Shared Lives - Adult LD,1600
Place,Transport,Revenue Expenditure,2019-11-27,360 RI LTD,7923301,revenue,1KE09,City Bridge,2250
Operations & Reg Services,Environment&Public Protection,Revenue Expenditure,2019-11-21,4-5 GRAYS INN SQUARE LTD,7917980,revenue,1D540,District Function,1500
Place,Commercial Dev & Property,Revenue Expenditure,2019-11-01,A T F RETAIL LTD,7903832,revenue,1DV04,Saville Row,450
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,2019-11-27,A&J KEITH LTD,7912662,revenue,1KVWC,Minor Works Contracts,4413
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,2019-11-12,A&J KEITH LTD,7911564,revenue,1KBRM,Sub Contractors R & M,221262.08
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,2019-11-28,A&J KEITH LTD,7924546,revenue,1KBRM,Sub Contractors R & M,50000
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,2019-11-07,A&J KEITH LTD,7908272,revenue,1KVWC,Minor Works Contracts,66599.57
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,2019-11-07,A&J KEITH LTD,7908276,revenue,1KVWC,Minor Works Contracts,10462.74
Operations & Reg Services,Building Commercial Enterprise,Revenue Expenditure,2019-11-14,A&J KEITH LTD,7912671,revenue,1KBRM,Sub Contractors R & M,7039.63
Place,Commercial Dev & Property,Revenue Expenditure,2019-11-13,A&S LOCKSMITHS,7912378,revenue,1DZ19,Corner Shops,261.21
Assistant Chief Executive,Communication Services,Revenue Expenditure,2019-11-21,AA GLOBAL LANGUAGES SERVICES LTD,7917779,revenue,1FT08,Translation Unit,150
Assistant Chief Executive,Communication Services,Revenue Expenditure,2019-11-18,AA GLOBAL LANGUAGES SERVICES LTD,7914415,revenue,1FT08,Translation Unit,120
People,Children's Social Care,Revenue Expenditure,2019-11-21,AA GLOBAL LANGUAGES SERVICES LTD,7917779,revenue,1MD62,Support to LAC,147
People,Children's Social Care,Revenue Expenditure,2019-11-21,AA GLOBAL LANGUAGES SERVICES LTD,7917779,revenue,1MD67,S17 Children in Need,350
People,Children's Social Care,Revenue Expenditure,2019-11-21,AA GLOBAL LANGUAGES SERVICES LTD,7917779,revenue,1MD68,Legal Fees Care,79
People,Children's Social Care,Revenue Expenditure,2019-11-21,AA GLOBAL LANGUAGES SERVICES LTD,7917779,revenue,1MF01,16+ Team (YP),35
People,Children's Social Care,Revenue Expenditure,2019-11-18,AA GLOBAL LANGUAGES SERVICES LTD,7914415,revenue,1MD67,S17 Children in Need,336
