Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
People,Adult Social Care,Revenue Expenditure,2018-10-16,18 SEA VIEW VILLAS,7620312,revenue,1MK34,Shared Lives - Adult LD,1540
People,Children's Social Care,Revenue Expenditure,2018-10-15,A SIGNIFICANT OTHER LTD,7619376,revenue,1MC02,Ind Sector Placements,25707.14
People,Children's Social Care,Revenue Expenditure,2018-10-15,A SIGNIFICANT OTHER LTD,7619377,revenue,1MC02,Ind Sector Placements,11800
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-10-10,A&J KEITH LTD,7615456,revenue,1KBRM,Sub Contractors R & M,10836.75
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-10-10,A&J KEITH LTD,7615466,revenue,1KBRM,Sub Contractors R & M,137544.11
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-12,A&J KEITH LTD,7618120,revenue,1DR03,Grainger Market,4866
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-10-26,A&J KEITH LTD,7619199,revenue,1KVEE,Electrical Stand Alone Works,7440
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-10-18,A&J KEITH LTD,7622107,revenue,1KVEE,Electrical Stand Alone Works,420
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-10-26,A&J KEITH LTD,7624091,revenue,1KVEE,Electrical Stand Alone Works,2600
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-10-24,A&J KEITH LTD,7627583,revenue,1KVWC,Minor Works Contracts,64152.46
Place,Commercial Dev & Property,Revenue Expenditure,2018-10-16,A&S LOCKSMITHS,7612265,revenue,1V075,Guildhall,718.3
Place,Commercial Dev & Property,Revenue Expenditure,2018-10-08,A&S LOCKSMITHS,7613966,revenue,1DQ99,S&M Management,266.07
Operations & Reg Services,Community Hubs,Revenue Expenditure,2018-10-26,A&S LOCKSMITHS,7629601,revenue,1KL6A,Rangers Development Budget,364.2
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,2018-10-25,AA GLOBAL LANGUAGES SERVICES LTD,7628732,revenue,1FT08,Translation Unit,58
People,Adult Social Care,Revenue Expenditure,2018-10-25,AA GLOBAL LANGUAGES SERVICES LTD,7628732,revenue,1MG01,Care Management OP,250
People,Adult Social Care,Revenue Expenditure,2018-10-25,AA GLOBAL LANGUAGES SERVICES LTD,7628732,revenue,1MH01,Equipment Team,25
People,Children's Social Care,Revenue Expenditure,2018-10-25,AA GLOBAL LANGUAGES SERVICES LTD,7628732,revenue,1EM10,Youth offending Team,57
People,Children's Social Care,Revenue Expenditure,2018-10-25,AA GLOBAL LANGUAGES SERVICES LTD,7628732,revenue,1MD68,Legal Fees Care,70
Resources,Legal Services,Revenue Expenditure,2018-10-25,AA GLOBAL LANGUAGES SERVICES LTD,7628732,revenue,1FA51,Coroner,245
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-10-08,AAA CHEMICALS LTD,7613818,revenue,3KES1,Fleetmaster Stores Account,968
Public Health Service,Public Health,Revenue Expenditure,2018-10-19,ABBEY TOURS WORLD HEALTHY CITIES 2018,7613089,revenue,1ML01,PH - Public Health Main,500
People,Adult Social Care,Revenue Expenditure,2018-10-02,ABBEYFIELD CASTLE FARM,7610073,revenue,1MG20,Residential Care OP,4740.72
People,Adult Social Care,Revenue Expenditure,2018-10-30,ABBEYFIELD CASTLE FARM,7632717,revenue,1MG20,Residential Care OP,4740.72
People,Adult Social Care,Revenue Expenditure,2018-10-02,ABBEYFIELD THE GROVE,7610064,revenue,1MG20,Residential Care OP,4740.72
People,Adult Social Care,Revenue Expenditure,2018-10-30,ABBEYFIELD THE GROVE,7632708,revenue,1MG20,Residential Care OP,4740.72
People,Adult Social Care,Revenue Expenditure,2018-10-02,ABBEYMOOR LIFEWAYS,7610118,revenue,1MH10,Nursing Care PD,5176.64
People,Adult Social Care,Revenue Expenditure,2018-10-02,ABBEYMOOR LIFEWAYS,7610118,revenue,1MM10,Nursing Care MH,10392.64
People,Adult Social Care,Revenue Income,2018-10-02,ABBEYMOOR LIFEWAYS,7610118,revenue,1MH10,Nursing Care PD,343.4
People,Adult Social Care,Revenue Expenditure,2018-10-30,ABBEYMOOR LIFEWAYS,7632761,revenue,1MH10,Nursing Care PD,5176.64
People,Adult Social Care,Revenue Expenditure,2018-10-30,ABBEYMOOR LIFEWAYS,7632761,revenue,1MM10,Nursing Care MH,672.64
People,Adult Social Care,Revenue Income,2018-10-30,ABBEYMOOR LIFEWAYS,7632761,revenue,1MH10,Nursing Care PD,343.4
People,Adult Social Care,Revenue Expenditure,2018-10-23,ABSOLUTE QUALITY CARE,7626423,revenue,1MK50,Supported Living LD,1897.36
People,Adult Social Care,Revenue Expenditure,2018-10-23,ABSOLUTE QUALITY CARE,7626424,revenue,1MK50,Supported Living LD,1897.36
People,Adult Social Care,Revenue Expenditure,2018-10-24,ABSOLUTE QUALITY CARE,7627403,revenue,1MG51,Home Care-Personal OP,20952.23
People,Adult Social Care,Revenue Expenditure,2018-10-24,ABSOLUTE QUALITY CARE,7627403,revenue,1MH50,Home Care PD,9044.7
People,Adult Social Care,Revenue Expenditure,2018-10-24,ABSOLUTE QUALITY CARE,7627403,revenue,1MK51,Home Care LD,1372.4
People,Adult Social Care,Revenue Expenditure,2018-10-24,ABSOLUTE QUALITY CARE,7627403,revenue,1MM50,Home Care MH,372.3
People,Education Schools,Revenue Expenditure,2018-10-10,ACADEMY AT SHOTTON HALL,7616648,revenue,1E20A,SB Independent Schools,2396.25
People,Adult Social Care,Revenue Expenditure,2018-10-01,ACCOUNTABILITY,7609054,revenue,1MH40,Direct Payments PD,2782
People,Adult Social Care,Revenue Expenditure,2018-10-29,ACCOUNTABILITY,7631314,revenue,1MH40,Direct Payments PD,2782
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-23,ACORN DAIRY,7617281,revenue,1KFX2,School Meals Overhead,12840.25
People,Children's Social Care,Revenue Expenditure,2018-10-15,ACORN HOUSE,7619213,revenue,1MC22,IND Sector Foster Carer Costs,16285.71
People,Children's Social Care,Revenue Expenditure,2018-10-15,ACORN HOUSE,7619214,revenue,1MC22,IND Sector Foster Carer Costs,3040
Operations & Reg Services,Operations,Revenue Expenditure,2018-10-23,ACP,7617324,revenue,1KENB,Fleet Workshops OH,815.04
Operations & Reg Services,Operations,Revenue Expenditure,2018-10-26,ACP,7628756,revenue,1KESW,Fleet SLA Costs & Income,3729.4
Resources,Business Management (Res),Revenue Expenditure,2018-10-26,ACP,7628756,revenue,1KSCD,External Vehicle Tracking,1408.4
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-10-23,ACROL AIR CONDITIONING CO LTD,7617282,revenue,1KVWC,Minor Works Contracts,622.5
People,Inclusion Comm & Procurement,Revenue Expenditure,2018-10-04,ACTION FOR CHILDREN,7611811,revenue,1EEG1,Community Family Hub - West,19000
People,Children's Social Care,Revenue Expenditure,2018-10-08,ACTION FOR CHILDREN,7613137,revenue,1MC21,Fostering Unit,1194
People,Children's Social Care,Revenue Expenditure,2018-10-15,ACTION FOR CHILDREN,7619241,revenue,1MC22,IND Sector Foster Carer Costs,22571.43
People,Children's Social Care,Revenue Expenditure,2018-10-15,ACTIVE ARK,7619372,revenue,1MC02,Ind Sector Placements,18620
Assistant Chief Executive,Democratic Services,Revenue Expenditure,2018-10-25,ADARE LTD,7621123,revenue,1FL01,Electoral Registration Unit,2334.05
Assistant Chief Executive,Democratic Services,Revenue Expenditure,2018-10-22,ADARE LTD,7621124,revenue,1FL01,Electoral Registration Unit,8194.31
Assistant Chief Executive,Democratic Services,Revenue Expenditure,2018-10-17,ADARE LTD,7621125,revenue,1FL01,Electoral Registration Unit,3946.43
Assistant Chief Executive,Democratic Services,Revenue Expenditure,2018-10-17,ADARE LTD,7621126,revenue,1FL01,Electoral Registration Unit,773.5
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-10-23,ADC ELECTRICAL CO LTD(F),7612890,revenue,1KR8L,Wide District Heating,820
People,Adult Social Care,Revenue Expenditure,2018-10-16,ADEN HOUSE,7620387,revenue,1MG10,Nursing Care OP,2012.16
People,Adult Social Care,Revenue Income,2018-10-16,ADEN HOUSE,7620387,revenue,1MG10,Nursing Care OP,1083.36
People,Adult Social Care,Revenue Expenditure,2018-10-29,ADL SMARTCARE LTD,7630824,revenue,1MX20,Care Act,2600
Operations & Reg Services,Environment&Public Protection,Revenue Income,2018-10-15,ADMIRAL TAVERNS LTD,7618557,revenue,1D509,Late Night Levy,377.7
People,Children's Social Care,Revenue Expenditure,2018-10-29,ADOPTION MATTERS,7630776,revenue,1MF13,Adoption Support Fund,653
Place,Commercial Dev & Property,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7622263,revenue,1KKX1,Civic Centre Direct Costs,1102.19
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7630981,revenue,1KJ94,Security Services Delegated,710.34
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7630982,revenue,1KJ94,Security Services Delegated,671.43
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7630990,revenue,1KJ94,Security Services Delegated,636.95
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7630992,revenue,1KJ94,Security Services Delegated,394.28
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7630994,revenue,1KJ94,Security Services Delegated,600.32
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7630996,revenue,1KJ94,Security Services Delegated,951.45
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7630997,revenue,1KJ94,Security Services Delegated,970
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7630998,revenue,1KJ94,Security Services Delegated,702.49
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7630999,revenue,1KJ94,Security Services Delegated,923.49
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631001,revenue,1KJ94,Security Services Delegated,956.33
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631002,revenue,1KJ94,Security Services Delegated,464.27
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631003,revenue,1KJ94,Security Services Delegated,436.91
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631004,revenue,1KJ94,Security Services Delegated,988.31
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631006,revenue,1KJ94,Security Services Delegated,272.12
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631009,revenue,1KJ94,Security Services Delegated,804.62
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631013,revenue,1KJ94,Security Services Delegated,281.75
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631016,revenue,1KJ94,Security Services Delegated,528.06
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631017,revenue,1KJ94,Security Services Delegated,337.96
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631018,revenue,1KJ94,Security Services Delegated,656.86
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631020,revenue,1KJ94,Security Services Delegated,788.64
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631021,revenue,1KJ94,Security Services Delegated,664.35
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631022,revenue,1KJ94,Security Services Delegated,1508.08
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631024,revenue,1KJ94,Security Services Delegated,309.79
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-29,ADT FIRE & SECURITY,7631026,revenue,1KJ94,Security Services Delegated,330.86
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-30,ADT FIRE & SECURITY,7633097,revenue,1KJ94,Security Services Delegated,2515.94
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-30,ADT FIRE & SECURITY,7633098,revenue,1KJ94,Security Services Delegated,1136.51
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-30,ADT FIRE & SECURITY,7633099,revenue,1KJ94,Security Services Delegated,1615.97
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-30,ADT FIRE & SECURITY,7633100,revenue,1KJ94,Security Services Delegated,1191.83
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-30,ADT FIRE & SECURITY,7633101,revenue,1KJ94,Security Services Delegated,1488.54
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-30,ADT FIRE & SECURITY,7633102,revenue,1KJ94,Security Services Delegated,1505.24
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-30,ADT FIRE & SECURITY,7633103,revenue,1KJ94,Security Services Delegated,1639.45
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-30,ADT FIRE & SECURITY,7633104,revenue,1KJ94,Security Services Delegated,2007.24
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-30,ADT FIRE & SECURITY,7633105,revenue,1KJ94,Security Services Delegated,1278.54
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-30,ADT FIRE & SECURITY,7633106,revenue,1KJ94,Security Services Delegated,1146.18
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-30,ADT FIRE & SECURITY,7633111,revenue,1KJ94,Security Services Delegated,2625.81
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-10-30,ADT FIRE & SECURITY,7633117,revenue,1KJ94,Security Services Delegated,1165.86
