Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2021-06-08,18 SEA VIEW VILLAS,8349933,revenue,1MK34,Shared Lives - Adult LD,1696
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-06-01,3E CONSULTING ENGINEERS LTD,8345114,revenue,1KR01,Responsive Maintenance,375
Resources,ICT,Revenue Expenditure,2021-06-10,4NET TECHNOLOGIES LTD,8351184,revenue,1CC24,Telecoms,3790.74
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-06-21,A WILDERNESS WAY,8359336,revenue,1MC02,Ind Sector Placements,29800
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-06-21,A WILDERNESS WAY,8359337,revenue,1MC02,Ind Sector Placements,27200.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-06-11,A&J KEITH LTD,8341227,revenue,1KVEE,Electrical Stand Alone Works,5341.25
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-06-10,A&J KEITH LTD,8351224,revenue,1KBRM,Sub Contractors R & M,48862.90
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-06-10,A&J KEITH LTD,8351217,revenue,1KR20,M&E Electrical,29502.92
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-06-10,A&J KEITH LTD,8351227,revenue,1KR20,M&E Electrical,307765.47
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-06-10,A&J KEITH LTD,8351315,revenue,1KVWC,Minor Works Contracts,50099.06
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-06-01,A&J KEITH LTD,8345086,revenue,1KVWC,Minor Works Contracts,34934.92
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-06-21,A1 FOSTER CARE,8359312,revenue,1MC22,IND Sector Foster Carer Costs,4560
Operations & Regulatory Services,Operations,Revenue Expenditure,2021-06-07,AAA CHEMICALS LTD,8337048,revenue,3KES1,Fleetmaster Stores Account,968.00
"Children, Education and Skills",Education,Revenue Expenditure,2021-06-18,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8352587,revenue,1EA15,Newcastle City Learning Main,282
