Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
People,Adult Social Care,Revenue Expenditure,2018-12-11,18 SEA VIEW VILLAS,7665029,revenue,1MK34,Shared Lives - Adult LD,1540
People,Children's Social Care,Revenue Expenditure,2018-12-06,1AB TAXIS LTD,7662736,revenue,1MD62,Support to LAC,1673.9
HRA Expenditure,General Management,Revenue Expenditure,2018-12-03,4-5 GRAYS INN SQUARE,7659208,revenue,1HRA1,HRA-General,980
People,Children's Social Care,Revenue Expenditure,2018-12-10,A SIGNIFICANT OTHER LTD,7664221,revenue,1MC02,Ind Sector Placements,11800
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-12-18,A&J KEITH LTD,7670447,revenue,1KBRM,Sub Contractors R & M,105140.94
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-12-12,A&J KEITH LTD,7666588,revenue,1KBRM,Sub Contractors R & M,154058.46
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-12-12,A&J KEITH LTD,7665975,revenue,1KVWC,Minor Works Contracts,96589.87
Assistant Chief Executive,"Policy, Comms and Performance",Revenue Expenditure,2018-12-27,AA GLOBAL LANGUAGES SERVICES LTD,7677543,revenue,1FT08,Translation Unit,98
People,Adult Social Care,Revenue Expenditure,2018-12-27,AA GLOBAL LANGUAGES SERVICES LTD,7677543,revenue,1MK01,LDA Insights,740
People,Children's Social Care,Revenue Expenditure,2018-12-20,AA GLOBAL LANGUAGES SERVICES LTD,7673893,revenue,1MD68,Legal Fees Care,5985
People,Children's Social Care,Revenue Expenditure,2018-12-27,AA GLOBAL LANGUAGES SERVICES LTD,7677543,revenue,1MD67,S17 Children in Need,88
People,Children's Social Care,Revenue Expenditure,2018-12-27,AA GLOBAL LANGUAGES SERVICES LTD,7677543,revenue,1MD68,Legal Fees Care,395
People,Education,Revenue Expenditure,2018-12-20,AA GLOBAL LANGUAGES SERVICES LTD,7673893,revenue,1E320,SEND APR Team,720
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-12-14,AAA CHEMICALS LTD,7668588,revenue,3KES1,Fleetmaster Stores Account,1210
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-12-14,AAA CHEMICALS LTD,7668589,revenue,3KES1,Fleetmaster Stores Account,726
People,Adult Social Care,Revenue Expenditure,2018-12-20,ABBEYFIELD CASTLE FARM,7673476,revenue,1MG20,Residential Care OP,4740.72
People,Adult Social Care,Revenue Expenditure,2018-12-20,ABBEYFIELD THE GROVE,7673460,revenue,1MG20,Residential Care OP,4740.72
People,Adult Social Care,Revenue Expenditure,2018-12-20,ABBEYMOOR,7673477,revenue,1MH20,Residential Care PD,873.41
People,Adult Social Care,Revenue Income,2018-12-20,ABBEYMOOR,7673477,revenue,1MH20,Residential Care PD,45.6
People,Adult Social Care,Revenue Expenditure,2018-12-20,ABBEYMOOR LIFEWAYS,7673532,revenue,1MH10,Nursing Care PD,2056.64
People,Adult Social Care,Revenue Expenditure,2018-12-20,ABBEYMOOR LIFEWAYS,7673532,revenue,1MM10,Nursing Care MH,7032.64
People,Adult Social Care,Revenue Expenditure,2018-12-18,ABSOLUTE QUALITY CARE,7670502,revenue,1MG51,Home Care-Personal OP,21412.48
People,Adult Social Care,Revenue Expenditure,2018-12-18,ABSOLUTE QUALITY CARE,7670502,revenue,1MH50,Home Care PD,8975.35
People,Adult Social Care,Revenue Expenditure,2018-12-18,ABSOLUTE QUALITY CARE,7670502,revenue,1MK51,Home Care LD,1029.3
People,Adult Social Care,Revenue Expenditure,2018-12-18,ABSOLUTE QUALITY CARE,7670502,revenue,1MM50,Home Care MH,328.5
People,Adult Social Care,Revenue Expenditure,2018-12-18,ABSOLUTE QUALITY CARE,7670461,revenue,1MK50,Supported Living LD,1897.36
People,Education Schools,Revenue Expenditure,2018-12-21,ACADEMY AT SHOTTON HALL,7674504,revenue,1E20A,SB Independent Schools,11667
Place,Major Projects,Capital Expenditure,2018-12-24,ACADEMY GEOMATICS LTD,7664276,Capital,2DP02,Devt Capital CC,1045
People,Adult Social Care,Revenue Expenditure,2018-12-24,ACCOUNTABILITY,7675666,revenue,1MH40,Direct Payments PD,2782
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2018-12-28,ACORN DAIRY,7678242,revenue,1KFX2,School Meals Overhead,14526
People,Children's Social Care,Revenue Expenditure,2018-12-10,ACORN HOUSE,7664174,revenue,1MC22,IND Sector Foster Carer Costs,5840
Operations & Reg Services,Operations,Revenue Expenditure,2018-12-03,ACP,7639171,revenue,1KENB,Fleet Workshops OH,775.04
Operations & Reg Services,Operations,Revenue Expenditure,2018-12-12,ACP,7666083,revenue,1KENB,Fleet Workshops OH,482.1
Resources,Business Management (Res),Revenue Expenditure,2018-12-06,ACP,7658531,revenue,1KSCD,External Vehicle Tracking,342.96
Place,Transport,Revenue Expenditure,2018-12-05,ACTAVO (UK) LTD,7647048,revenue,1KEMC,Highways,1100
People,Children's Social Care,Revenue Expenditure,2018-12-10,ACTION FOR CHILDREN,7664190,revenue,1MC22,IND Sector Foster Carer Costs,16160
People,Inclusion Comm & Procurement,Revenue Expenditure,2018-12-31,ACTION FOR CHILDREN,7679018,revenue,1EEG3,CFH - Commission,312078.13
People,Inclusion Comm & Procurement,Revenue Expenditure,2018-12-12,ACTION FOUNDATION,7666223,revenue,1VH16,Syrian Resettlement Scheme,3900
People,Children's Social Care,Revenue Expenditure,2018-12-10,ACTIVE ARK,7664218,revenue,1MC02,Ind Sector Placements,73815
People,Children's Social Care,Revenue Expenditure,2018-12-10,ACTIVE ARK,7664217,revenue,1MC02,Ind Sector Placements,18620
Resources,Legal Services,Revenue Expenditure,2018-12-24,ACUME FORENSICS LTD,7667530,revenue,1FA51,Coroner,3369.36
People,Adult Social Care,Revenue Expenditure,2018-12-20,ADL SMARTCARE LTD,7673634,revenue,1MX20,Care Act,2600
Resources,Financial Services,Revenue Expenditure,2018-12-27,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7665966,revenue,1FF51,Finance,5225
Resources,Financial Services,Revenue Expenditure,2018-12-12,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,7666211,revenue,1FF51,Finance,1045
HRA Expenditure,Repairs & Maintenance,Revenue Expenditure,2018-12-18,ADVANCED CLEANING & MAINTENANCE LTD,7657480,revenue,1HA01,R&M Gen - Citywide,929
Operations & Reg Services,Operations,Revenue Expenditure,2018-12-14,AEBI SCHMIDT UK LTD,7656438,revenue,1KESA,Heavy Workshop Routine Repair,284.09
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-12-05,AEBI SCHMIDT UK LTD,7647151,revenue,3KES1,Fleetmaster Stores Account,805.15
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-12-11,AEBI SCHMIDT UK LTD,7652449,revenue,3KES1,Fleetmaster Stores Account,366.94
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-12-24,AEBI SCHMIDT UK LTD,7659559,revenue,3KES1,Fleetmaster Stores Account,515.6
Operations & Regulatory Services,Operations,Revenue Expenditure,2018-12-10,AEBI SCHMIDT UK LTD,7646429,revenue,3KES1,Fleetmaster Stores Account,743.4
Place,Transport,Revenue Expenditure,2018-12-17,AGD SYSTEMS LTD,7669430,revenue,1KELD,Planned Maintenance Sunderland,10
Place,Transport,Revenue Expenditure,2018-12-17,AGD SYSTEMS LTD,7669430,revenue,1KEL4,Traffic Sig - Non Local Auth,936
Place,Commercial Dev & Property,Revenue Expenditure,2018-12-21,AIR SUPPLY (NORTH EAST) LTD,7665446,revenue,1KKX1,Civic Centre Direct Costs,480.5
People,Adult Social Care,Revenue Expenditure,2018-12-14,AIR TECHNIQUE,7661868,revenue,1MG25,Connie Lewcock House OP,1647
People,Inclusion Comm & Procurement,Revenue Expenditure,2018-12-14,AIR TECHNIQUE,7663361,revenue,1EEK1,Community Family Hub - Central,1440
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-12-13,AKW MEDI-CARE LTD,7652146,revenue,1KR12,DDA,760.39
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-12-13,AKW MEDI-CARE LTD,7652147,revenue,1KR12,DDA,590.27
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-12-06,AKW MEDI-CARE LTD,7650223,revenue,1KR12,DDA,642.6
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-12-06,AKW MEDI-CARE LTD,7650222,revenue,1KR12,DDA,351.91
Place,Transport,Revenue Expenditure,2018-12-07,ALAN HILLARY EVENTS LTD,7652183,revenue,1KE92,Christmas Lights,6196.5
People,Adult Social Care,Revenue Expenditure,2018-12-20,ALBANY HOUSE  (WHITLEY BAY),7673478,revenue,1MM20,Residential Care MH,5658.36
Operations & Reg Services,Operations,Revenue Expenditure,2018-12-12,ALBANY MOTORS,7647155,revenue,1KESA,Heavy Workshop Routine Repair,525
Operations & Reg Services,Community Hubs,Revenue Expenditure,2018-12-07,ALBANY OFFICE FURNITURE SOLUTIONS,7659725,revenue,1CC26,Contact Centre Management,284
Operations & Reg Services,Single Point of Leadership,Revenue Expenditure,2018-12-11,ALBANY OFFICE FURNITURE SOLUTIONS,7659726,revenue,1KTDX,Architecture Building Design,284
People,Inclusion Comm & Procurement,Revenue Expenditure,2018-12-06,ALBANY OFFICE FURNITURE SOLUTIONS,7662261,revenue,1VH26,Housing Advice Centre,756
Place,Major Projects,Capital Expenditure,2018-12-20,ALBANY OFFICE FURNITURE SOLUTIONS,7662726,Capital,2CAPI,Capital Investment,2660
Resources,Legal Services,Revenue Expenditure,2018-12-14,ALERE FORENSICS LTD,7668466,revenue,1FA51,Coroner,3935
People,Children's Social Care,Revenue Expenditure,2018-12-17,ALERE TOXICOLOGY,7669771,revenue,1MD68,Legal Fees Care,405.75
People,Children's Social Care,Revenue Expenditure,2018-12-21,ALERE TOXICOLOGY,7674622,revenue,1MD68,Legal Fees Care,257.25
People,Adult Social Care,Revenue Expenditure,2018-12-11,ALEXANDRA HOUSE,7665012,revenue,1MG20,Residential Care OP,4152
People,Adult Social Care,Revenue Income,2018-12-11,ALEXANDRA HOUSE,7665012,revenue,1MG20,Residential Care OP,1104.8
People,Adult Social Care,Revenue Expenditure,2018-12-20,ALLAN COURT RESIDENTIAL HOME,7673549,revenue,1MG10,Nursing Care OP,47000.86
People,Adult Social Care,Revenue Expenditure,2018-12-20,ALLAN COURT RESIDENTIAL HOME,7673549,revenue,1MG20,Residential Care OP,44597.55
People,Adult Social Care,Revenue Expenditure,2018-12-20,ALLAN COURT RESIDENTIAL HOME,7673549,revenue,1MH10,Nursing Care PD,3003
People,Adult Social Care,Revenue Expenditure,2018-12-20,ALLAN COURT RESIDENTIAL HOME,7673549,revenue,1MH20,Residential Care PD,4740.72
People,Adult Social Care,Revenue Expenditure,2018-12-20,ALLAN COURT RESIDENTIAL HOME,7673549,revenue,1MM10,Nursing Care MH,5360.52
People,Adult Social Care,Revenue Expenditure,2018-12-20,ALLAN COURT RESIDENTIAL HOME,7673549,revenue,1MM20,Residential Care MH,14173.48
People,Adult Social Care,Revenue Expenditure,2018-12-20,ALLAN COURT RESIDENTIAL HOME,7673560,revenue,1MG10,Nursing Care OP,632.64
