Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-06-07,18 SEA VIEW VILLAS,8624975,revenue,1MK34,Shared Lives - Adult LD,1729.92
General Fund Capital,General Fund Capital,Capital Expenditure,2022-06-29,360 RI LTD,8622708,Capital,2CAPI,Capital Investment,1000
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-06-13,3E CONSULTING ENGINEERS LTD,8628668,revenue,1KR01,Responsive Maintenance,650
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-06-24,4NET TECHNOLOGIES LTD,8620741,revenue,1FA53,Reg of Births Deaths & Margs,1143.50
Resources,ICT,Revenue Expenditure,2022-06-17,4NET TECHNOLOGIES LTD,8633169,revenue,1CC24,Telecoms,3421.69
Resources,ICT,Revenue Expenditure,2022-06-16,4NET TECHNOLOGIES LTD,8632763,revenue,1CC24,Telecoms,4108.89
Resources,ICT,Revenue Expenditure,2022-06-16,4NET TECHNOLOGIES LTD,8632736,revenue,1CC24,Telecoms,3749.17
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-06-30,A&J KEITH LTD,8641710,revenue,1KVWC,Minor Works Contracts,4039.41
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-06-30,A&J KEITH LTD,8641709,revenue,1KVWC,Minor Works Contracts,41960.07
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-06-14,A&J KEITH LTD,8588221,revenue,1KVEE,Electrical Stand Alone Works,324.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-06-14,A&J KEITH LTD,8588222,revenue,1KVEE,Electrical Stand Alone Works,432.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-06-14,A&J KEITH LTD,8588223,revenue,1KVEE,Electrical Stand Alone Works,588
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-06-01,A&J KEITH LTD,8623217,revenue,1KR01,Responsive Maintenance,178636.8
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-06-20,A&J KEITH LTD,8633698,revenue,1KR20,M&E Electrical,35880.53
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-06-20,A&J KEITH LTD,8633702,revenue,1KR20,M&E Electrical,149110.96
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-06-20,A&J KEITH LTD,8633699,revenue,1KBRM,Sub Contractors R & M,44443.38
Operations & Reg Services,Local Services,Revenue Expenditure,2022-06-10,A&M WILLEY  T/A GREENTECH RECYCLING,8610971,revenue,1KE14,Waste Disposal General O/H,583.1
