Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-04-12,18 SEA VIEW VILLAS,8590649,revenue,1MK34,Shared Lives - Adult LD,1729.92
Resources,ICT,Revenue Expenditure,2022-04-01,4NET TECHNOLOGIES LTD,8576475,revenue,1CC24,Telecoms,3794.97
Resources,ICT,Revenue Expenditure,2022-04-21,4NET TECHNOLOGIES LTD,8576894,revenue,1CC24,Telecoms,83110.74
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2022-04-08,A&J KEITH LTD,8568114,revenue,1MG26,Byker Lodge Resource Centre OP,1212.00
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2022-04-08,A&J KEITH LTD,8568121,revenue,1MG26,Byker Lodge Resource Centre OP,3600.00
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2022-04-07,A&J KEITH LTD,8565392,revenue,1MW02,Nature's Landscape,1945
"Children, Education and Skills",Education,Revenue Expenditure,2022-04-14,A&J KEITH LTD,8573056,revenue,1EA04,Heaton ASB,2260.00
General Fund Capital,General Fund Capital,Capital Expenditure,2022-04-08,A&J KEITH LTD,8568112,Capital,2CAPI,Capital Investment,7500
General Fund Capital,General Fund Capital,Capital Expenditure,2022-04-07,A&J KEITH LTD,8565392,Capital,2CAPI,Capital Investment,4250.00
Operations & Reg Services,Operations,Revenue Expenditure,2022-04-08,A&J KEITH LTD,8568121,revenue,1KEWA,Newington Road East Depot,590
Operations & Reg Services,Operations,Revenue Expenditure,2022-04-08,A&J KEITH LTD,8568121,revenue,1KEWQ,Sandhills Depot,40.00
Operations & Reg Services,Operations,Revenue Expenditure,2022-04-08,A&J KEITH LTD,8568196,revenue,1KEWC,Condercum Road Depot,2608.00
Operations & Reg Services,Parking,Revenue Expenditure,2022-04-08,A&J KEITH LTD,8568113,revenue,1V204,Car Parking Infrastructure,6850
Operations & Reg Services,Parking,Revenue Expenditure,2022-04-07,A&J KEITH LTD,8565392,revenue,1V204,Car Parking Infrastructure,3030
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-04-14,A&J KEITH LTD,8592573,revenue,1KVWC,Minor Works Contracts,17788.5
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-04-14,A&J KEITH LTD,8592572,revenue,1KVWC,Minor Works Contracts,18755.1
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-04-19,A&J KEITH LTD,8593946,revenue,1KBRM,Sub Contractors R & M,37867.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-04-19,A&J KEITH LTD,8593994,revenue,1KR20,M&E Electrical,16768.92
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-04-19,A&J KEITH LTD,8593995,revenue,1KR20,M&E Electrical,192785.22
Place,Commercial Dev & Property,Revenue Expenditure,2022-04-08,A&J KEITH LTD,8568114,revenue,1DR03,Grainger Market,80
Place,Commercial Dev & Property,Revenue Expenditure,2022-04-08,A&J KEITH LTD,8568114,revenue,1FRAE,Shieldfield,180.00
Place,Commercial Dev & Property,Revenue Expenditure,2022-04-08,A&J KEITH LTD,8568114,revenue,1DZ16,Stephenson Rd Benton Road,1900
Place,Commercial Dev & Property,Revenue Expenditure,2022-04-08,A&J KEITH LTD,8568121,revenue,1FRAE,Shieldfield,2350.00
Place,Commercial Dev & Property,Revenue Expenditure,2022-04-08,A&J KEITH LTD,8568121,revenue,1DV01,Charlotte Sq,450
Place,Commercial Dev & Property,Revenue Expenditure,2022-04-08,A&J KEITH LTD,8568121,revenue,1DT10,Riversdales Court Ind Est,120
Place,Commercial Dev & Property,Revenue Expenditure,2022-04-07,A&J KEITH LTD,8565392,revenue,1DZ16,Stephenson Rd Benton Road,940.00
Place,Commercial Dev & Property,Revenue Expenditure,2022-04-07,A&J KEITH LTD,8565392,revenue,1DZ08,The Crossway Lemington,500
Place,Commercial Dev & Property,Revenue Expenditure,2022-04-07,A&J KEITH LTD,8565392,revenue,1DZ01,Arlington Avenue,320
Place,Commercial Dev & Property,Revenue Expenditure,2022-04-14,A&S LOCKSMITHS,8592248,revenue,1FRAW,Premises Contracts,725.22
Place,Commercial Dev & Property,Revenue Expenditure,2022-04-13,A&S LOCKSMITHS,8591925,revenue,1DV10,Anderson House,486.62
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-04-26,A1 FOSTER CARE,8598129,revenue,1MC22,IND Sector Foster Carer Costs,4560.00
Place,Commercial Dev & Property,Revenue Expenditure,2022-04-08,AA FLAGS LTD,8568343,revenue,1KKX1,Civic Centre Direct Costs,424.5
