Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-05-10,18 SEA VIEW VILLAS,8606229,revenue,1MK34,Shared Lives - Adult LD,1729.92
Place,Transport,Revenue Expenditure,2022-05-17,A M LABELS,8608702,revenue,1KELH,Traffic Sig Newcastle Maintce,268.85
Place,Transport,Revenue Expenditure,2022-05-17,A M LABELS,8608703,revenue,1KELH,Traffic Sig Newcastle Maintce,374.26
Place,Transport,Revenue Expenditure,2022-05-23,A M LABELS,8614445,revenue,1KELH,Traffic Sig Newcastle Maintce,412.73
Place,Transport,Revenue Expenditure,2022-05-23,A M LABELS,8614440,revenue,1KELH,Traffic Sig Newcastle Maintce,349.48
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-05-26,A WILDERNESS WAY,8619042,revenue,1MD62,Support to CIC,65785.22
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-05-25,A WILDERNESS WAY,8617564,revenue,1MD62,Support to CIC,1808.17
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-05-25,A WILDERNESS WAY,8617565,revenue,1MD62,Support to CIC,2310.82
Place,Fairer Housing Unit,Revenue Expenditure,2022-05-26,A WILLIAMSON LTD,8613053,revenue,1VH07,Byker Trust Heating Costs,720.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-05-20,A&J KEITH LTD,8613096,revenue,1KBRM,Sub Contractors R & M,78202.76
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-05-20,A&J KEITH LTD,8613146,revenue,1KR20,M&E Electrical,12449.29
Place,Commercial Dev & Property,Revenue Expenditure,2022-05-05,A&S LOCKSMITHS,8597986,revenue,1DZ05,Cruddas Park Shops,396.34
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-05-23,A1 FOSTER CARE,8614793,revenue,1MC22,IND Sector Foster Carer Costs,4560
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-05-27,AAA CHEMICALS LTD,8608246,revenue,3KES1,City Transport Stock,484.00
"Children, Education and Skills",Education,Revenue Expenditure,2022-05-04,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8584831,revenue,1EA15,Newcastle City Learning Main,456
"Children, Education and Skills",Education,Revenue Expenditure,2022-05-06,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8603380,revenue,1EA15,Newcastle City Learning Main,400
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-05-24,ABBEYFIELD CASTLE FARM,8616688,revenue,1MG20,Residential Care OP,8172.84
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-05-24,ABBEYFIELD THE GROVE,8616677,revenue,1MG20,Residential Care OP,10897.12
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-05-24,ABBEYMOOR,8616689,revenue,1MH10,Nursing Care PD,6078.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-05-24,ABBEYMOOR LIFEWAYS,8616732,revenue,1MH10,Nursing Care PD,6078.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-05-24,ABBEYMOOR LIFEWAYS,8616732,revenue,1MM20,Residential Care MH,6248.72
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-05-13,ABEL ALARM COMPANY LTD,8594101,revenue,1KJ94,Security Services Delegated,603.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-05-13,ABEL ALARM COMPANY LTD,8594096,revenue,1KJ94,Security Services Delegated,512.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-05-13,ABEL ALARM COMPANY LTD,8594153,revenue,1KJ94,Security Services Delegated,598
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-05-13,ABEL ALARM COMPANY LTD,8594103,revenue,1KJ94,Security Services Delegated,283.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-05-13,ABEL ALARM COMPANY LTD,8594126,revenue,1KJ94,Security Services Delegated,432
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-05-13,ABEL ALARM COMPANY LTD,8594102,revenue,1KJ94,Security Services Delegated,277
