Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2021-07-06,18 SEA VIEW VILLAS,8369950,revenue,1MK34,Shared Lives - Adult LD,1696
Resources,ICT,Revenue Expenditure,2021-07-07,4NET TECHNOLOGIES LTD,8369876,revenue,1CC24,Telecoms,161371
Resources,ICT,Revenue Expenditure,2021-07-14,4NET TECHNOLOGIES LTD,8376791,revenue,1CC24,Telecoms,3728.36
Place,Fairer Housing Unit,Capital Expenditure,2021-07-13,A & G JOINERY AND BUILDING,8375512,Capital,2N101,Capital Grants,3798.01
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-07-19,A WILDERNESS WAY,8378895,revenue,1MC02,Ind Sector Placements,29800
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-07-19,A WILDERNESS WAY,8378896,revenue,1MC02,Ind Sector Placements,27200
Operations & Reg Services,Operations,Revenue Expenditure,2021-07-09,A&J KEITH LTD,8372909,revenue,1VP22,Community Safety Team,4685.00
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-07-12,A&J KEITH LTD,8374337,revenue,1KVWC,Minor Works Contracts,88394.65
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-07-15,A&J KEITH LTD,8377512,revenue,1KR20,M&E Electrical,355629.79
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-07-14,A&J KEITH LTD,8376552,revenue,1KR20,M&E Electrical,41739.56
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-07-16,A&S LOCKSMITHS,8377468,revenue,1MC41,Bedeburn Short Break Unit,509.28
Place,Commercial Dev & Property,Revenue Expenditure,2021-07-14,A&S LOCKSMITHS,8376761,revenue,1DE50,i6- Charlotte Square NEC,380.48
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-07-19,A1 FOSTER CARE,8378875,revenue,1MC22,IND Sector Foster Carer Costs,4560
Operations & Regulatory Services,Operations,Revenue Expenditure,2021-07-16,AAA CHEMICALS LTD,8363787,revenue,3KES1,Fleetmaster Stores Account,968
"Children, Education and Skills",Education,Revenue Expenditure,2021-07-30,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8376341,revenue,1EA15,Newcastle City Learning Main,457
"Children, Education and Skills",Education,Revenue Expenditure,2021-07-09,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8362409,revenue,1EA15,Newcastle City Learning Main,630.00
"Children, Education and Skills",Education,Revenue Expenditure,2021-07-22,AAT ASSOCIATION  ACCOUNTANCY TECHNICIANS,8352586,revenue,1EA15,Newcastle City Learning Main,295
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-20,ABBEYFIELD CASTLE FARM,8379358,revenue,1MG20,Residential Care OP,8868.95
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-20,ABBEYFIELD THE GROVE,8379349,revenue,1MG20,Residential Care OP,15093.91
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-20,ABBEYMOOR,8379359,revenue,1MH10,Nursing Care PD,6078.68
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-19,ABSOLUTE QUALITY CARE,8379067,revenue,1MG50,Home Care-Spot Purchased OP,10814.88
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-19,ABSOLUTE QUALITY CARE,8379067,revenue,1MH50,Home Care PD,935.92
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-19,ABSOLUTE QUALITY CARE,8379067,revenue,1MK50,Supported Living LD,8839.1
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-19,ABSOLUTE QUALITY CARE,8379067,revenue,1MM50,Home Care MH,207.98
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-12,ABSOLUTE QUALITY CARE,8374138,revenue,1MG50,Home Care-Spot Purchased OP,22426.26
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-12,ABSOLUTE QUALITY CARE,8374138,revenue,1MH50,Home Care PD,2885.96
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-12,ABSOLUTE QUALITY CARE,8374138,revenue,1MK51,Home Care LD,1583.04
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-12,ABSOLUTE QUALITY CARE,8374138,revenue,1MM50,Home Care MH,461.72
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-12,ABSOLUTE QUALITY CARE,8374109,revenue,1MK50,Supported Living LD,9431.08
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-12,ABSOLUTE QUALITY CARE,8367567,revenue,1MR14,COVID 19 Rapid Testing,5093.2
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2021-07-05,ACCOUNTABILITY,8368900,revenue,1MG40,Direct Payments OP,2837.64
Operations & Reg Services,Operations,Revenue Expenditure,2021-07-09,ACP,8362412,revenue,1KESW,Fleet & Maintce Internal SLA,3725.45
Resources,Business Management,Revenue Expenditure,2021-07-09,ACP,8362412,revenue,1KSCD,External Vehicle Tracking,1413.75
Resources,Financial Services,Revenue Expenditure,2021-07-29,ACS LTD,8385924,revenue,1CS00,Revs and Bens Staffing,1050.00
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-07-19,ACTION FOR CHILDREN,8378887,revenue,1MC13,Post 18 Staying Put,2752.4
"Children, Education and Skills",Early Help and Family Support,Revenue Expenditure,2021-07-06,ACTION FOR CHILDREN,8370244,revenue,1EEG3,Ext Comm Services,315240
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2021-07-06,ACTION FOUNDATION,8370246,revenue,1VH27,Temp Fund-Housing & Welfare,5609.24
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2021-07-19,ACTIVE ARK,8378903,revenue,1MC02,Ind Sector Placements,19343.56
Resources,Democratic Services,Revenue Expenditure,2021-07-01,ADARE LTD,8367420,revenue,1FL01,Electoral Registration Unit,1209.50
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-07-14,ADC ELECTRICAL CO LTD(F),8370932,revenue,1KR8L,Wide District Heating,315.00
City Futures,Economic Development,Revenue Expenditure,2021-07-06,ADE,8370152,revenue,1FN23,ERDF-Business Energy Effciency,2653.75
HRA Expenditure,Special Services,Revenue Expenditure,2021-07-23,ADT FIRE & SECURITY,8371264,revenue,1HP01,Comm. Centres - Citywide,507.89
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-07-06,ADT FIRE & SECURITY,8370168,revenue,1KJ94,Security Services Delegated,350.00
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-07-07,ADT FIRE & SECURITY,8371266,revenue,1KJ94,Security Services Delegated,1594.85
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-07-07,ADT FIRE & SECURITY,8371268,revenue,1KJ94,Security Services Delegated,1712.16
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-07-23,ADT FIRE & SECURITY,8381940,revenue,1KJ94,Security Services Delegated,491.9
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-07-02,ADT FIRE & SECURITY,8368274,revenue,1KJ94,Security Services Delegated,1047.14
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-07-02,ADT FIRE & SECURITY,8368263,revenue,1KJ94,Security Services Delegated,2782.13
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2021-07-08,ADT FIRE & SECURITY,8360063,revenue,1KJ94,Security Services Delegated,273
Place,Commercial Dev & Property,Revenue Expenditure,2021-07-01,ADT FIRE & SECURITY,8359870,revenue,1DR03,Grainger Market,323.62
Place,Commercial Dev & Property,Revenue Expenditure,2021-07-21,ADT FIRE & SECURITY,8362500,revenue,1DQ9Y,John Marley Centre,290
Resources,Financial Services,Revenue Expenditure,2021-07-23,ADVANCED BUSINESS SOFTWARE & SOLUTIONS L,8380948,revenue,1FF51,Finance,140305.12
Resources,ICT,Revenue Expenditure,2021-07-01,ADVANCED POWER TECHNOLOGY,8363765,revenue,1CX50,Technical Refresh,15181.00
Resources,ICT,Revenue Expenditure,2021-07-01,ADVANCED POWER TECHNOLOGY,8363764,revenue,1CX50,Technical Refresh,15064
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-07-01,ADVANCED WATER TECHNOLOGIES,8363771,revenue,1KR05,District Heating,1100
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-07-01,ADVANCED WATER TECHNOLOGIES,8363771,revenue,1KR8L,Wide District Heating,265
Operations & Regulatory Services,Operations,Revenue Expenditure,2021-07-01,AEBI SCHMIDT UK LTD,8350700,revenue,3KES1,Fleetmaster Stores Account,843.84
Operations & Regulatory Services,Operations,Revenue Expenditure,2021-07-09,AEBI SCHMIDT UK LTD,8355681,revenue,3KES1,Fleetmaster Stores Account,552.46
Operations & Regulatory Services,Operations,Revenue Expenditure,2021-07-28,AEBI SCHMIDT UK LTD,8382107,revenue,3KES1,Fleetmaster Stores Account,685.84
Operations & Regulatory Services,Operations,Revenue Expenditure,2021-07-02,AEBI SCHMIDT UK LTD,8350701,revenue,3KES1,Fleetmaster Stores Account,547.4
Operations & Regulatory Services,Operations,Revenue Expenditure,2021-07-21,AEBI SCHMIDT UK LTD,8363788,revenue,3KES1,Fleetmaster Stores Account,257.24
Place,Development Management,Revenue Expenditure,2021-07-28,AECOM,8385503,revenue,1V030,Development Management,6514.39
Place,Transport,Capital Expenditure,2021-07-01,AECOM,8367532,Capital,2CAPI,Capital Investment,45045.16
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2021-07-20,AERIAL SERVICES SCOTLAND LTD,8379659,revenue,1MG26,Byker Lodge Resource Centre OP,850
Children Education & Skills,Education,Capital Expenditure,2021-07-21,AERO HEALTHCARE,8365490,Capital,2E459,Cruddas Park Early Years Cent,600
Place,Transport,Revenue Expenditure,2021-07-08,AGD SYSTEMS LTD,8362635,revenue,1KELH,Traffic Sig Newcastle Maintce,2100.00
Operations & Reg Services,Local Services,Revenue Expenditure,2021-07-08,AGROVISTA UK LTD,8372225,revenue,1KEFA,Grounds Maintenance,825.60
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2021-07-27,AIR TECHNIQUE,8376387,revenue,1KBM0,Public & Educ O/H,387.00
