Organisational Unit,Payment Date,Amount,Benificiary Name
AHL Policy Res & Dev,2013-09-09,540.80,GATEHOUSE PRINTS
AHL Policy Res & Dev,2013-09-09,591.05,MAYFIELD BOOKS & GIFTS
AHL Policy Res & Dev,2013-09-20,2600.00,R//EVOLUTION MARKETING
Asset Management,2013-09-11,1435.61,CANON (UK) LTD
Asset Management,2013-09-11,22700.00,COMBINED PROPERTY CONTROL
Asset Management,2013-09-30,630.00,DARVILLS REMOVALS
Asset Management,2013-09-02,542.60,DARVILLS REMOVALS
Asset Management,2013-09-06,850.00,DARVILLS REMOVALS
Asset Management,2013-09-30,550.00,DARVILLS REMOVALS
Asset Management,2013-09-20,2000.00,DRAKE PLANT HIRE
Asset Management,2013-09-06,61717.77,GOODMAN NASH
Asset Management,2013-09-02,750.00,GRICE BROS & CO LTD
Asset Management,2013-09-18,782.95,GRICE BROS & CO LTD
Asset Management,2013-09-18,799.30,GRICE BROS & CO LTD
Asset Management,2013-09-06,2930.74,HILL WOOLHOUSE PROPERTY MANAGEMENT
Asset Management,2013-09-04,3553.90,HILL WOOLHOUSE PROPERTY MANAGEMENT
Asset Management,2013-09-30,675.40,Yorkshire Purchasing Organization
Asset Management,2013-09-30,675.40,Yorkshire Purchasing Organization
Bradford i,2013-09-16,-912.52,BYTES TECHNOLOGY GROUP
Bradford i,2013-09-16,912.52,BYTES TECHNOLOGY GROUP
Bradford i,2013-09-16,912.52,BYTES TECHNOLOGY GROUP
Bradford i,2013-09-04,928.89,BYTES TECHNOLOGY GROUP
Bradford i,2013-09-06,15300.00,GARTNER UK LIMITED
Bradford i,2013-09-25,1082410.27,IBM UK LTD
Bradford i,2013-09-25,3010119.00,IBM UK LTD
Building Control,2013-09-16,1080.00,DRAKE PLANT HIRE
Building Control,2013-09-30,1053.35,LEE-DICKENS LIMITED
Building Control,2013-09-30,1053.35,LEE-DICKENS LIMITED
Building Control,2013-09-18,11883.00,SITE ELECTRICAL LTD
Building Control,2013-09-06,1740.00,UK Construction Training Ltd
Business Services,2013-09-13,17060.00,360 Vision Technology Ltd
Business Services,2013-09-30,620.00,BOLD COMMUNICATIONS LTD
Business Services,2013-09-18,1194.00,CORE INTEGRATED SOLUTIONS LTD
Business Services,2013-09-06,3672.12,NET VIEW SYSTEMS LTD
Business Services,2013-09-25,4808.56,NET VIEW SYSTEMS LTD
Business Services,2013-09-25,5934.35,NET VIEW SYSTEMS LTD
Business Services,2013-09-06,2672.50,TMC TECHNOLOGY UK CO LTD
Changing Our Council,2013-09-16,518.86,SIEMENS FINANCIAL SERVICES LTD
Chief Executive's Office,2013-09-18,837.50,ENABLING TECHNOLOGY LTD
Councilwide,2013-09-20,-9149.11,BRITISH GAS TRADING LTD
Councilwide,2013-09-23,2727.98,BRITISH GAS TRADING LTD
Councilwide,2013-09-23,3040.23,BRITISH GAS TRADING LTD
Councilwide,2013-09-23,3047.66,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,3358.20,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,3605.54,BRITISH GAS TRADING LTD
Councilwide,2013-09-09,4443.32,BRITISH GAS TRADING LTD
Councilwide,2013-09-09,5774.35,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,7484.66,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,7498.50,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,8632.42,BRITISH GAS TRADING LTD
Councilwide,2013-09-09,8750.83,BRITISH GAS TRADING LTD
Councilwide,2013-09-09,8910.24,BRITISH GAS TRADING LTD
Councilwide,2013-09-09,9469.74,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,9745.40,BRITISH GAS TRADING LTD
Councilwide,2013-09-09,10700.15,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,13320.96,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,13722.91,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,14200.51,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,15552.76,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,17458.42,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,18328.39,BRITISH GAS TRADING LTD
Councilwide,2013-09-20,22650.88,BRITISH GAS TRADING LTD
Councilwide,2013-09-18,1333.18,NPOWER (ELECTRIC)
Councilwide,2013-09-04,2425.57,NPOWER (ELECTRIC)
Councilwide,2013-09-04,791.29,NPOWER (ELECTRIC)
Councilwide,2013-09-18,-2288.32,NPOWER (ELECTRIC)
Councilwide,2013-09-18,-2209.61,NPOWER (ELECTRIC)
Councilwide,2013-09-04,-1111.06,NPOWER (ELECTRIC)
Councilwide,2013-09-04,-1087.80,NPOWER (ELECTRIC)
Councilwide,2013-09-04,-935.41,NPOWER (ELECTRIC)
Councilwide,2013-09-18,-779.64,NPOWER (ELECTRIC)
Councilwide,2013-09-18,-580.83,NPOWER (ELECTRIC)
Councilwide,2013-09-18,509.77,NPOWER (ELECTRIC)
Councilwide,2013-09-18,511.69,NPOWER (ELECTRIC)
Councilwide,2013-09-04,527.91,NPOWER (ELECTRIC)
Councilwide,2013-09-18,534.21,NPOWER (ELECTRIC)
Councilwide,2013-09-04,536.72,NPOWER (ELECTRIC)
Councilwide,2013-09-04,542.92,NPOWER (ELECTRIC)
Councilwide,2013-09-04,552.84,NPOWER (ELECTRIC)
Councilwide,2013-09-18,553.40,NPOWER (ELECTRIC)
Councilwide,2013-09-18,555.78,NPOWER (ELECTRIC)
Councilwide,2013-09-04,558.53,NPOWER (ELECTRIC)
Councilwide,2013-09-18,564.28,NPOWER (ELECTRIC)
Councilwide,2013-09-18,564.81,NPOWER (ELECTRIC)
Councilwide,2013-09-18,570.89,NPOWER (ELECTRIC)
Councilwide,2013-09-18,574.05,NPOWER (ELECTRIC)
Councilwide,2013-09-18,600.05,NPOWER (ELECTRIC)
Councilwide,2013-09-18,605.94,NPOWER (ELECTRIC)
Councilwide,2013-09-04,613.21,NPOWER (ELECTRIC)
Councilwide,2013-09-04,636.63,NPOWER (ELECTRIC)
Councilwide,2013-09-04,644.11,NPOWER (ELECTRIC)
Councilwide,2013-09-18,660.44,NPOWER (ELECTRIC)
Councilwide,2013-09-18,661.83,NPOWER (ELECTRIC)
Councilwide,2013-09-04,674.00,NPOWER (ELECTRIC)
Councilwide,2013-09-04,684.10,NPOWER (ELECTRIC)
Councilwide,2013-09-18,685.94,NPOWER (ELECTRIC)
Councilwide,2013-09-18,690.69,NPOWER (ELECTRIC)
Councilwide,2013-09-04,693.76,NPOWER (ELECTRIC)
Councilwide,2013-09-18,694.29,NPOWER (ELECTRIC)
Councilwide,2013-09-18,698.75,NPOWER (ELECTRIC)
Councilwide,2013-09-18,702.44,NPOWER (ELECTRIC)
Councilwide,2013-09-18,725.55,NPOWER (ELECTRIC)
Councilwide,2013-09-04,741.33,NPOWER (ELECTRIC)
Councilwide,2013-09-04,741.37,NPOWER (ELECTRIC)
Councilwide,2013-09-18,758.44,NPOWER (ELECTRIC)
Councilwide,2013-09-04,804.39,NPOWER (ELECTRIC)
Councilwide,2013-09-18,849.06,NPOWER (ELECTRIC)
Councilwide,2013-09-18,849.69,NPOWER (ELECTRIC)
Councilwide,2013-09-04,855.21,NPOWER (ELECTRIC)
Councilwide,2013-09-18,856.99,NPOWER (ELECTRIC)
Councilwide,2013-09-18,868.69,NPOWER (ELECTRIC)
Councilwide,2013-09-04,870.28,NPOWER (ELECTRIC)
Councilwide,2013-09-04,873.32,NPOWER (ELECTRIC)
Councilwide,2013-09-04,887.59,NPOWER (ELECTRIC)
Councilwide,2013-09-04,900.86,NPOWER (ELECTRIC)
Councilwide,2013-09-18,924.53,NPOWER (ELECTRIC)
Councilwide,2013-09-04,928.95,NPOWER (ELECTRIC)
Councilwide,2013-09-04,952.55,NPOWER (ELECTRIC)
Councilwide,2013-09-18,958.87,NPOWER (ELECTRIC)
Councilwide,2013-09-04,960.50,NPOWER (ELECTRIC)
Councilwide,2013-09-18,987.03,NPOWER (ELECTRIC)
Councilwide,2013-09-04,988.02,NPOWER (ELECTRIC)
Councilwide,2013-09-04,991.14,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1001.36,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1006.14,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1010.54,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1041.74,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1052.95,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1104.56,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1108.66,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1116.88,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1120.85,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1126.46,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1151.95,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1153.47,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1171.05,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1178.11,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1192.77,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1212.61,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1222.24,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1226.68,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1232.11,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1243.97,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1244.21,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1247.10,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1254.89,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1255.79,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1285.81,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1294.04,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1300.28,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1301.75,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1318.64,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1339.27,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1339.63,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1344.36,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1345.49,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1367.81,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1371.38,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1381.77,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1384.53,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1457.32,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1461.87,NPOWER (ELECTRIC)
Councilwide,2013-09-18,1466.47,NPOWER (ELECTRIC)
Councilwide,2013-09-04,1471.99,NPOWER (ELECTRIC)
