Organisational Unit,Payment Date,Amount,Benificiary Name
AHL Policy Res & Dev,2017-11-14,2400.00,1 TO CONSULT LTD
AHL Policy Res & Dev,2017-11-30,2400.00,1 TO CONSULT LTD
AHL Policy Res & Dev,2017-11-16,1348.00,COMMUNICORP UK
AHL Policy Res & Dev,2017-11-16,3703.00,COMMUNICORP UK
AHL Policy Res & Dev,2017-11-04,1750.00,FESTIVAL PUBLICATIONS LTD
AHL Policy Res & Dev,2017-11-25,504.36,SOUTHFIELD STATIONERS LTD
Asset Management,2017-11-09,18336.00,ANLABY WINDOW CLEANING SERVICES LTD
Asset Management,2017-11-18,13910.10,CANTERBURY NURSERY SCHOOL & CENTRE
Asset Management,2017-11-09,643.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-11-09,643.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-11-09,643.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-11-09,876.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-11-09,693.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-11-09,551.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-11-09,651.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-11-09,551.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-11-09,827.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-11-04,2038.64,FAGLEY PRIMARY SCHOOL
Asset Management,2017-11-18,1187.50,LAMBERT SMITH HAMPTON
Asset Management,2017-11-16,1038.89,MINSTER CLEANING SERVICES
Asset Management,2017-11-04,1917.08,PARKLAND PRIMARY SCHOOL
Asset Management,2017-11-16,500.00,SCHOFIELD SWEENEY SOLICITORS
Asset Management,2017-11-09,640.00,YELLOWDOT
Building Control,2017-11-16,1720.00,CALDERDALE SEWER SERVICES
Building Control,2017-11-16,2750.00,DRAKE PLANT HIRE
Building Control,2017-11-16,3200.00,DRAKE PLANT HIRE
Building Control,2017-11-23,3000.00,LEEDS BECKETT UNIVERSITY
Building Control,2017-11-23,3000.00,LEEDS BECKETT UNIVERSITY
Building Control,2017-11-23,1580.31,LEXISNEXIS UK
Building Control,2017-12-02,2104.95,WSP UK LTD
Business Services,2017-11-09,1200.00,BOLD COMMUNICATIONS LTD
Business Services,2017-11-09,1950.00,CORE INTEGRATED SOLUTIONS LTD
Business Services,2017-11-09,3961.90,CORE INTEGRATED SOLUTIONS LTD
Business Services,2017-11-30,6376.54,CORE INTEGRATED SOLUTIONS LTD
Chief Executive's Office,2017-11-09,4000.00,PROVENTURE
Children's Services,2017-11-30,672.00,A1 TAXIS (BRADFORD)
Children's Services,2017-11-23,6437.00,ABACUS DAY NURSERY
Children's Services,2017-11-23,17942.00,ACORNS-IN-ELDWICK LTD
Children's Services,2017-11-09,3631.00,ACTIVE SOCIAL CARE LTD
Children's Services,2017-11-09,3631.00,ACTIVE SOCIAL CARE LTD
Children's Services,2017-11-18,612.00,ACTIVE SOCIAL CARE LTD
