Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2018-07-24,5873.14,Health & Wellbeing,PREPAID FINANCIAL SERVICES LIMITED,,
2018-07-24,540.00,Health & Wellbeing,PREPAID FINANCIAL SERVICES LIMITED,,
2018-07-24,1020.00,Health & Wellbeing,PREPAID FINANCIAL SERVICES LIMITED,,
2018-07-24,743.80,Health & Wellbeing,PREPAID FINANCIAL SERVICES LIMITED,,
2018-07-24,3465.66,Health & Wellbeing,PREPAID FINANCIAL SERVICES LIMITED,,
2018-07-24,5004.62,Health & Wellbeing,PREPAID FINANCIAL SERVICES LIMITED,,
2018-07-10,500.00,Place,TOURISM SOUTH EAST,,
2018-07-10,4300.00,Place,CONTINENTAL DRIFTS LTD,,
2018-07-10,1950.00,Place,CONTINENTAL DRIFTS LTD,,
2018-07-03,25077.98,Place,CONTROLLED SPACE LTD,,
2018-07-03,904.47,Place,OUTSTANDING MAP DISTIBUTORS LTD,,
2018-07-03,4850.00,Place,SSD MUSIC LTD,,
2018-07-19,600.00,Place,THE SOUL CONVICTS,,
2018-07-24,9730.00,Place,NGI SOLUTIONS LIMITED,,
2018-07-19,1000.00,Place,DIRTY BIG PROMOTIONS,,
2018-07-17,6075.00,Place,FOOLS PARADISE LTD,,
2018-07-31,500.00,Place,ORIENTAL ARTS (BFD) LTD,,
2018-07-26,10000.00,Place,HMCS,,
2018-07-05,500.00,Place,LIDGET GREEN HEALTHY LIVING CENTRE,,
2018-07-12,500.00,Place,Friends of Queensbury Cem,,
2018-07-13,750.52,Health & Wellbeing,REDACTED PERSONAL DATA,,
2018-07-26,708.77,Corporate Resources,VERGO UK,,
2018-07-17,525.00,Corporate Resources,MARK BREARLEY & COMPANY,,
2018-07-26,693.75,Corporate Resources,LAMBERT SMITH HAMPTON,,
2018-07-24,19726.03,Corporate Resources,SILVERLAND PROPERTIES LTD,,
2018-07-31,580.00,Corporate Resources,FRIENDS OF SILSDEN TOWN HALL,,
