Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
,Access & Inclusion,6234,Asylum Seekers Allow,2019-04-02,1900199553,831.78,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6230,Client Accomm costs,2019-04-16,1900199967,827.96,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6230,Client Accomm costs,2019-04-23,1900200106,906.69,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-04-23,1900200146,1071.60,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-04-23,1900200146,3628.78,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-04-23,1900200236,4570.76,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-04-25,1900200254,1106.80,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6230,Client Accomm costs,2019-04-25,1900200254,6301.42,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6230,Client Accomm costs,2019-04-30,1900200294,1811.53,117996,PREPAID FINANCIAL SERVICES LIMITED
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-02,6101670647,5340.00,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-02,6101670648,3740.40,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-02,6101670650,4920.00,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-11,6101673853,3740.40,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-11,6101673855,3117.00,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-11,6101673857,4920.00,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-11,6101673859,4100.00,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-16,6101673947,5340.00,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-16,6101673948,4450.00,113427,COMMUNICORP UK
1034,AHL Policy Res & Dev,17200,Cons Other,2019-04-23,6101676069,2450.00,116519,CULTURE CREATIVITY PLACE LTD
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-04,6101671626,13980.00,112711,FESTIVAL PUBLICATIONS LTD
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-09,6101672500,750,112711,FESTIVAL PUBLICATIONS LTD
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-11,6101673231,4200.00,ONETIME,HAMZA B MUJTABA
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-09,6101671931,540,I42100,INPRINT & DESIGN LTD
1034,AHL Policy Res & Dev,17200,Cons Other,2019-04-09,6101672262,3200.00,122211,MARK DOBSON
1034,AHL Policy Res & Dev,17200,Cons Other,2019-04-09,6101672264,3200.00,122211,MARK DOBSON
1034,AHL Policy Res & Dev,17200,Cons Other,2019-04-09,6101672265,10212.42,122211,MARK DOBSON
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-04,6101671902,1550.00,112630,PAUL RAYBOULD MARKETING LTD
1034,AHL Policy Res & Dev,21110,Marketing Services,2019-04-09,6101672023,968,107385,WORTH VALLEY MAG
,Area Co-ordinators Office,4700,Grants,2019-04-04,1900199516,5000.00,ONETIME,Keighley Youth Co-op Ltd
,Area Co-ordinators Office,4700,Grants,2019-04-30,1900200273,800,100739,THE SPRINGFIELD CENTRE
,Area Operarations,4550,Fees & Charges,2019-04-16,1900199972,10000.00,104184,HMCS
,Area Operarations,4550,Fees & Charges,2019-04-18,1900200150,10000.00,104184,HMCS
,Area Operarations,3150,Car Parking,2019-04-02,1900199486,9679.35,W34971,WEST YORKSHIRE COMBINED AUTHORITY
,Assessment & Support,4015,Purchase Aids & Adap,2019-04-25,1900200222,591.6,REDACTED PERSONAL DATA,REDACTED PERSONAL DATA
1025,Asset Management,31130,Other Prof Services,2019-04-16,6101674952,700,I21000,ANDREW IDLE ASSOCIATES
1025,Asset Management,12620,Maint/Rep Med Equip,2019-04-02,6101671396,725,103076,BROWFIELD CONTRACTING LIMITED
1025,Asset Management,12300,Interior Finish Svs,2019-04-16,6101673354,1650.00,103076,BROWFIELD CONTRACTING LIMITED
1025,Asset Management,28180,Removal  & Storage,2019-04-02,6101670663,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-04-02,6101670667,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-04-16,6101674468,518,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-04-16,6101674498,874,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-04-16,6101674792,544,D09681,DARVILLS REMOVALS & STORAGE LTD
