Organisational Unit,Payment Date,Amount,Benificiary Name
Skills for Work,2016-02-04,1500.00,Edmonds Commerce Limited
Skills for Work,2016-02-05,10000.00,BRADFORD COLLEGE
Skills for Work,2016-02-26,519.5,CITY & GUILDS OF LONDON INSTITUTE
Skills for Work,2016-02-16,757.5,CITY & GUILDS OF LONDON INSTITUTE
Skills for Work,2016-02-25,774.6,OCR
Skills for Work,2016-02-16,-2000.00,CITY & GUILDS OF LONDON INSTITUTE
Education Client Team,2016-02-11,142724.00,PROSPECTS SERVICES LTD
Education Client Team,2016-02-02,1800.00,CAREERVISION LTD
Education Client Team,2016-02-02,2000.00,RAVEN COMPUTERS LTD
Education Client Team,2016-02-05,13181.82,WEST & NORTH YORKSHIRE CHAMBER
Education Client Team,2016-02-16,3872.00,TEACHING PERSONNEL LTD
Education Client Team,2016-02-16,5743.00,TEACHING PERSONNEL LTD
Education Client Team,2016-02-16,3830.87,TEACHING PERSONNEL LTD
Education Client Team,2016-02-16,758.45,TEACHING PERSONNEL LTD
Education Client Team,2016-02-16,4350.00,TEACHING PERSONNEL LTD
Education Client Team,2016-02-23,175000.00,WEST YORKSHIRE COMBINED AUTHORITY
Education Client Team,2016-02-01,661.43,JULIA BRADY
Education Client Team,2016-02-09,2150.00,RABIA BHATTI
Education Client Team,2016-02-25,505,VANEETA GARG
Education Buildings Team,2016-02-26,4940.00,LANDSCAPE ENGINEERING LTD
Education Buildings Team,2016-02-04,1273.00,ADDLESHAW GODDARD
Education Buildings Team,2016-02-24,525,SEVEN CONSULTING LTD
Education Buildings Team,2016-02-05,5525.00,INTEGRATED BRADFORD SPVONE LTD
Education Buildings Team,2016-02-05,7125.04,INTEGRATED BRADFORD SPVONE LTD
Education Buildings Team,2016-02-29,1120.17,LEEDS COUNCIL
Education Buildings Team,2016-02-24,2107191.19,INTEGRATED BRADFORD SPV 2 LIMITED
Education Buildings Team,2016-02-24,1006466.76,INTEGRATED BRADFORD SPVONE LTD
Education Buildings Team,2016-02-17,6000.00,KILLINGHALL PRIMARY SCHOOL
Education Buildings Team,2016-02-05,13600.00,PRINCEVILLE PRIMARY SCHOOL
Education Buildings Team,2016-02-24,1939.26,VIRGIN MEDIA PAYMENTS LTD
Education Buildings Team,2016-02-09,1335.00,COMPLETE COMMUNICATIONS
Education Buildings Team,2016-02-09,-710,COMPLETE COMMUNICATIONS
Education Buildings Team,2016-02-03,710,COMPLETE COMMUNICATIONS
