Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
,Health & Wellbeing,,,2018-07-24,1900193026,5873.14,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,,,2018-07-24,1900193161,540.00,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,,,2018-07-24,1900193161,1020.00,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,,,2018-07-24,1900193162,743.80,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,,,2018-07-24,1900193162,3465.66,117996,PREPAID FINANCIAL SERVICES LIMITED
,Health & Wellbeing,,,2018-07-24,1900193249,5004.62,117996,PREPAID FINANCIAL SERVICES LIMITED
1034,Place,21110,Marketing Services,2018-07-10,6101611618,500.00,101522,TOURISM SOUTH EAST
1034,Place,19100,Artistes Fees,2018-07-10,6101611912,4300.00,107499,CONTINENTAL DRIFTS LTD
1034,Place,19100,Artistes Fees,2018-07-10,6101611913,1950.00,107499,CONTINENTAL DRIFTS LTD
1034,Place,21110,Marketing Services,2018-07-03,6101609866,25077.98,110420,CONTROLLED SPACE LTD
1034,Place,28190,Small items - resale,2018-07-03,6101610569,904.47,117566,OUTSTANDING MAP DISTIBUTORS LTD
1034,Place,21110,Marketing Services,2018-07-03,6101610248,4850.00,117584,SSD MUSIC LTD
1034,Place,19100,Artistes Fees,2018-07-19,6101614065,600.00,120584,THE SOUL CONVICTS
1034,Place,21110,Marketing Services,2018-07-24,6101615108,9730.00,120628,NGI SOLUTIONS LIMITED
1034,Place,19100,Artistes Fees,2018-07-19,6101614407,1000.00,D42190,DIRTY BIG PROMOTIONS
1034,Place,19100,Artistes Fees,2018-07-17,6101613387,6075.00,F56211,FOOLS PARADISE LTD
1034,Place,21100,Event Services,2018-07-31,6101616217,500.00,O55216,ORIENTAL ARTS (BFD) LTD
,Place,,,2018-07-26,1900193283,10000.00,104184,HMCS
,Place,,,2018-07-05,1900192734,500.00,120467,LIDGET GREEN HEALTHY LIVING CENTRE
,Place,,,2018-07-12,1900192823,500.00,ONETIME,Friends of Queensbury Cem
,Health & Wellbeing,,,2018-07-13,1900193158,750.52,ONETIME,REDACTED PERSONAL DATA
1025,Corporate Resources,28100,Furniture - Office,2018-07-26,6101615833,708.77,112786,VERGO UK
1025,Corporate Resources,17102,Brokers Fees,2018-07-17,6101613704,525.00,113471,MARK BREARLEY & COMPANY
