Organisational Unit,Payment Date,Amount,Benificiary Name
Children's Services,2016-11-07,2500.00,16-2-25
Health & Wellbeing,2016-11-03,4850.80,06 CARE LTD
Health & Wellbeing,2016-11-17,4850.80,06 CARE LTD
Health & Wellbeing,2016-11-10,4930.78,06 CARE LTD
Health & Wellbeing,2016-11-01,6362.80,06 CARE LTD
Health & Wellbeing,2016-11-01,1505.00,06 CARE LTD
Health & Wellbeing,2016-11-03,1505.00,06 CARE LTD
Health & Wellbeing,2016-11-10,1505.00,06 CARE LTD
Health & Wellbeing,2016-11-17,1505.00,06 CARE LTD
Health & Wellbeing,2016-11-01,2767.80,06 CARE LTD
Health & Wellbeing,2016-11-03,2767.80,06 CARE LTD
Health & Wellbeing,2016-11-17,3551.80,06 CARE LTD
Health & Wellbeing,2016-11-10,8164.80,06 CARE LTD
Health & Wellbeing,2016-11-03,1312.55,06 CARE LTD
Health & Wellbeing,2016-11-10,1312.55,06 CARE LTD
Health & Wellbeing,2016-11-17,1312.55,06 CARE LTD
Health & Wellbeing,2016-11-03,2965.72,06 CARE LTD
Health & Wellbeing,2016-11-10,3865.42,06 CARE LTD
Health & Wellbeing,2016-11-01,5058.02,06 CARE LTD
Health & Wellbeing,2016-11-17,6898.43,06 CARE LTD
Health & Wellbeing,2016-11-03,779.81,06 CARE LTD
Health & Wellbeing,2016-11-10,779.81,06 CARE LTD
Health & Wellbeing,2016-11-17,779.81,06 CARE LTD
Health & Wellbeing,2016-11-01,793.14,06 CARE LTD
Markets,2016-11-29,1575.00,1 TO CONSULT LTD
Children's Services,2016-11-16,3582.85,1ARK PROJECT LTD
Children's Services,2016-11-24,12524.56,1ARK PROJECT LTD
Children's Services,2016-11-24,5431.21,1ARK PROJECT LTD
St Scene & Waste Man,2016-11-04,1085.55,1ST CHOICE PRIVATE HIRE
Children's Services,2016-11-21,4733.00,1ST SAFARI DAY NURSERIES LTD
Health & Wellbeing,2016-11-03,1352.54,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-17,1352.54,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-03,3266.48,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-17,3266.48,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-03,6192.34,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-17,6192.34,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-03,1376.62,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-17,1376.62,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-03,2813.86,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-17,2813.86,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-03,3220.00,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-17,3220.00,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-03,3292.38,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-17,3292.38,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-03,3443.02,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-17,3443.02,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-03,3643.22,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-17,3643.22,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-03,3888.92,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-17,3888.92,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-03,2912.00,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2016-11-17,2912.00,2a PARK VIEW ROAD CARE HOME
Children's Services,2016-11-10,1267.25,2ND NATURE CLEANING (SARAH WILSON)
Children's Services,2016-11-10,1438.50,2ND NATURE CLEANING (SARAH WILSON)
Children's Services,2016-11-21,1482.50,2ND NATURE CLEANING (SARAH WILSON)
Localities,2016-11-14,585.00,2ND NATURE CLEANING (SARAH WILSON)
"Theatres, Arts & Festivals",2016-11-25,650.00,9XB LTD.
"Theatres, Arts & Festivals",2016-11-25,800.00,9XB LTD.
"Theatres, Arts & Festivals",2016-11-25,1200.00,9XB LTD.
Regeneration,2016-11-16,3572.19,A & A REFRESHMENTS LTD
St Scene & Waste Man,2016-11-18,11849.60,A & C WEBER UK LTD
Children's Services,2016-11-09,5687.50,A D WOODHEAD T/A WINDSTRUMENTS
