Organisational Unit,Payment Date,Amount,Benificiary Name
AHL Policy Res & Dev,2013-07-26,500.00,CHK Ltd
AHL Policy Res & Dev,2013-07-12,4000.00,TOURISM SOUTH EAST
Asset Management,2013-07-03,1250.00,ASHTON BENNETT CONSULTANCY
Asset Management,2013-07-22,598.00,BURMAR FABRICATION LTD
Asset Management,2013-07-15,908.00,DARVILLS REMOVALS
Asset Management,2013-07-24,900.00,DARVILLS REMOVALS
Asset Management,2013-07-24,840.00,DARVILLS REMOVALS
Asset Management,2013-07-29,770.00,DARVILLS REMOVALS
Asset Management,2013-07-01,600.00,DARVILLS REMOVALS
Asset Management,2013-07-05,4800.00,DRAKE PLANT HIRE
Asset Management,2013-07-05,725.00,DRAKE PLANT HIRE
Asset Management,2013-07-08,943.40,G E CAPITAL EQUIPMENT FINANCE LTD
Asset Management,2013-07-08,2267.10,GODFREY-SYRETT LTD
Asset Management,2013-07-12,1552.95,GODFREY-SYRETT LTD
Asset Management,2013-07-12,1109.25,GODFREY-SYRETT LTD
Asset Management,2013-07-08,838.80,GODFREY-SYRETT LTD
Asset Management,2013-07-22,2061.50,GRICE BROS & CO LTD
Asset Management,2013-07-24,1051.05,GRICE BROS & CO LTD
Asset Management,2013-07-24,925.00,GRICE BROS & CO LTD
Asset Management,2013-07-24,650.00,GRICE BROS & CO LTD
Asset Management,2013-07-08,4182.15,INCOMMUNITIES
Asset Management,2013-07-22,1152.51,MEDIACOM NORTH LTD
Asset Management,2013-07-29,4188.00,OVE ARUP & PARTNERS LTD
Asset Management,2013-07-29,3500.00,OVE ARUP & PARTNERS LTD
Asset Management,2013-07-17,1000.00,REEDS RAINS LTD
Asset Management,2013-07-15,1500.00,WEST & MACHELL LTD
Bradford i,2013-07-22,103738.11,BYTES TECHNOLOGY GROUP
Bradford i,2013-07-17,77280.00,BYTES TECHNOLOGY GROUP
Bradford i,2013-07-17,17780.00,BYTES TECHNOLOGY GROUP
Bradford i,2013-07-22,2172.56,BYTES TECHNOLOGY GROUP
Bradford i,2013-07-17,819.26,BYTES TECHNOLOGY GROUP
Bradford i,2013-07-17,8500.00,LEEDS COUNCIL
Bradford i,2013-07-08,2458.15,PROBRAND LIMITED
Bradford i,2013-07-19,500.00,SHEFFIELD CITY COUNCIL
Building Control,2013-07-12,559.96,CANNON ELECTRICAL SERVICES LTD
Building Control,2013-07-12,895.00,HAVEN BUILDING & MAINTENANCE LTD
Building Control,2013-07-12,670.00,INNOVYZE LTD
Building Control,2013-07-15,1225.00,KOREC
Building Control,2013-07-05,1260.25,LEEDS METROPOLITAN UNIVERSITY
Building Control,2013-07-05,528.00,PAUL EVERETT PRINT & DESIGN
Building Control,2013-07-12,12284.70,SCMG ENTERPRISES LIMITED
Building Control,2013-07-10,3877.50,THE GREAT VICTORIA HOTEL
Business Services,2013-07-10,666.15,ARCO LTD
Business Services,2013-07-10,1220.00,BOLD COMMUNICATIONS LTD
Business Services,2013-07-19,5838.66,LEVEL 3 COMMUNICATIONS UK LIMITED
Business Services,2013-07-24,6206.75,NET VIEW SYSTEMS LTD
Business Services,2013-07-22,3535.77,NET VIEW SYSTEMS LTD
Business Services,2013-07-26,3388.00,NET VIEW SYSTEMS LTD
Business Services,2013-07-31,3092.00,NET VIEW SYSTEMS LTD
Business Services,2013-07-31,1026.50,NET VIEW SYSTEMS LTD
Business Services,2013-07-15,849.70,R W BADLAND LTD
Business Services,2013-07-05,1394.00,SSAIB
Business Services,2013-07-03,5973.00,TMC TECHNOLOGY UK CO LTD
Changing Our Council,2013-07-26,4956.00,CLAUDIUS CONSULTING LTD
Chief Executive's Office,2013-07-01,575.12,CANON (UK) LTD
Councilwide,2013-07-24,8931.91,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,7422.55,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,6647.16,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,3507.68,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,3363.91,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,3346.30,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,3201.20,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,2385.65,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,2279.86,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1970.33,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1944.97,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1855.82,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1815.65,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1776.52,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1567.08,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1565.16,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1451.36,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1335.84,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1314.83,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1270.64,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1220.63,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1212.05,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1101.72,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1097.95,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,1053.29,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,985.07,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,964.74,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,955.18,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,923.18,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,911.43,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,829.08,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,790.74,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,785.32,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,783.87,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,718.62,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,699.07,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,652.83,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,641.37,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,640.31,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,568.27,BRITISH GAS TRADING LTD
Councilwide,2013-07-24,555.98,BRITISH GAS TRADING LTD
Councilwide,2013-07-26,17185.12,NPOWER (ELECTRIC)
Councilwide,2013-07-26,5883.75,NPOWER (ELECTRIC)
Councilwide,2013-07-26,5856.28,NPOWER (ELECTRIC)
Councilwide,2013-07-26,5707.73,NPOWER (ELECTRIC)
