Payment Date,Amount,Organisational Unit,Benificiary Name,Company Number,Charity Number
2018-10-02,4559.13,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2018-10-09,596.00,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2018-10-09,3465.66,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2018-10-09,540.00,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2018-10-09,1037.20,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2018-10-09,955.54,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2018-10-09,5412.54,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2018-10-11,7165.03,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2018-10-16,677.56,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2018-10-18,1002.24,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,55912.00,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,2340.00,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,835.20,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,1560.00,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,7269.90,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,13196.40,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,20583.02,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,14749.72,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,20020.22,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,2129.17,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,2556.59,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,7170.08,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,1096.32,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,10796.80,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-18,8118.83,AHL Policy Res & Dev,CARLSBERG UK,,
2018-10-11,9730.00,AHL Policy Res & Dev,NGI SOLUTIONS LIMITED,,
2018-10-11,10000.00,Area Operarations,HMCS,,
2018-10-11,5191.59,Area Operarations,WEST YORKSHIRE COMBINED AUTHORITY,,
2018-10-25,2172.00,Asset Management,CABLENET (LEEDS) LIMITED,,
2018-10-30,12154.94,Asset Management,CANTERBURY NURSERY SCHOOL & CENTRE,,
2018-10-02,1400.00,Asset Management,DRAKE PLANT HIRE,,
