Organisational Unit,Payment Date,Amount,Benificiary Name
AHL Policy Res & Dev,2013-10-11,1665.00,CAMERA CREW
AHL Policy Res & Dev,2013-10-11,945.54,FORSTERS BISTRO & DELI LTD
AHL Policy Res & Dev,2013-10-04,666.50,John Arbon Textiles
AHL Policy Res & Dev,2013-10-25,695.91,MAYFIELD BOOKS & GIFTS
AHL Policy Res & Dev,2013-10-14,526.80,MUSEUMS & GALLERIES LTD (MGL)
AHL Policy Res & Dev,2013-10-09,566.25,Norfolk China
AHL Policy Res & Dev,2013-10-18,1580.00,R//EVOLUTION MARKETING
AHL Policy Res & Dev,2013-10-14,794.65,RICHARD LANG & SON LTD
AHL Policy Res & Dev,2013-10-25,2607.60,SALTS ESTATES LTD
AHL Policy Res & Dev,2013-10-04,3500.00,TOURISM SOUTH EAST
Asset Management,2013-10-21,8655.00,ACANTHUS WSM ARCHITECTS
Asset Management,2013-10-18,4895.20,AQUILA BUSINESS PRODUCTS
Asset Management,2013-10-16,2170.00,AQUILA BUSINESS PRODUCTS
Asset Management,2013-10-11,852.90,BACK CARE SOLUTIONS LTD
Asset Management,2013-10-28,970.00,BROWFIELD CONTRACTING LTD
Asset Management,2013-10-28,1289.16,CANON (UK) LTD
Asset Management,2013-10-18,950.00,DARVILLS REMOVALS
Asset Management,2013-10-28,900.00,DARVILLS REMOVALS
Asset Management,2013-10-30,900.00,DARVILLS REMOVALS
Asset Management,2013-10-30,750.00,DARVILLS REMOVALS
Asset Management,2013-10-07,700.00,DARVILLS REMOVALS
Asset Management,2013-10-21,635.32,DARVILLS REMOVALS
Asset Management,2013-10-18,625.00,DARVILLS REMOVALS
Asset Management,2013-10-14,600.00,DARVILLS REMOVALS
Asset Management,2013-10-30,600.00,DARVILLS REMOVALS
Asset Management,2013-10-18,500.00,DARVILLS REMOVALS
Asset Management,2013-10-18,6283.00,DRAKE PLANT HIRE
Asset Management,2013-10-14,943.40,G E CAPITAL EQUIPMENT FINANCE LTD
Asset Management,2013-10-02,3771.45,GODFREY-SYRETT LTD
Asset Management,2013-10-18,2480.00,GRICE BROS & CO LTD
Asset Management,2013-10-07,2050.00,GRICE BROS & CO LTD
Asset Management,2013-10-28,2000.00,GRICE BROS & CO LTD
Asset Management,2013-10-14,1675.00,GRICE BROS & CO LTD
Asset Management,2013-10-07,1300.00,GRICE BROS & CO LTD
Asset Management,2013-10-18,900.00,GRICE BROS & CO LTD
Asset Management,2013-10-14,650.00,GRICE BROS & CO LTD
Asset Management,2013-10-04,2961.58,HILL WOOLHOUSE PROPERTY MANAGEMENT
Asset Management,2013-10-04,2442.28,HILL WOOLHOUSE PROPERTY MANAGEMENT
Asset Management,2013-10-04,-2930.74,HILL WOOLHOUSE PROPERTY MANAGEMENT
Asset Management,2013-10-04,-3553.90,HILL WOOLHOUSE PROPERTY MANAGEMENT
Asset Management,2013-10-18,2055.00,UNIVERSAL AV SERVICES LTD
Asset Management,2013-10-02,150000.00,VASILI INVESTMENTS LTD
Asset Management,2013-10-21,2250.00,WEST & MACHELL LTD
Asset Management,2013-10-09,759.00,WEST & MACHELL LTD
Bradford i,2013-10-28,25561.26,BYTES TECHNOLOGY GROUP
Bradford i,2013-10-07,668.48,BYTES TECHNOLOGY GROUP
Bradford i,2013-10-09,895.00,ISOQAR Limited
Bradford i,2013-10-14,50000.00,OMBIEL LIMITED
Bradford i,2013-10-14,1069.00,Open Reality Ltd
Building Control,2013-10-11,800.00,AUKER RHODES
Building Control,2013-10-25,720.00,BRADFORD COLLEGE
Building Control,2013-10-25,720.00,BRADFORD COLLEGE
Building Control,2013-10-25,4474.50,BRITISH GEOLOGICAL SURVEY
Building Control,2013-10-16,920.00,DRAKE PLANT HIRE
Building Control,2013-10-11,3994.00,HAVEN BUILDING & MAINTENANCE LTD
Building Control,2013-10-30,6600.00,HINDLE GROUP LTD
Business Services,2013-10-04,695.00,BOLD COMMUNICATIONS LTD
Business Services,2013-10-04,5838.66,LEVEL 3 COMMUNICATIONS UK LIMITED
Business Services,2013-10-07,8354.64,NET VIEW SYSTEMS LTD
Business Services,2013-10-18,8022.70,NET VIEW SYSTEMS LTD
Business Services,2013-10-07,3840.00,NET VIEW SYSTEMS LTD
Business Services,2013-10-09,900.00,NET VIEW SYSTEMS LTD
Business Services,2013-10-02,4000.00,SALTS SECURITY SYSTEMS LTD
Business Services,2013-10-04,3500.00,SALTS SECURITY SYSTEMS LTD
Business Services,2013-10-14,6695.00,TERRIER SC LTD
Business Services,2013-10-18,2399.00,TERRIER SC LTD
Business Services,2013-10-18,2000.00,TERRIER SC LTD
Business Services,2013-10-14,680.00,TERRIER SC LTD
Business Services,2013-10-04,930.00,UNIPART DORMAN
Changing Our Council,2013-10-07,1850.00,POSTURITE (UK) LTD
Changing Our Council,2013-10-25,1624.50,POSTURITE (UK) LTD
Chief Executive's Office,2013-10-04,575.12,CANON (UK) LTD
Councilwide,2013-10-07,4573.30,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,3406.15,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,3202.65,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,3188.62,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,3134.79,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,3071.22,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,3006.11,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2787.22,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2760.62,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2734.17,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2688.16,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2672.45,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2619.48,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2489.18,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2455.13,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2450.01,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2407.30,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2379.47,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2365.80,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2318.21,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2280.57,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2265.84,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2194.12,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2191.01,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2125.74,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2070.20,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2050.69,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,2026.89,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1984.66,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1934.99,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1924.89,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1913.42,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1894.35,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1827.19,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1674.22,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1660.74,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1635.29,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1607.83,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1606.65,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1498.45,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1494.49,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1487.09,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1442.61,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1430.65,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1332.42,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1206.87,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1196.04,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1147.34,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1121.91,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,1033.85,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,993.19,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,950.86,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,942.49,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,762.04,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,716.82,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,668.49,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,666.84,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,647.90,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,536.41,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1150.35,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1335.84,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1434.35,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1490.98,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1502.38,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1610.84,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1612.02,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1639.53,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1664.93,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1831.74,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1899.33,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1918.38,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1929.65,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-1989.85,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-2055.80,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-2075.38,BRITISH GAS TRADING LTD
Councilwide,2013-10-07,-2131.24,BRITISH GAS TRADING LTD
