Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
1034,Place,28190,Small items - resale,2018-05-29,6101603071,776.12,A02864,A J PROMOTIONS
1034,Place,21110,Marketing Services,2018-05-10,6101591113,3822.00,113427,COMMUNICORP UK
1034,Place,21110,Marketing Services,2018-05-15,6101598397,2600.00,113427,COMMUNICORP UK
1034,Place,21110,Marketing Services,2018-05-10,6101598399,4946.40,113427,COMMUNICORP UK
1034,Place,21110,Marketing Services,2018-05-17,6101600175,500.00,113427,COMMUNICORP UK
1034,Place,28190,Small items - resale,2018-05-15,6101598982,553.30,104023,DENHOLMEGATE HONEY LTD
1034,Place,28190,Small items - resale,2018-05-29,6101602822,830.86,E37436,ELGATE PRODUCTS LIMITED
1034,Place,21110,Marketing Services,2018-05-01,6101596728,4500.00,117584,SSD MUSIC LTD
1025,Corporate Resources,12440,Security Supplies,2018-05-17,6101600473,914.88,W75740,CHARLES H WOOD SECURITY (BFD) LTD
1025,Corporate Resources,17200,Cons Other,2018-05-29,6101602584,600.00,120097,DMI COMMUNITY CENTRE
1025,Corporate Resources,17190,Cons Legal,2018-05-31,6101603499,5000.00,120388,ILKLEY MANOR HOUSE TRUST
1025,Corporate Resources,17200,Cons Other,2018-05-08,6101598261,1650.00,113471,MARK BREARLEY & COMPANY
1025,Corporate Resources,17200,Cons Other,2018-05-31,6101603560,1200.00,113471,MARK BREARLEY & COMPANY
1025,Corporate Resources,31130,Other Prof Services,2018-05-03,6101597065,1615.00,114103,SAVILLS
1025,Corporate Resources,12360,Metalwork Services,2018-05-15,6101599945,1247.50,V00532,VPS (UK) LIMITED
1041,Place,12200,Drainage Works,2018-05-01,6101596254,42014.44,116074,JBA BENTLEY LIMITED
1041,Place,12200,Drainage Works,2018-05-31,6101603661,9280.26,116074,JBA BENTLEY LIMITED
1041,Place,12200,Drainage Works,2018-05-17,6101598594,6441.69,W00345,WSP UK LTD
1041,Place,12200,Drainage Works,2018-05-31,6101603667,820.90,X09015,YORK SURVEY SUPPLY CENTRE
1047,Place,30160,Community Safety Sys,2018-05-29,6101602806,4178.00,117777,AV PARTS MASTER LIMITED
1047,Place,30160,Community Safety Sys,2018-05-24,6101602418,9278.90,C69674,CORE INTEGRATED SOLUTIONS LTD
1047,Place,30160,Community Safety Sys,2018-05-24,6101602425,3685.50,C69674,CORE INTEGRATED SOLUTIONS LTD
1047,Place,24150,Telecomms Supplies,2018-05-10,6101598596,929.50,117366,NG BAILEY IT SERVICES LIMITED
1021,Corporate Resources,28160,Postal/Courier,2018-05-03,6101597480,687.65,103282,ADARE
1021,Corporate Resources,28170,Printing,2018-05-17,6101600139,51706.02,103282,ADARE
1021,Corporate Resources,28160,Postal/Courier,2018-05-31,6101603349,978.49,103282,ADARE
1021,Corporate Resources,22120,Mortuary Storage,2018-05-22,6101601421,1153.04,B78164,BRADFORD TEACHING HOSPITALS NHS FT
1021,Corporate Resources,28190,Small items - resale,2018-05-22,6101601005,2350.00,110331,BURNS CRYSTAL GLASS LTD
