Organisational Unit,Payment Date,Amount,Benificiary Name
AHL,2015-03-18,3832.18,YKS BRASS BAND CHAMPIONSHIP LTD
AHL,2015-03-27,1569.72,YELLOWSTONE EVENTS
AHL,2015-03-04,1034.94,SOCIETY OF LONDON THEATRE
AHL Policy Res & Dev,2015-03-09,1000.00,R//EVOLUTION MARKETING
AHL Policy Res & Dev,2015-03-20,10000.00,R//EVOLUTION MARKETING
AHL Policy Res & Dev,2015-03-16,800.00,BLUE SKY BRITAIN
AHL Policy Res & Dev,2015-03-11,825.00,BRITISH DESTINATIONS
AHL Policy Res & Dev,2015-03-06,665.00,BRADFORD COLLEGE
AHL Policy Res & Dev,2015-03-27,5000.00,LEEDS COUNCIL
AHL Policy Res & Dev,2015-03-25,1579.53,XEROX FINANCE
AHL Policy Res & Dev,2015-03-04,761.60,MUSEUMS & GALLERIES LTD (MGL)
Asset Management,2015-03-11,22700.00,COMBINED PROPERTY CONTROL
Asset Management,2015-03-16,1882.00,CALDER CABINS
Asset Management,2015-03-06,5150.00,DTZ
Asset Management,2015-03-20,720.00,BROWFIELD CONTRACTING LTD
Asset Management,2015-03-04,2300.00,YELLOWDOT
Asset Management,2015-03-25,521.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2015-03-27,636.00,DARVILLS REMOVALS & STORAGE LTD
Bradford i,2015-03-30,1536.40,XEROX FINANCE
Bradford i,2015-03-30,1282.51,XEROX FINANCE
Bradford i,2015-03-30,1334.42,XEROX FINANCE
Bradford i,2015-03-30,912.96,ABS (UK) LTD
Bradford i,2015-03-30,1195.68,G E CAPITAL EQUIPMENT FINANCE LTD
Bradford i,2015-03-25,4492000.00,IBM UK LTD
Bradford i,2015-03-27,1039301.01,IBM UK LTD
Bradford i,2015-03-04,460566.91,BYTES SOFTWARE SERVICES LTD
Bradford i,2015-03-25,3095.56,VODAFONE
Business Services,2015-03-18,4342.00,SOVEREIGN INTERNATIONAL LTD
Business Services,2015-03-18,7307.20,NET VIEW SYSTEMS LTD
