Organisational Unit,Payment Date,Amount,Benificiary Name
Skills for Work,2016-01-29,670.57,SMART STYLE HOLDINGS LTD
Skills for Work,2016-01-15,917.00,VERGO UK
Skills for Work,2016-01-22,750.00,RED LEDGE LIMITED
Skills for Work,2016-01-06,2400.00,FORCAM UK
Skills for Work,2016-01-29,516.40,OCR
Skills for Work,2016-01-22,975.00,GOOD NEWS
Skills for Work,2016-01-15,1550.00,THE THORNBURY CENTRE
Skills for Work,2016-01-04,596.65,TORDOFF & WILKINSON
Education Client Team,2016-01-18,3470.00,BARNARDOS
Education Client Team,2016-01-25,13288.00,BARNARDOS
Education Client Team,2016-01-15,142724.00,PROSPECTS SERVICES LTD
Education Client Team,2016-01-18,1188.00,PROSPECTS SERVICES LTD
Education Client Team,2016-01-25,864.62,DOUBLE TAKE
Education Client Team,2016-01-15,1317.24,CATHERINE WILCOCK
Education Client Team,2016-01-20,720.00,BLACKBOARD UK LTD
Education Client Team,2016-01-20,720.00,BLACKBOARD UK LTD
Education Client Team,2016-01-18,8987.50,ARC NETWORK
Education Client Team,2016-01-27,1374.45,DIXONS MARCHBANK PRIMARY SCHOOL
Education Client Team,2016-01-22,175000.00,WEST YORKSHIRE COMBINED AUTHORITY
Education Buildings Team,2016-01-27,982934.13,INTEGRATED BRADFORD SPVONE LTD
Education Buildings Team,2016-01-27,2090321.37,INTEGRATED BRADFORD SPV 2 LIMITED
Education Buildings Team,2016-01-18,2125.50,ADDLESHAW GODDARD
Education Buildings Team,2016-01-06,1200.00,DARVILLS REMOVALS & STORAGE LTD
Education Buildings Team,2016-01-18,1208.20,VIRGIN MEDIA PAYMENTS LTD
Adult & Community Services,2016-01-20,1767.00,Yorkshire Purchasing Organization
Adult & Community Services,2016-01-15,573.64,SENSE
Adult & Community Services,2016-01-15,1577.12,SENSE
Adult & Community Services,2016-01-22,1516.66,SENSE
Adult & Community Services,2016-01-22,2964.92,SENSE
Adult & Community Services,2016-01-11,988.60,CEFNDY HEALTHCARE
Adult & Community Services,2016-01-15,697.05,CEFNDY HEALTHCARE
Adult & Community Services,2016-01-15,880.00,CEFNDY HEALTHCARE
Adult & Community Services,2016-01-15,863.80,CEFNDY HEALTHCARE
