Organisational Unit,Payment Date,Amount,Benificiary Name
AHL,2014-05-28,540,HARROGATE GRAMMAR SCHOOL
AHL,2014-05-02,1466.40,SOCIETY OF LONDON THEATRE
AHL Policy Res & Dev,2014-05-16,692.6,A J PROMOTIONS
AHL Policy Res & Dev,2014-05-12,722.3,A J PROMOTIONS
AHL Policy Res & Dev,2014-05-07,746.4,ELGATE PRODUCTS LIMITED
AHL Policy Res & Dev,2014-05-12,674.22,FARRAH'S OF HARROGATE
AHL Policy Res & Dev,2014-05-23,674.6,GATEHOUSE PRINTS
AHL Policy Res & Dev,2014-05-30,591.75,INDEPENDENT EQUIPMENT COMPANY
AHL Policy Res & Dev,2014-05-12,929.22,JOHN ARBON TEXTILES
AHL Policy Res & Dev,2014-05-23,673.76,MAYFIELD BOOKS & GIFTS
AHL Policy Res & Dev,2014-05-07,883.14,MUSEUMS & GALLERIES LTD (MGL)
AHL Policy Res & Dev,2014-05-19,605.12,TRADITION GIFTWARE LIMITED
AHL Policy Res & Dev,2014-05-30,1492.50,Twenty Twenty Films
AHL Policy Res & Dev,2014-05-19,18816.00,WELCOME TO YORKSHIRE
AHL Policy Res & Dev,2014-05-28,695,YP ELECTRONICS LTD
AHL Policy Res & Dev,2014-05-30,695,YP ELECTRONICS LTD
Asset Management,2014-05-23,1223.50,AARAN SHEET METAL LTD
Asset Management,2014-05-14,1401.04,CANON (UK) LTD
Asset Management,2014-05-16,614.75,DARVILLS REMOVALS
Asset Management,2014-05-23,992,DARVILLS REMOVALS
Asset Management,2014-05-23,686,DARVILLS REMOVALS
Asset Management,2014-05-23,882,DARVILLS REMOVALS
Asset Management,2014-05-23,750,DARVILLS REMOVALS
Asset Management,2014-05-16,25000.00,DRAKE PLANT HIRE
Asset Management,2014-05-23,945,DRAKE PLANT HIRE
Asset Management,2014-05-23,900,DRAKE PLANT HIRE
Asset Management,2014-05-21,6840.00,ENVIRONMENT AGENCY
Asset Management,2014-05-09,867.8,GRICE BROS & CO LTD
Asset Management,2014-05-16,900,GRICE BROS & CO LTD
Asset Management,2014-05-28,12528.00,KASHMIR CROWN BAKERIES LIMITED
Asset Management,2014-05-23,2200.00,NORTHCLIFFE ENVIRO ENTERPRISES TEAM
Asset Management,2014-05-28,12075.00,STOREYS EDWARD SYMMONS
Asset Management,2014-05-14,8156.25,STOREYS EDWARD SYMMONS
Asset Management,2014-05-23,6894.00,UNIVERSAL AV SERVICES LTD
Asset Management,2014-05-09,3000.00,UNIVERSAL AV SERVICES LTD
Asset Management,2014-05-09,-1400.00,UNIVERSAL AV SERVICES LTD
Asset Management,2014-05-16,750,UNIVERSAL AV SERVICES LTD
Asset Management,2014-05-02,4294.00,VISUAL BLINDS
Asset Management,2014-05-21,845,WEST & MACHELL LTD
Asset Management,2014-05-30,6610.00,CLAYTON VILLAGE PRIMARY SCHOOL
Asset Management,2014-05-30,6362.50,EAST MORTON CE PRIMARY SCHOOL
Asset Management,2014-05-30,6990.00,KILLINGHALL PRIMARY SCHOOL
Asset Management,2014-05-30,10305.62,LIDGET GREEN PRIMARY SCHOOL
Asset Management,2014-05-30,8657.50,LOW MOOR CE PRIMARY SCHOOL
Asset Management,2014-05-30,8038.75,MENSTON PRIMARY SCHOOL
Asset Management,2014-05-30,6705.62,MYRTLE PARK PRIMARY SCHOOL
Asset Management,2014-05-30,8905.00,OAKWORTH PRIMARY SCHOOL
Asset Management,2014-05-30,5077.97,PARKLAND PRIMARY SCHOOL
Asset Management,2014-05-30,7228.75,STEETON PRIMARY SCHOOL
Asset Management,2014-05-30,80901.94,TITUS SALT SCHOOL
Bradford i,2014-05-28,798,BACK CARE SOLUTIONS LTD
Bradford i,2014-05-09,1421.60,DAC BEACHCROFT LLP
Bradford i,2014-05-28,-2550.00,GARTNER UK LIMITED
Bradford i,2014-05-28,15900.00,GARTNER UK LIMITED
Building Control,2014-05-28,1266.44,AIR SERVICES UK
Building Control,2014-05-23,1200.00,JOHN FALKINGHAM ASSOCIATES
Building Control,2014-05-16,2000.00,KOREC
Business Services,2014-05-14,1891.46,MACS AUTOMATED BOLLARD SYSTEMS
Business Services,2014-05-23,1154.00,NET VIEW SYSTEMS LTD
Business Services,2014-05-14,13639.05,NET VIEW SYSTEMS LTD
Business Services,2014-05-14,3354.00,NET VIEW SYSTEMS LTD
Business Services,2014-05-14,6121.00,NET VIEW SYSTEMS LTD
Business Services,2014-05-30,7000.00,NET VIEW SYSTEMS LTD
Business Services,2014-05-16,1466.00,TERRIER SC LTD
Business Services,2014-05-30,2020.00,TERRIER SC LTD
Changing Our Council,2014-05-07,2250.00,CIVICA UK LTD (APP)
Chief Executive's Office,2014-05-12,4000.00,BRADFORD BREAKTHROUGH LTD
Council wide,2014-05-09,4616.78,BRITISH GAS TRADING LTD
Council wide,2014-05-09,10637.08,BRITISH GAS TRADING LTD
Council wide,2014-05-09,16883.84,BRITISH GAS TRADING LTD
Council wide,2014-05-09,1835.54,NPOWER (ELECTRIC)
CT&S,2014-05-14,2000.00,Keighley Festival  - 1994
CT&S,2014-05-14,7148.48,A F A EVENTS LTD
CT&S,2014-05-14,4485.16,ALAN FIELD ASSOCIATES
CT&S,2014-05-09,1500.00,BYC Choir Support Group
CT&S,2014-05-23,3875.36,CHAMBERS MANAGEMENT TOURING LTD
CT&S,2014-05-07,12000.00,Chambers Management Touring Ltd.
CT&S,2014-05-28,6620.12,E T M ( AGENCIES ) LTD
CT&S,2014-05-07,4418.08,ETM LTD
CT&S,2014-05-14,21900.00,HALLE CONCERTS SOCIETY
CT&S,2014-05-16,6918.54,JAMIE WILSON PRODUCTION LTD
CT&S,2014-05-16,10800.00,JOHN BODDY AGENCY
CT&S,2014-05-23,13268.61,CTI PRODUCTIONS
CT&S,2014-05-14,21600.00,CTI PRODUCTIONS
CT&S,2014-05-28,270000.00,ROYAL NATIONAL THEATRE
CT&S,2014-05-23,77986.27,THE WALT DISNEY COMPANY LTD
CT&S,2014-05-09,105656.79,THE WALT DISNEY COMPANY LTD
CT&S,2014-05-09,360000.00,THE WALT DISNEY COMPANY LTD
Cust Rel,2014-05-09,2558.04,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-14,2746.70,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-21,2753.83,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-21,2778.31,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-28,3427.92,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-21,4566.10,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-30,4816.05,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-14,5116.31,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-23,5723.95,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-23,5825.20,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-07,5872.54,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-07,6246.04,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-02,6262.44,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-14,6302.21,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-16,6422.32,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-16,6551.87,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-30,6686.68,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-28,7533.79,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-14,8010.93,DIRECTOR OF CUSTOMER SERVICES
Cust Rel,2014-05-09,8270.75,DIRECTOR OF CUSTOMER SERVICES
Cust Service,2014-05-21,1898.26,DIRECTOR OF CUSTOMER SERVICES
Cust Service,2014-05-21,3365.55,DIRECTOR OF CUSTOMER SERVICES
Cust Service,2014-05-30,4547.24,DIRECTOR OF CUSTOMER SERVICES
Cust Service,2014-05-02,6045.39,DIRECTOR OF CUSTOMER SERVICES
Cust Service,2014-05-21,9157.29,DIRECTOR OF CUSTOMER SERVICES
Customer Relations,2014-05-16,5200.00,BANKING AUTOMATION LTD
Democratic Services,2014-05-28,1093.40,A PADWELL
Democratic Services,2014-05-09,82457.54,ADARE
Democratic Services,2014-05-28,720,BARRACLOUGH MEDICOLEGAL SERVICES
Democratic Services,2014-05-28,1426.04,BRADFORD HOSPITAL NHS TRUST
Democratic Services,2014-05-09,2190.15,CALDERDALE MBC
Democratic Services,2014-05-16,624.57,CANON (UK) LTD
Democratic Services,2014-05-16,624.57,CANON (UK) LTD
Democratic Services,2014-05-28,624.57,CANON (UK) LTD
Democratic Services,2014-05-30,675.45,CANON (UK) LTD
Democratic Services,2014-05-30,678.52,CANON (UK) LTD
Democratic Services,2014-05-23,4800.00,DOMINIC BELL
Democratic Services,2014-05-21,1400.00,DR G PHILLIPS & ASSOCIATES LTD
Democratic Services,2014-05-28,1606.00,DR JAMES GARVICAN
Democratic Services,2014-05-23,3223.00,DR RICHARD KNIGHTS
Democratic Services,2014-05-30,580.8,DR RICHARD KNIGHTS
Democratic Services,2014-05-12,1200.00,EFILE READY LTD
Democratic Services,2014-05-28,5600.00,HULL CITY COUNCIL
Democratic Services,2014-05-30,1064.80,J OSTROWSKI
Democratic Services,2014-05-30,968,K L RAMSDEN
Democratic Services,2014-05-30,968,LISA BARKER
Democratic Services,2014-05-30,1452.00,LISA BARKER
Democratic Services,2014-05-30,-1452.00,LISA BARKER
Democratic Services,2014-05-07,1308.44,MEDIACOM NORTH LTD
Democratic Services,2014-05-30,894.3,MEDIACOM NORTH LTD
Democratic Services,2014-05-12,521.9,P D LUMB
Democratic Services,2014-05-16,994.5,PHS DATASHRED
Democratic Services,2014-05-23,704.1,PHS GROUP PLC
Democratic Services,2014-05-28,620,POSTCODE ANYWHERE (EUROPE) LTD
