Service Code,Service Label,Expenditure code,Expenditure category,Payment date,Transaction Number,Net Amount,Supplier Number,Supplier Name
,Access & Inclusion,6234,Asylum Seekers Allow,2019-10-08,1900203913,563.05,115442,AQUARIUM CARD MANAGEMENT SOLUTIONS
,Access & Inclusion,6230,Client Accomm costs,2019-10-08,1900203913,605.44,115442,AQUARIUM CARD MANAGEMENT SOLUTIONS
,Access & Inclusion,6230,Client Accomm costs,2019-10-08,1900204074,1207.16,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-10-15,1900204285,1958.84,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-10-15,1900204287,540,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-10-15,1900204436,586.95,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-10-15,1900204436,3663.74,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-10-15,1900204465,947.8,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6230,Client Accomm costs,2019-10-15,1900204465,5038.76,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-10-31,1900204718,1302.27,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-10-31,1900205057,747.8,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-10-31,1900205057,3460.86,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-10-31,1900205058,773.9,117996,PREPAID FINANCIAL SERVICES LIMITED
,Access & Inclusion,6234,Asylum Seekers Allow,2019-10-31,1900205058,3758.74,117996,PREPAID FINANCIAL SERVICES LIMITED
1034,AHL Policy Res & Dev,28120,Office Equipment,2019-10-29,6101715669,692,I35626,INDEPENDENT EQUIPMENT COMPANY
,Area Operarations,4550,Fees & Charges,2019-10-24,1900204931,10000.00,104184,HMCS
,Area Operarations,3150,Car Parking,2019-10-15,1900204559,7078.78,W34971,WEST YORKSHIRE COMBINED AUTHORITY
1025,Asset Management,12100,Accomm Rent,2019-10-03,6101710136,3750.00,121605,BLUE WAX LIMITED
1025,Asset Management,12395,Minor Building Wks,2019-10-24,6101715181,500,103076,BROWFIELD CONTRACTING LIMITED
1025,Asset Management,12440,Security Supplies,2019-10-22,6101713679,570.8,W75740,CHARLES H WOOD SECURITY (BFD) LTD
1025,Asset Management,12100,Accomm Rent,2019-10-01,6101708992,104145.70,C54891,COMBINED PROPERTY CONTROL
1025,Asset Management,12100,Accomm Rent,2019-10-01,6101708993,7933.23,C54891,COMBINED PROPERTY CONTROL
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101708989,819,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101708990,758,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101709066,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101709070,728,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101709072,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101709140,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101709141,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101709142,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101709143,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101709144,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101709146,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101709148,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101709150,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-01,6101709151,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-08,6101710442,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-08,6101710444,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-08,6101710445,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-31,6101716622,544,D09681,DARVILLS REMOVALS & STORAGE LTD
1025,Asset Management,28180,Removal  & Storage,2019-10-31,6101716623,514,D09681,DARVILLS REMOVALS & STORAGE LTD
